customer_id,customer_name,age,gender,region,service_type,contract_type,dwelling_type,account_tenure_months,has_autopay,paperless_billing,family_size,income_bracket,home_ownership,churned,complaint_count,avg_complaint_severity,max_complaint_severity,avg_resolution_time_days,escalation_count,unresolved_complaints,avg_sentiment_score,min_sentiment_score,max_sentiment_score,sentiment_std,avg_sentiment_pos,avg_sentiment_neg,negative_sentiment_ratio,positive_sentiment_ratio,most_common_complaint_category,escalation_rate,complaint_rate_per_month,total_interactions,avg_satisfaction_score,min_satisfaction_score,avg_interaction_duration,unresolved_count,channel_phone_ratio,channel_email_ratio,channel_web_chat_ratio,unresolved_ratio,interactions_per_month
CUST0000639,Customer_639,25,Female,Midwest,Gas,Residential,House,26,1,1,3,Low,Rent,1,3.0,2.3333333333333335,3.0,4.0,1.0,0.0,-0.12956666666666666,-0.4767,0.3612,0.43702631881081644,0.06666666666666667,0.13366666666666668,0.6666666666666666,0.3333333333333333,Contract Dispute,0.3333333333333333,0.11538461538461539,3,3.0,2,11.0,0,0.0,0.0,0.6666666666666666,0.0,0.11538461538461539
CUST0000640,Customer_640,25,Male,Northeast,Electricity,Commercial,House,27,0,0,2,Medium,Rent,0,7.0,2.7142857142857144,5.0,2.857142857142857,0.0,0.0,0.3252857142857143,-0.0516,0.8016,0.35083519601360513,0.22300000000000003,0.02514285714285714,0.14285714285714285,0.5714285714285714,Billing Error,0.0,0.25925925925925924,3,3.3333333333333335,1,2.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1111111111111111
CUST0000641,Customer_641,39,Female,Midwest,Gas,Residential,House,41,0,0,4,Low,Own,0,2.0,3.5,4.0,1.0,0.0,1.0,-0.36755,-0.7351,0.0,0.519794194850231,0.0,0.1915,0.5,0.0,Payment Problem,0.0,0.04878048780487805,10,3.3,1,5.1,4,0.6,0.0,0.0,0.4,0.24390243902439024
CUST0000642,Customer_642,70,Female,Northeast,Electricity,Residential,Condo,9,1,1,2,High,Rent,1,2.0,3.0,3.0,5.5,0.0,0.0,0.7351,0.7351,0.7351,0.0,0.452,0.122,0.0,1.0,Disconnection Threat,0.0,0.2222222222222222,2,3.5,3,1.0,1,0.5,0.0,0.5,0.5,0.2222222222222222
CUST0000643,Customer_643,41,Female,Southeast,Gas,Residential,Townhouse,38,0,0,3,Low,Own,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,3.6666666666666665,1,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.07894736842105263
CUST0000644,Customer_644,22,Male,Southwest,Gas,Residential,Condo,54,1,0,2,Low,Own,0,1.0,2.0,2.0,5.0,0.0,0.0,0.3182,0.3182,0.3182,0.0,0.223,0.0,0.0,1.0,Connection Issue,0.0,0.018518518518518517,1,5.0,5,0.0,0,0.0,0.0,0.0,0.0,0.018518518518518517
CUST0000645,Customer_645,41,Male,Midwest,Dual Fuel,Small Business,Townhouse,40,1,1,5,High,Own,0,1.0,1.0,1.0,22.0,0.0,0.0,0.5574,0.5574,0.5574,0.0,0.338,0.0,0.0,1.0,Poor Customer Service,0.0,0.025,2,5.0,5,5.0,1,1.0,0.0,0.0,0.5,0.05
CUST0000646,Customer_646,40,Female,Southwest,Electricity,Commercial,Apartment,23,1,1,6,Medium,Own,1,7.0,2.2857142857142856,4.0,3.0,2.0,1.0,0.4212142857142857,0.0,0.6705,0.26573197918561625,0.2515714285714286,0.0,0.0,0.8571428571428571,Payment Problem,0.2857142857142857,0.30434782608695654,3,3.0,3,3.3333333333333335,0,0.6666666666666666,0.0,0.0,0.0,0.13043478260869565
CUST0000647,Customer_647,18,Female,Northeast,Water,Commercial,House,172,0,1,2,Medium-High,Own,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician No-Show,0.0,0.005813953488372093,2,4.5,4,8.5,1,0.0,0.0,0.0,0.5,0.011627906976744186
CUST0000648,Customer_648,44,Female,Midwest,Gas,Residential,House,18,1,1,1,Medium,Own,0,4.0,2.75,3.0,4.75,0.0,0.0,0.180025,0.0,0.4019,0.21066470001719162,0.11875,0.0,0.0,0.5,High Bill,0.0,0.2222222222222222,5,3.2,1,1.0,0,0.2,0.4,0.4,0.0,0.2777777777777778
CUST0000649,Customer_649,41,Female,West,Multi-Utility,Commercial,Apartment,4,1,1,2,Medium,Own,1,2.0,4.0,4.0,0.5,0.0,1.0,-0.18405000000000002,-0.6863,0.3182,0.710288761701887,0.0935,0.17,0.5,0.5,Billing Error,0.0,0.5,1,1.0,1,12.0,0,1.0,0.0,0.0,0.0,0.25
CUST0000650,Customer_650,55,Male,Southeast,Electricity,Residential,House,62,1,1,3,Low,Rent,1,2.0,3.5,4.0,2.0,1.0,0.0,-0.41895000000000004,-0.4767,-0.3612,0.08167083322704626,0.0,0.189,1.0,0.0,Connection Issue,0.5,0.03225806451612903,15,3.3333333333333335,1,5.6,1,0.2,0.26666666666666666,0.4,0.06666666666666667,0.24193548387096775
CUST0000651,Customer_651,72,Male,Northwest,Electricity,Residential,House,8,0,0,2,Medium,Own,0,3.0,2.0,3.0,1.3333333333333333,1.0,0.0,0.1318,0.0,0.3182,0.16597795034280907,0.11633333333333333,0.0,0.0,0.6666666666666666,Connection Issue,0.3333333333333333,0.375,2,4.0,3,1.5,1,0.5,0.0,0.5,0.5,0.25
CUST0000652,Customer_652,61,Male,Southeast,Dual Fuel,Prepaid,Apartment,44,1,0,4,Medium-High,Own,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Payment Problem,0.0,0.022727272727272728,1,3.0,3,0.0,0,0.0,0.0,0.0,0.0,0.022727272727272728
CUST0000653,Customer_653,40,Male,Midwest,Electricity,Residential,Condo,7,1,0,3,Medium,Other,1,8.0,3.125,4.0,2.125,2.0,0.0,-0.064225,-0.7351,0.6705,0.561521931259781,0.114875,0.13825,0.5,0.375,Account Error,0.25,1.1428571428571428,5,3.0,1,7.2,0,0.2,0.2,0.4,0.0,0.7142857142857143
CUST0000654,Customer_654,28,Male,Southeast,Electricity,Residential,Apartment,1,1,0,3,Medium,Rent,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,3.5,3,0.25,1,0.25,0.0,0.0,0.25,4.0
CUST0000655,Customer_655,83,Female,Northwest,Electricity,Prepaid,Townhouse,6,1,1,3,Medium-High,Rent,1,3.0,3.0,4.0,3.3333333333333335,0.0,0.0,0.06133333333333333,-0.4019,0.5859,0.4967479676187245,0.14633333333333332,0.06999999999999999,0.3333333333333333,0.3333333333333333,Connection Issue,0.0,0.5,4,3.5,3,3.25,1,0.75,0.0,0.0,0.25,0.6666666666666666
CUST0000656,Customer_656,45,Male,West,Dual Fuel,Residential,Condo,17,1,1,5,Medium,Rent,0,3.0,3.3333333333333335,4.0,3.6666666666666665,1.0,0.0,-0.02403333333333335,-0.6863,0.3182,0.5736471592654612,0.14800000000000002,0.11333333333333334,0.3333333333333333,0.6666666666666666,Billing Error,0.3333333333333333,0.17647058823529413,8,3.0,1,2.0,0,0.25,0.375,0.125,0.0,0.47058823529411764
CUST0000657,Customer_657,45,Male,Southwest,Electricity,Small Business,Condo,4,0,1,1,Medium-High,Own,0,5.0,3.0,4.0,2.2,1.0,0.0,-0.32430000000000003,-0.6863,0.0,0.3092815788242164,0.0,0.1418,0.6,0.0,Contract Dispute,0.2,1.25,3,3.3333333333333335,3,5.0,0,0.0,0.0,0.0,0.0,0.75
CUST0000658,Customer_658,44,Male,West,Dual Fuel,Commercial,Mobile Home,7,0,1,4,Low,Own,1,1.0,4.0,4.0,0.0,1.0,1.0,0.7351,0.7351,0.7351,0.0,0.452,0.122,0.0,1.0,Poor Customer Service,1.0,0.14285714285714285,2,3.0,3,2.0,1,0.0,0.0,0.5,0.5,0.2857142857142857
CUST0000659,Customer_659,47,Female,Southeast,Gas,Residential,House,52,0,1,4,High,Own,1,3.0,2.6666666666666665,4.0,6.0,1.0,1.0,-0.14636666666666667,-0.7351,0.296,0.530904137611804,0.05566666666666667,0.12766666666666668,0.3333333333333333,0.3333333333333333,High Bill,0.3333333333333333,0.057692307692307696,8,3.0,1,3.5,2,0.125,0.25,0.5,0.25,0.15384615384615385
CUST0000660,Customer_660,42,Female,Northwest,Electricity,Residential,Condo,52,0,1,3,Medium,Rent,0,3.0,2.6666666666666665,5.0,6.666666666666667,2.0,0.0,0.1054666666666667,-0.296,0.6124,0.463292621712599,0.104,0.051666666666666666,0.3333333333333333,0.3333333333333333,Billing Error,0.6666666666666666,0.057692307692307696,15,3.0,1,3.933333333333333,2,0.3333333333333333,0.2,0.26666666666666666,0.13333333333333333,0.28846153846153844
CUST0000661,Customer_661,36,Female,Southwest,Gas,Residential,Townhouse,61,1,0,3,Medium,Rent,0,1.0,4.0,4.0,1.0,0.0,0.0,-0.7351,-0.7351,-0.7351,0.0,0.0,0.383,1.0,0.0,Poor Customer Service,0.0,0.01639344262295082,6,3.6666666666666665,2,3.3333333333333335,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.09836065573770492
CUST0000662,Customer_662,36,Female,Northwest,Electricity,Residential,Apartment,66,1,1,1,Medium,Own,0,2.0,3.0,4.0,0.5,1.0,0.0,0.12560000000000002,-0.3612,0.6124,0.6884391621632228,0.156,0.0925,0.5,0.5,Billing Error,0.5,0.030303030303030304,3,4.333333333333333,4,6.333333333333333,2,0.0,0.0,1.0,0.6666666666666666,0.045454545454545456
CUST0000663,Customer_663,44,Male,West,Gas,Residential,Townhouse,19,1,1,4,High,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,4.5,4,9.0,0,0.0,0.0,0.5,0.0,0.10526315789473684
CUST0000664,Customer_664,36,Female,Northeast,Water,Small Business,Apartment,72,1,0,4,High,Own,0,5.0,2.4,4.0,3.2,1.0,0.0,0.18775999999999998,-0.3612,0.6369,0.42103343453934866,0.15760000000000002,0.037,0.2,0.6,Contract Dispute,0.2,0.06944444444444445,2,4.0,4,2.0,0,0.5,0.5,0.0,0.0,0.027777777777777776
CUST0000665,Customer_665,34,Male,Northeast,Gas,Residential,Apartment,26,0,0,1,Medium,Rent,1,5.0,3.0,5.0,3.0,1.0,1.0,-0.1607,-0.7003,0.5719,0.480762181332933,0.0864,0.15,0.6,0.2,Rate Increase,0.2,0.19230769230769232,3,3.6666666666666665,3,0.0,1,0.0,0.6666666666666666,0.0,0.3333333333333333,0.11538461538461539
CUST0000666,Customer_666,46,Male,Southwest,Electricity,Residential,House,22,0,0,3,Medium-High,Own,0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Service Outage,1.0,0.045454545454545456,8,3.5,2,5.25,2,0.125,0.625,0.125,0.25,0.36363636363636365
CUST0000667,Customer_667,41,Female,Southwest,Water,Small Business,Mobile Home,45,1,1,2,Low,Rent,1,5.0,2.4,4.0,5.8,1.0,0.0,0.23280000000000003,-0.25,0.8016,0.44975468869151325,0.1638,0.0334,0.2,0.4,Rate Increase,0.2,0.1111111111111111,8,3.375,2,4.375,1,0.25,0.5,0.0,0.125,0.17777777777777778
CUST0000668,Customer_668,67,Female,Southwest,Dual Fuel,Small Business,Townhouse,8,1,0,3,Low,Other,0,2.0,1.0,1.0,0.5,1.0,0.0,0.23954999999999999,0.0772,0.4019,0.22959757185127197,0.1555,0.0,0.0,1.0,Poor Customer Service,0.5,0.25,4,3.25,3,5.75,0,0.5,0.0,0.25,0.0,0.5
CUST0000669,Customer_669,18,Male,Northeast,Water,Commercial,Townhouse,56,1,1,4,Medium-High,Rent,1,3.0,2.6666666666666665,4.0,2.0,1.0,0.0,0.09110000000000001,-0.7003,0.6124,0.6967860719044261,0.19433333333333333,0.11066666666666668,0.3333333333333333,0.6666666666666666,Account Error,0.3333333333333333,0.05357142857142857,8,3.5,2,4.0,1,0.5,0.25,0.125,0.125,0.14285714285714285
CUST0000670,Customer_670,61,Male,West,Dual Fuel,Residential,Condo,20,1,1,4,Low,Other,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5574,0.5574,0.5574,0.0,0.338,0.0,0.0,1.0,Billing Error,0.0,0.05,5,4.2,3,4.4,1,0.4,0.4,0.2,0.2,0.25
CUST0000671,Customer_671,63,Female,Southwest,Electricity,Commercial,House,4,0,1,2,Low,Own,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0,2,11.0,0,1.0,0.0,0.0,0.0,0.25
CUST0000672,Customer_672,18,Male,Northeast,Dual Fuel,Small Business,House,4,1,1,1,Medium-High,Rent,1,1.0,4.0,4.0,0.0,1.0,1.0,-0.6486,-0.6486,-0.6486,0.0,0.0,0.398,1.0,0.0,Rate Increase,1.0,0.25,12,3.1666666666666665,1,6.416666666666667,1,0.5833333333333334,0.25,0.08333333333333333,0.08333333333333333,3.0
CUST0000673,Customer_673,39,Male,Southwest,Electricity,Residential,Townhouse,6,1,1,4,Medium-High,Rent,1,5.0,3.4,4.0,3.4,2.0,2.0,0.24245999999999998,-0.7003,0.872,0.5742499351327782,0.2602,0.0664,0.2,0.8,Account Error,0.4,0.8333333333333334,1,3.0,3,0.0,0,0.0,1.0,0.0,0.0,0.16666666666666666
CUST0000674,Customer_674,39,Male,Southwest,Electricity,Residential,Apartment,79,0,1,2,Low,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,5.0,5,2.0,0,1.0,0.0,0.0,0.0,0.012658227848101266
CUST0000675,Customer_675,23,Male,Northwest,Dual Fuel,Residential,House,169,0,1,1,Low,Own,0,1.0,3.0,3.0,5.0,0.0,0.0,0.3182,0.3182,0.3182,0.0,0.187,0.0,0.0,1.0,Payment Problem,0.0,0.005917159763313609,10,3.1,1,6.5,0,0.2,0.4,0.3,0.0,0.05917159763313609
CUST0000676,Customer_676,33,Female,Southwest,Multi-Utility,Small Business,Apartment,15,1,1,3,Low,Own,0,2.0,3.5,4.0,3.0,1.0,0.0,-0.1527,-0.4585,0.1531,0.43246650737369247,0.0835,0.088,0.5,0.5,Contract Dispute,0.5,0.13333333333333333,3,3.0,2,7.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2
CUST0000677,Customer_677,28,Male,Northeast,Water,Residential,Apartment,12,1,1,2,Low,Rent,0,2.0,3.0,3.0,0.5,0.0,0.0,0.38155,0.3612,0.4019,0.028779245994292456,0.2345,0.0,0.0,1.0,Contract Dispute,0.0,0.16666666666666666,4,2.75,2,4.5,1,0.5,0.0,0.25,0.25,0.3333333333333333
CUST0000678,Customer_678,71,Male,West,Electricity,Commercial,Condo,8,0,1,4,Low,Rent,0,1.0,5.0,5.0,0.0,1.0,1.0,-0.6697,-0.6697,-0.6697,0.0,0.0,0.379,1.0,0.0,Technician No-Show,1.0,0.125,2,4.0,3,0.0,0,0.0,0.0,0.0,0.0,0.25
CUST0000679,Customer_679,59,Female,Northeast,Electricity,Small Business,Apartment,62,1,0,1,High,Rent,0,1.0,2.0,2.0,3.0,0.0,0.0,0.0772,0.0772,0.0772,0.0,0.098,0.0,0.0,1.0,Connection Issue,0.0,0.016129032258064516,3,3.0,3,6.666666666666667,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.04838709677419355
CUST0000680,Customer_680,64,Female,Northeast,Gas,Commercial,Condo,8,1,1,3,Low,Rent,0,1.0,1.0,1.0,6.0,0.0,0.0,0.0772,0.0772,0.0772,0.0,0.126,0.0,0.0,1.0,Contract Dispute,0.0,0.125,6,2.8333333333333335,1,6.166666666666667,1,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.75
CUST0000681,Customer_681,55,Male,Southwest,Dual Fuel,Residential,Townhouse,92,1,0,2,Medium-High,Own,1,6.0,3.5,5.0,2.3333333333333335,2.0,1.0,-0.3558666666666667,-0.7003,0.3182,0.4197725987563584,0.058,0.19999999999999998,0.6666666666666666,0.16666666666666666,Poor Customer Service,0.3333333333333333,0.06521739130434782,4,2.75,1,2.25,0,0.25,0.25,0.0,0.0,0.043478260869565216
CUST0000682,Customer_682,28,Male,Northwest,Electricity,Residential,House,39,1,0,4,High,Rent,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,4.0,3,8.25,2,0.5,0.0,0.5,0.5,0.10256410256410256
CUST0000683,Customer_683,37,Male,Midwest,Dual Fuel,Residential,House,81,1,0,3,Medium-High,Rent,0,2.0,2.0,2.0,4.5,0.0,0.0,0.7251,0.6486,0.8016,0.10818733752154179,0.4525,0.0,0.0,1.0,Poor Customer Service,0.0,0.024691358024691357,5,3.8,2,4.4,0,0.2,0.0,0.4,0.0,0.06172839506172839
CUST0000684,Customer_684,52,Female,Midwest,Electricity,Residential,Apartment,29,1,0,4,Low,Own,0,2.0,2.5,3.0,5.5,0.0,0.0,0.35105000000000003,0.0772,0.6249,0.38728238405587206,0.2215,0.0,0.0,1.0,Billing Error,0.0,0.06896551724137931,5,3.6,3,4.4,0,0.6,0.2,0.2,0.0,0.1724137931034483
CUST0000685,Customer_685,26,Female,Midwest,Dual Fuel,Commercial,Mobile Home,42,0,1,3,Medium-High,Other,1,2.0,1.5,2.0,2.5,0.0,0.0,0.49905,0.3612,0.6369,0.19494933957313118,0.271,0.0,0.0,1.0,Disconnection Threat,0.0,0.047619047619047616,1,5.0,5,1.0,0,1.0,0.0,0.0,0.0,0.023809523809523808
CUST0000686,Customer_686,55,Female,Northeast,Multi-Utility,Residential,Apartment,34,1,1,1,High,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,2.375,1,8.0,1,0.625,0.0,0.25,0.125,0.23529411764705882
CUST0000687,Customer_687,41,Female,Southwest,Gas,Residential,Apartment,64,0,1,2,Medium,Rent,0,3.0,1.6666666666666667,2.0,5.0,0.0,0.0,0.34800000000000003,0.0772,0.6486,0.2868632426784582,0.267,0.0,0.0,1.0,Contract Dispute,0.0,0.046875,4,3.75,3,4.25,2,0.5,0.25,0.25,0.5,0.0625
CUST0000688,Customer_688,39,Female,Midwest,Electricity,Residential,Condo,65,0,0,6,Medium,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,3.0,2,1.0,0,0.0,0.0,0.5,0.0,0.03076923076923077
CUST0000689,Customer_689,55,Female,Southeast,Dual Fuel,Residential,Apartment,32,1,1,3,Medium,Rent,1,6.0,3.0,4.0,3.1666666666666665,3.0,1.0,0.34381666666666666,0.0,0.8016,0.324439716537089,0.22966666666666669,0.0,0.0,0.6666666666666666,Rate Increase,0.5,0.1875,10,3.0,1,3.0,4,0.4,0.4,0.1,0.4,0.3125
CUST0000690,Customer_690,51,Female,Southeast,Gas,Commercial,Mobile Home,36,1,0,3,Medium,Own,1,2.0,1.0,1.0,3.5,2.0,0.0,0.2787,0.0,0.5574,0.3941413198333816,0.169,0.0,0.0,0.5,Account Error,1.0,0.05555555555555555,4,5.0,5,6.5,0,0.75,0.0,0.0,0.0,0.1111111111111111
CUST0000691,Customer_691,39,Male,Southeast,Water,Small Business,Townhouse,91,1,1,5,Medium,Own,1,4.0,2.5,4.0,10.75,2.0,0.0,0.319375,-0.3612,0.6124,0.45997413242485713,0.21375,0.04625,0.25,0.75,Rate Increase,0.5,0.04395604395604396,8,3.125,1,6.5,1,0.5,0.375,0.0,0.125,0.08791208791208792
CUST0000692,Customer_692,62,Other,West,Gas,Small Business,Apartment,95,0,1,1,Medium-High,Own,0,4.0,2.5,4.0,2.25,0.0,0.0,0.5609999999999999,0.0,0.872,0.3862268849609859,0.35075,0.0305,0.0,0.75,Account Error,0.0,0.042105263157894736,5,2.6,2,1.6,0,0.4,0.4,0.2,0.0,0.05263157894736842
CUST0000693,Customer_693,28,Male,Southwest,Electricity,Residential,Condo,39,1,0,4,Medium-High,Own,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,4.0,2,5.0,1,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.07692307692307693
CUST0000694,Customer_694,54,Male,Northeast,Dual Fuel,Commercial,House,1,0,1,2,Medium,Own,1,1.0,2.0,2.0,0.0,0.0,0.0,0.3612,0.3612,0.3612,0.0,0.2,0.0,0.0,1.0,Payment Problem,0.0,1.0,5,3.8,3,3.6,1,0.4,0.4,0.0,0.2,5.0
CUST0000695,Customer_695,53,Female,Northeast,Electricity,Small Business,Condo,3,0,1,2,Medium-High,Own,1,2.0,4.5,5.0,0.5,0.0,1.0,-0.5895999999999999,-0.6697,-0.5095,0.11327850634608488,0.0,0.2905,1.0,0.0,Billing Error,0.0,0.6666666666666666,2,3.5,2,2.0,1,0.0,0.0,0.5,0.5,0.6666666666666666
CUST0000696,Customer_696,40,Male,Southwest,Multi-Utility,Residential,Condo,70,1,1,2,Low,Rent,1,2.0,3.5,4.0,2.0,0.0,0.0,-0.02830000000000002,-0.4585,0.4019,0.6083946745329055,0.126,0.088,0.5,0.5,Meter Issue,0.0,0.02857142857142857,12,3.0833333333333335,1,6.833333333333333,5,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.17142857142857143
CUST0000697,Customer_697,49,Female,Northwest,Electricity,Residential,Apartment,3,0,1,4,Medium-High,Own,0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician No-Show,0.0,0.3333333333333333,4,3.25,1,4.0,2,0.25,0.0,0.25,0.5,1.3333333333333333
CUST0000698,Customer_698,26,Female,Northwest,Water,Commercial,House,8,1,1,2,Medium-High,Rent,1,7.0,2.857142857142857,5.0,4.0,1.0,0.0,0.06484285714285715,-0.4767,0.6124,0.3351854504456842,0.07642857142857142,0.03985714285714286,0.14285714285714285,0.2857142857142857,Account Error,0.14285714285714285,0.875,3,4.0,3,1.6666666666666667,0,0.0,0.0,0.3333333333333333,0.0,0.375
CUST0000699,Customer_699,58,Male,West,Electricity,Small Business,Mobile Home,9,1,1,1,Medium-High,Rent,1,7.0,2.5714285714285716,4.0,3.5714285714285716,2.0,2.0,0.08885714285714286,-0.25,0.872,0.3576811562324881,0.087,0.023857142857142858,0.14285714285714285,0.14285714285714285,Connection Issue,0.2857142857142857,0.7777777777777778,1,3.0,3,9.0,0,1.0,0.0,0.0,0.0,0.1111111111111111
CUST0000700,Customer_700,42,Female,Southwest,Electricity,Small Business,Apartment,33,1,1,1,Low,Rent,0,2.0,3.5,4.0,0.0,1.0,1.0,0.36755,0.0,0.7351,0.519794194850231,0.226,0.061,0.0,0.5,Account Error,0.5,0.06060606060606061,2,3.0,3,0.5,0,0.0,0.5,0.5,0.0,0.06060606060606061
CUST0000701,Customer_701,37,Male,Northwest,Electricity,Residential,Condo,30,0,1,1,Medium-High,Own,0,4.0,2.25,3.0,2.5,0.0,0.0,0.21239999999999998,-0.3612,0.6249,0.47741987809474373,0.16625,0.04625,0.25,0.5,Service Outage,0.0,0.13333333333333333,10,3.8,1,9.5,1,0.9,0.0,0.1,0.1,0.3333333333333333
CUST0000702,Customer_702,60,Male,West,Water,Residential,House,12,0,1,5,Medium,Own,0,1.0,4.0,4.0,0.0,0.0,1.0,-0.6486,-0.6486,-0.6486,0.0,0.0,0.398,1.0,0.0,Disconnection Threat,0.0,0.08333333333333333,6,3.3333333333333335,2,1.8333333333333333,1,0.3333333333333333,0.5,0.0,0.16666666666666666,0.5
CUST0000703,Customer_703,34,Female,Midwest,Gas,Small Business,Apartment,8,1,0,3,Medium,Own,0,3.0,2.3333333333333335,3.0,1.3333333333333333,0.0,0.0,0.33253333333333335,0.3182,0.3612,0.024826061575153935,0.257,0.0,0.0,1.0,Connection Issue,0.0,0.375,5,4.2,1,4.2,0,0.4,0.4,0.0,0.0,0.625
CUST0000704,Customer_704,23,Female,Midwest,Dual Fuel,Small Business,Townhouse,52,1,1,5,Medium,Own,1,1.0,4.0,4.0,0.0,1.0,1.0,-0.0516,-0.0516,-0.0516,0.0,0.165,0.176,1.0,0.0,Poor Customer Service,1.0,0.019230769230769232,1,2.0,2,1.0,0,0.0,0.0,1.0,0.0,0.019230769230769232
CUST0000705,Customer_705,21,Female,West,Electricity,Residential,Apartment,98,1,1,4,Low,Own,0,4.0,2.0,4.0,2.5,0.0,0.0,-0.175075,-0.7003,0.0,0.35015,0.01775,0.083,0.25,0.0,Billing Error,0.0,0.04081632653061224,10,2.8,1,4.3,2,0.5,0.2,0.0,0.2,0.10204081632653061
CUST0000706,Customer_706,54,Male,Southwest,Water,Small Business,Condo,1,0,1,4,Medium,Rent,1,4.0,3.0,5.0,2.75,1.0,0.0,-0.257725,-0.6697,0.0,0.3231484836727538,0.0,0.14100000000000001,0.5,0.0,Meter Issue,0.25,4.0,8,3.25,1,1.75,2,0.125,0.25,0.375,0.25,8.0
CUST0000707,Customer_707,25,Female,Midwest,Water,Residential,House,5,1,1,2,Medium,Own,0,2.0,2.5,3.0,5.5,0.0,0.0,0.16479999999999997,-0.3612,0.6908,0.743876333808248,0.2245,0.0925,0.5,0.5,Account Error,0.0,0.4,4,3.75,1,6.5,0,1.0,0.0,0.0,0.0,0.8
CUST0000708,Customer_708,71,Male,Southwest,Electricity,Small Business,Apartment,36,0,1,2,Medium,Own,1,3.0,2.6666666666666665,3.0,8.0,0.0,0.0,0.3143666666666667,0.0,0.6249,0.3124676356574123,0.18000000000000002,0.0,0.0,0.6666666666666666,Technician No-Show,0.0,0.08333333333333333,6,3.0,2,7.666666666666667,1,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
CUST0000709,Customer_709,18,Female,Northwest,Gas,Commercial,Mobile Home,58,1,0,3,Medium-High,Own,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3.0,3,4.0,0,1.0,0.0,0.0,0.0,0.017241379310344827
CUST0000710,Customer_710,70,Male,Midwest,Gas,Commercial,Apartment,56,1,1,3,Medium,Rent,1,6.0,2.3333333333333335,5.0,4.0,2.0,0.0,0.24596666666666667,-0.0516,0.6486,0.27954404065668553,0.18066666666666667,0.029333333333333333,0.16666666666666666,0.6666666666666666,High Bill,0.3333333333333333,0.10714285714285714,1,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.017857142857142856
CUST0000711,Customer_711,48,Female,Northwest,Electricity,Residential,Mobile Home,45,0,1,3,Medium,Rent,1,3.0,2.0,2.0,1.6666666666666667,0.0,0.0,0.35539999999999994,-0.2732,0.6908,0.5447923274055904,0.2823333333333333,0.06933333333333333,0.3333333333333333,0.6666666666666666,Meter Issue,0.0,0.06666666666666667,4,4.5,4,3.0,0,0.5,0.0,0.5,0.0,0.08888888888888889
CUST0000712,Customer_712,43,Male,Southwest,Electricity,Residential,Mobile Home,78,1,1,1,Medium,Other,0,4.0,3.5,4.0,4.75,1.0,1.0,0.1487,-0.4585,0.7351,0.5044464755220981,0.18225000000000002,0.0745,0.25,0.5,Connection Issue,0.25,0.05128205128205128,2,3.5,3,2.0,0,0.0,0.0,1.0,0.0,0.02564102564102564
