customer_id,complaint_date,complaint_category,severity,comment,escalated,resolved,resolution_time_days
CUST0001516,2024-07-28,Account Error,1,What is the process for switching to a smart meter?,0,1,4
CUST0001516,2024-07-17,Payment Problem,3,I would like to update my contact details and mailing address please.,0,1,2
CUST0001517,2024-10-22,High Bill,1,Can you explain the different tariff plans available to me?,0,1,0
CUST0001518,2024-09-12,Billing Error,1,"Fast, friendly service. I will recommend you to my neighbours.",0,1,2
CUST0001518,2024-03-13,Disconnection Threat,5,I cannot believe you are charging me for a service that was never delivered.,1,0,0
CUST0001518,2024-09-22,Service Outage,3,Your website is difficult to use and I cannot find my account information.,0,1,1
CUST0001519,2024-12-10,Service Outage,3,The new rate increase is excessive and was not communicated properly.,0,1,2
CUST0001519,2024-08-17,Connection Issue,2,Can someone explain the charges on my latest statement?,0,1,18
CUST0001521,2024-08-13,Connection Issue,2,The new online portal is much better than the old one. Well done.,0,1,4
CUST0001521,2024-03-22,Account Error,2,The technician who came to my house was excellent. Very knowledgeable.,0,1,0
CUST0001521,2024-11-19,High Bill,1,Your agent went above and beyond to help me today. Thank you.,0,1,0
CUST0001523,2024-04-21,Account Error,2,I want to check if there are any maintenance works planned in my area.,0,1,0
CUST0001523,2024-11-06,Account Error,2,I have been with you for 10 years and the service keeps getting better.,0,1,3
CUST0001524,2024-12-17,Billing Error,1,Can you explain the different tariff plans available to me?,0,1,0
CUST0001524,2024-01-16,Account Error,3,I would like to set up a direct debit for my monthly payments.,0,1,0
CUST0001524,2024-02-23,Disconnection Threat,3,The wait times are really bad. I do not feel valued as a customer.,1,1,3
CUST0001524,2024-10-11,Technician No-Show,1,I need to report a street light that is not working near my property.,0,1,0
CUST0001525,2024-10-20,Account Error,1,What is the process for switching to a smart meter?,0,1,1
CUST0001525,2024-02-20,Rate Increase,3,Can someone explain the charges on my latest statement?,0,1,4
CUST0001525,2024-05-26,Connection Issue,2,I would like to set up a direct debit for my monthly payments.,0,1,2
CUST0001526,2024-02-14,Connection Issue,5,Worst customer experience I have ever had. I will be switching providers.,1,1,12
CUST0001527,2024-02-01,Billing Error,2,Thank you for the proactive communication about the planned outage.,0,1,11
CUST0001527,2024-03-09,Technician No-Show,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,1
CUST0001527,2024-06-26,Billing Error,2,Please update my email address on file.,0,1,0
CUST0001527,2024-12-12,Contract Dispute,5,Cancel everything. I am done with this company. Moving to the competition.,1,1,1
CUST0001527,2024-11-07,Poor Customer Service,4,I am filing a formal complaint. This level of service is completely unacceptable.,1,1,0
CUST0001527,2024-12-16,Disconnection Threat,2,Great experience with customer service today. Very helpful staff.,0,1,0
CUST0001527,2024-09-04,Connection Issue,1,I want to compliment your team. My problem was fixed within 24 hours.,0,1,0
CUST0001527,2024-11-09,Account Error,3,I tried the online chat but the bot could not understand my question.,0,1,1
CUST0001528,2024-05-19,High Bill,3,I am not happy with the service. My issue has been going on for too long.,0,1,1
CUST0001528,2024-10-16,Service Outage,4,"Three technicians, three no-shows. I have taken time off work for nothing.",0,0,0
CUST0001528,2024-02-01,Poor Customer Service,3,The power outage last week lasted much longer than what was communicated.,0,1,1
CUST0001528,2024-07-03,Service Outage,2,I am calling to inquire about my current bill and payment options.,0,1,3
CUST0001528,2024-11-10,Meter Issue,4,Your website is difficult to use and I cannot find my account information.,1,1,3
CUST0001529,2024-07-07,Account Error,1,I am calling to inquire about my current bill and payment options.,1,1,1
CUST0001530,2024-05-06,Service Outage,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,1,0,0
CUST0001530,2024-01-15,Connection Issue,1,I have been with you for 10 years and the service keeps getting better.,0,1,0
CUST0001530,2024-03-11,Poor Customer Service,3,My direct debit was taken twice this month and nobody has fixed it yet.,0,1,0
CUST0001530,2024-04-23,High Bill,1,I would like to set up a direct debit for my monthly payments.,0,1,4
CUST0001531,2024-11-19,Technician No-Show,1,I need a copy of my bill from last month for my records.,1,1,6
CUST0001532,2024-12-17,Meter Issue,4,Your automated system is a joke. I have been on hold for two hours.,1,1,2
CUST0001532,2024-08-28,Billing Error,3,I am calling to inquire about my current bill and payment options.,1,1,0
CUST0001533,2024-10-26,Billing Error,2,Can you explain the different tariff plans available to me?,0,1,3
CUST0001533,2024-05-07,Contract Dispute,2,I want to compliment your team. My problem was fixed within 24 hours.,0,1,2
CUST0001533,2024-03-07,Disconnection Threat,2,Impressed with how quickly the power was restored after the storm.,1,1,3
CUST0001533,2024-11-18,Rate Increase,1,The payment plan you arranged has really helped me manage my bills.,0,1,4
CUST0001533,2024-03-03,High Bill,2,The new online portal is much better than the old one. Well done.,0,1,13
CUST0001534,2024-09-14,High Bill,2,Please update my email address on file.,0,1,0
CUST0001534,2024-11-09,Payment Problem,4,Worst customer experience I have ever had. I will be switching providers.,0,1,0
CUST0001534,2024-02-10,Poor Customer Service,4,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,0,0
CUST0001534,2024-06-10,Contract Dispute,2,The energy efficiency advice your team gave me has reduced my bills.,0,1,5
CUST0001535,2024-04-09,Account Error,3,The new rate increase is excessive and was not communicated properly.,0,1,2
CUST0001535,2024-05-19,Poor Customer Service,1,Thank you for resolving my issue so quickly. The agent was very professional.,0,1,6
CUST0001535,2024-04-23,Account Error,3,What is the process for switching to a smart meter?,0,1,1
CUST0001535,2024-04-05,Service Outage,1,I want to check if there are any maintenance works planned in my area.,1,1,1
CUST0001535,2024-03-18,Account Error,4,The bill seems higher than expected and I am not sure why. Quite frustrated.,1,1,9
CUST0001535,2024-12-18,Connection Issue,3,I am disappointed with how my complaint was handled last time.,1,1,1
CUST0001536,2024-10-07,Poor Customer Service,4,I cannot believe you are charging me for a service that was never delivered.,1,1,3
CUST0001536,2024-09-26,Contract Dispute,4,I have been overcharged for the third time this year. I want a full refund and I want out.,0,1,1
CUST0001536,2024-04-01,Billing Error,2,I would like to update my contact details and mailing address please.,1,1,3
CUST0001537,2024-01-05,Meter Issue,3,Your website is difficult to use and I cannot find my account information.,0,1,0
CUST0001538,2024-03-03,Technician No-Show,2,I would like to set up a direct debit for my monthly payments.,0,1,1
CUST0001538,2024-07-27,Poor Customer Service,4,Disgusting service. My elderly mother was left without heating because of your incompetence.,1,0,0
CUST0001539,2024-09-21,Connection Issue,2,Please update my email address on file.,0,1,1
CUST0001539,2024-09-20,Service Outage,1,What is the process for switching to a smart meter?,0,1,2
CUST0001539,2024-07-20,High Bill,4,The technician was supposed to come between 8 and 12 but never showed up.,0,1,9
CUST0001539,2024-10-08,Billing Error,4,The power outage last week lasted much longer than what was communicated.,0,1,4
CUST0001539,2024-11-15,Disconnection Threat,2,The energy efficiency advice your team gave me has reduced my bills.,0,1,2
CUST0001540,2024-06-19,Contract Dispute,1,Impressed with how quickly the power was restored after the storm.,0,1,0
CUST0001540,2024-10-16,Disconnection Threat,2,Thank you for the courtesy credit on my account. Much appreciated.,0,1,0
CUST0001540,2024-03-24,Disconnection Threat,3,I tried the online chat but the bot could not understand my question.,0,1,0
CUST0001541,2024-12-12,Poor Customer Service,4,The new rate increase is excessive and was not communicated properly.,1,1,8
CUST0001541,2024-07-20,Poor Customer Service,3,The bill seems higher than expected and I am not sure why. Quite frustrated.,0,1,11
CUST0001543,2024-08-21,Poor Customer Service,2,I need to schedule a meter reading appointment for next week.,0,1,2
CUST0001543,2024-03-06,Billing Error,4,I feel like new customers get better deals while loyal customers are ignored.,0,1,2
CUST0001543,2024-07-13,Disconnection Threat,2,Can you confirm my current contract end date please?,0,1,7
CUST0001543,2024-06-14,Service Outage,1,I would like to know my current energy consumption for this quarter.,0,1,2
CUST0001543,2024-04-11,Technician No-Show,4,"Three technicians, three no-shows. I have taken time off work for nothing.",0,1,0
CUST0001543,2024-09-07,Technician No-Show,2,Can you explain the different tariff plans available to me?,0,1,1
CUST0001543,2024-05-24,Poor Customer Service,4,I am contacting the regulator. This is negligent and dangerous.,1,1,0
CUST0001544,2024-04-01,Meter Issue,1,I want to check if there are any maintenance works planned in my area.,0,1,0
CUST0001544,2024-10-26,Poor Customer Service,2,I would like to update my contact details and mailing address please.,1,1,5
CUST0001544,2024-04-27,Service Outage,1,I am calling to inquire about my current bill and payment options.,0,1,21
CUST0001545,2024-02-04,Contract Dispute,1,What is the process for switching to a smart meter?,0,1,7
CUST0001545,2024-08-24,Rate Increase,4,The new rate increase is excessive and was not communicated properly.,0,0,0
CUST0001546,2024-04-20,Payment Problem,4,Cancel everything. I am done with this company. Moving to the competition.,1,1,1
CUST0001547,2024-02-19,Connection Issue,1,I received a letter about a rate change and want to understand it.,0,1,0
CUST0001547,2024-05-17,Rate Increase,1,Thank you for resolving my issue so quickly. The agent was very professional.,0,1,4
CUST0001547,2024-08-12,Service Outage,3,Your website is difficult to use and I cannot find my account information.,0,1,0
CUST0001547,2024-04-19,Connection Issue,4,I am not happy with the service. My issue has been going on for too long.,0,1,5
CUST0001547,2024-08-17,Billing Error,3,I would like to update my contact details and mailing address please.,0,1,2
CUST0001548,2024-02-28,Service Outage,4,The wait times are really bad. I do not feel valued as a customer.,0,1,2
CUST0001548,2024-08-26,Contract Dispute,4,"Three technicians, three no-shows. I have taken time off work for nothing.",1,1,10
CUST0001548,2024-10-04,High Bill,4,Disgusting service. My elderly mother was left without heating because of your incompetence.,0,0,0
CUST0001549,2024-02-15,Contract Dispute,4,The new rate increase is excessive and was not communicated properly.,1,0,0
CUST0001550,2024-04-07,Poor Customer Service,3,I called last week and was promised a callback that never came.,0,1,18
CUST0001551,2024-05-06,High Bill,4,Still waiting for the credit that was promised to me three weeks ago.,1,1,3
CUST0001551,2024-11-25,Meter Issue,1,I received a letter about a rate change and want to understand it.,0,1,9
CUST0001552,2024-06-27,Technician No-Show,3,I called last week and was promised a callback that never came.,0,1,10
CUST0001553,2024-04-17,High Bill,3,Your website is difficult to use and I cannot find my account information.,0,1,0
CUST0001553,2024-07-23,High Bill,2,Very happy with the new smart meter installation process. Smooth and easy.,0,1,18
CUST0001553,2024-09-20,Payment Problem,3,I tried the online chat but the bot could not understand my question.,0,1,6
CUST0001553,2024-01-23,Poor Customer Service,4,I called last week and was promised a callback that never came.,0,0,0
CUST0001553,2024-07-11,Contract Dispute,3,The power outage last week lasted much longer than what was communicated.,0,1,2
CUST0001553,2024-09-23,Payment Problem,5,Your automated system is a joke. I have been on hold for two hours.,1,1,0
CUST0001553,2024-11-26,Service Outage,3,I am calling to inquire about my current bill and payment options.,0,1,28
CUST0001555,2024-09-04,Technician No-Show,1,I would like to know my current energy consumption for this quarter.,0,1,6
CUST0001555,2024-03-08,Payment Problem,3,My direct debit was taken twice this month and nobody has fixed it yet.,0,1,0
CUST0001555,2024-04-28,Account Error,3,Can you confirm my current contract end date please?,1,1,0
CUST0001555,2024-11-15,Rate Increase,3,Please update my email address on file.,0,1,8
CUST0001557,2024-12-10,Service Outage,3,I received a letter about a rate change and want to understand it.,0,1,0
CUST0001557,2024-09-02,Connection Issue,2,I need to schedule a meter reading appointment for next week.,0,1,0
CUST0001557,2024-09-20,Service Outage,4,Your website is difficult to use and I cannot find my account information.,1,1,0
CUST0001558,2024-03-19,Rate Increase,1,"Fast, friendly service. I will recommend you to my neighbours.",0,1,11
CUST0001559,2024-11-10,Account Error,5,I want to speak to a manager immediately. This agent was rude and unhelpful.,0,1,1
CUST0001559,2024-12-06,Connection Issue,4,I am beyond frustrated. Every single bill has errors and nobody fixes them.,1,1,7
CUST0001559,2024-05-11,Connection Issue,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,6
CUST0001560,2024-06-01,Meter Issue,2,Thank you for the proactive communication about the planned outage.,0,1,0
CUST0001560,2024-02-09,Meter Issue,1,The new online portal is much better than the old one. Well done.,0,1,3
CUST0001561,2024-09-07,Poor Customer Service,1,Can you explain the different tariff plans available to me?,0,1,0
CUST0001561,2024-07-13,Poor Customer Service,2,Thank you for the courtesy credit on my account. Much appreciated.,0,1,0
CUST0001561,2024-10-10,Service Outage,3,My direct debit was taken twice this month and nobody has fixed it yet.,0,1,2
CUST0001562,2024-03-16,Rate Increase,2,I appreciate the quick response to my query. Everything was sorted out.,1,1,12
CUST0001562,2024-04-21,High Bill,4,The new rate increase is excessive and was not communicated properly.,0,1,2
CUST0001562,2024-03-06,Account Error,4,Your automated system is a joke. I have been on hold for two hours.,0,0,0
CUST0001562,2024-04-08,Contract Dispute,2,Can you confirm my current contract end date please?,0,1,0
CUST0001563,2024-09-19,Service Outage,5,I want to speak to a manager immediately. This agent was rude and unhelpful.,0,1,2
CUST0001563,2024-01-01,Disconnection Threat,2,I need a copy of my bill from last month for my records.,0,1,6
CUST0001563,2024-11-04,Rate Increase,1,"Fast, friendly service. I will recommend you to my neighbours.",0,1,1
CUST0001563,2024-09-02,Meter Issue,3,Can you confirm my current contract end date please?,0,1,0
CUST0001563,2024-12-07,Account Error,4,Disgusting service. My elderly mother was left without heating because of your incompetence.,1,0,0
CUST0001564,2024-02-15,Disconnection Threat,5,I cannot believe you are charging me for a service that was never delivered.,0,0,0
CUST0001565,2024-10-05,High Bill,1,I would like to update my contact details and mailing address please.,0,1,1
CUST0001566,2024-07-11,Poor Customer Service,1,I received a letter about a rate change and want to understand it.,0,1,3
CUST0001566,2024-08-19,Billing Error,3,I have been a customer for years but the service quality has declined.,0,1,6
CUST0001567,2024-12-12,Payment Problem,3,I would like to update my contact details and mailing address please.,1,1,4
CUST0001567,2024-03-18,Meter Issue,3,I called last week and was promised a callback that never came.,0,1,14
CUST0001567,2024-02-21,Payment Problem,4,I am not happy with the service. My issue has been going on for too long.,1,0,0
CUST0001567,2024-11-03,Billing Error,1,Thank you for resolving my issue so quickly. The agent was very professional.,0,1,2
CUST0001567,2024-01-04,Rate Increase,1,The technician who came to my house was excellent. Very knowledgeable.,0,1,12
CUST0001567,2024-10-17,Billing Error,2,The new online portal is much better than the old one. Well done.,0,1,6
CUST0001567,2024-09-23,Poor Customer Service,4,I called last week and was promised a callback that never came.,1,1,0
CUST0001567,2024-05-02,Technician No-Show,3,Please update my email address on file.,0,1,7
CUST0001567,2024-05-07,High Bill,4,I cannot believe you are charging me for a service that was never delivered.,0,1,1
CUST0001567,2024-11-03,Account Error,2,I need to report a street light that is not working near my property.,0,1,1
CUST0001568,2024-02-23,Rate Increase,5,I want to cancel my account immediately. This is the worst service I have ever experienced.,0,1,2
CUST0001568,2024-07-27,Technician No-Show,1,I am moving to a new address and need to transfer my account.,1,1,0
CUST0001569,2024-06-09,Payment Problem,3,The new rate increase is excessive and was not communicated properly.,1,1,7
CUST0001569,2024-02-27,Contract Dispute,1,I am moving to a new address and need to transfer my account.,0,1,0
CUST0001569,2024-07-11,Payment Problem,4,My meter reading was wrong again and my bill is inflated because of it.,1,0,0
CUST0001569,2024-06-21,Poor Customer Service,3,The power outage last week lasted much longer than what was communicated.,0,1,5
CUST0001570,2024-06-17,Poor Customer Service,2,The payment plan you arranged has really helped me manage my bills.,0,1,1
CUST0001570,2024-12-22,Meter Issue,1,I need to report a street light that is not working near my property.,1,1,10
CUST0001570,2024-08-16,Disconnection Threat,2,Very happy with the new smart meter installation process. Smooth and easy.,0,1,5
CUST0001570,2024-11-22,Connection Issue,1,"Fast, friendly service. I will recommend you to my neighbours.",0,1,8
CUST0001571,2024-08-09,Poor Customer Service,1,I would like to know my current energy consumption for this quarter.,0,1,4
CUST0001571,2024-12-27,Contract Dispute,3,I received a letter about a rate change and want to understand it.,0,1,16
CUST0001572,2024-10-18,Service Outage,1,The technician who came to my house was excellent. Very knowledgeable.,0,1,2
CUST0001572,2024-05-27,Connection Issue,4,I am not happy with the service. My issue has been going on for too long.,0,0,0
CUST0001572,2024-10-09,Billing Error,3,I would like to update my contact details and mailing address please.,0,1,11
CUST0001572,2024-07-22,High Bill,3,I would like to know my current energy consumption for this quarter.,0,1,23
CUST0001573,2024-12-19,Poor Customer Service,1,I need to report a street light that is not working near my property.,0,1,2
CUST0001577,2024-01-16,Technician No-Show,2,The new online portal is much better than the old one. Well done.,0,1,3
CUST0001577,2024-01-06,Disconnection Threat,4,Your website is difficult to use and I cannot find my account information.,1,1,0
CUST0001578,2024-03-03,Meter Issue,4,I am not happy with the service. My issue has been going on for too long.,0,1,7
CUST0001578,2024-10-10,Payment Problem,5,Worst customer experience I have ever had. I will be switching providers.,1,1,2
CUST0001578,2024-07-03,Rate Increase,1,I need to report a street light that is not working near my property.,0,1,11
CUST0001578,2024-04-17,Payment Problem,2,Thank you for the courtesy credit on my account. Much appreciated.,0,1,1
CUST0001578,2024-10-13,Billing Error,2,The energy efficiency advice your team gave me has reduced my bills.,0,1,1
CUST0001578,2024-09-03,Service Outage,1,Thank you for the proactive communication about the planned outage.,0,1,15
CUST0001578,2024-11-10,Disconnection Threat,2,I need to report a street light that is not working near my property.,0,1,1
CUST0001578,2024-07-01,Meter Issue,4,My meter reading was wrong again and my bill is inflated because of it.,1,0,0
CUST0001579,2024-11-14,Service Outage,3,I am moving to a new address and need to transfer my account.,0,1,7
CUST0001579,2024-12-05,Rate Increase,3,I need to schedule a meter reading appointment for next week.,1,1,6
CUST0001579,2024-05-14,Service Outage,1,I received a letter about a rate change and want to understand it.,1,1,15
CUST0001579,2024-06-09,Service Outage,4,The technician was supposed to come between 8 and 12 but never showed up.,1,0,0
CUST0001580,2024-08-23,Technician No-Show,4,I tried the online chat but the bot could not understand my question.,1,1,0
CUST0001580,2024-02-21,Billing Error,5,I am contacting the regulator. This is negligent and dangerous.,0,0,0
CUST0001580,2024-10-05,Billing Error,2,The payment plan you arranged has really helped me manage my bills.,0,1,5
CUST0001580,2024-08-05,Rate Increase,2,"Fast, friendly service. I will recommend you to my neighbours.",1,1,9
CUST0001581,2024-03-23,Contract Dispute,3,The wait times are really bad. I do not feel valued as a customer.,0,1,0
CUST0001583,2024-08-04,Poor Customer Service,2,I appreciate the quick response to my query. Everything was sorted out.,0,1,1
CUST0001583,2024-05-19,Technician No-Show,1,Very happy with the new smart meter installation process. Smooth and easy.,0,1,0
CUST0001583,2024-03-15,Meter Issue,2,Can you explain the different tariff plans available to me?,0,1,5
CUST0001583,2024-01-05,Payment Problem,1,I would like to know my current energy consumption for this quarter.,0,1,4
CUST0001583,2024-05-21,Payment Problem,5,My complaint from last month is still unresolved. I have called five times now.,0,1,11
CUST0001583,2024-12-21,Contract Dispute,4,The new rate increase is excessive and was not communicated properly.,0,0,0
CUST0001583,2024-02-16,Poor Customer Service,4,Your website is difficult to use and I cannot find my account information.,0,1,1
CUST0001583,2024-01-22,Connection Issue,4,Absolutely unacceptable. Nobody has called me back in over two weeks about my issue.,1,0,0
CUST0001583,2024-01-07,Connection Issue,2,I appreciate the quick response to my query. Everything was sorted out.,0,1,0
CUST0001583,2024-05-06,Meter Issue,3,I am moving to a new address and need to transfer my account.,0,1,3
CUST0001583,2024-07-01,Account Error,1,I would like to know my current energy consumption for this quarter.,0,1,0
CUST0001583,2024-06-20,Meter Issue,3,The new rate increase is excessive and was not communicated properly.,0,1,4
CUST0001583,2024-10-06,Payment Problem,4,Your automated system is a joke. I have been on hold for two hours.,1,0,0
CUST0001583,2024-02-27,Technician No-Show,2,"Fast, friendly service. I will recommend you to my neighbours.",0,1,1
CUST0001583,2024-04-04,Connection Issue,3,I am moving to a new address and need to transfer my account.,0,1,6
CUST0001584,2024-12-27,Connection Issue,3,Still waiting for the credit that was promised to me three weeks ago.,1,1,0
CUST0001584,2024-04-08,Account Error,2,I want to compliment your team. My problem was fixed within 24 hours.,0,1,0
CUST0001585,2024-02-16,High Bill,3,The new rate increase is excessive and was not communicated properly.,0,1,1
CUST0001585,2024-02-02,Meter Issue,2,Can you explain the different tariff plans available to me?,1,1,15
CUST0001585,2024-10-11,Disconnection Threat,1,Thank you for the proactive communication about the planned outage.,0,1,5
CUST0001586,2024-10-23,Billing Error,4,My complaint from last month is still unresolved. I have called five times now.,1,1,0
CUST0001587,2024-02-12,Connection Issue,1,I received a letter about a rate change and want to understand it.,0,1,17
CUST0001587,2024-08-15,Rate Increase,3,Can you confirm my current contract end date please?,0,1,1
CUST0001587,2024-05-20,Connection Issue,4,I have been a customer for years but the service quality has declined.,1,1,3
CUST0001587,2024-06-26,Poor Customer Service,3,My direct debit was taken twice this month and nobody has fixed it yet.,0,1,10
CUST0001589,2024-02-17,Account Error,2,I have been with you for 10 years and the service keeps getting better.,0,1,3
CUST0001589,2024-02-25,Technician No-Show,2,I would like to know my current energy consumption for this quarter.,1,1,17
CUST0001589,2024-01-24,Contract Dispute,5,I want to speak to a manager immediately. This agent was rude and unhelpful.,0,0,0
CUST0001590,2024-03-24,Poor Customer Service,1,Please update my email address on file.,1,1,5
CUST0001590,2024-01-24,Technician No-Show,2,Can you confirm my current contract end date please?,0,1,4
CUST0001591,2024-06-18,Poor Customer Service,4,I feel like new customers get better deals while loyal customers are ignored.,0,1,0
CUST0001591,2024-02-23,Service Outage,4,Your company is a disgrace. I have been without power for 48 hours and nobody cares.,1,1,6
CUST0001591,2024-04-04,Rate Increase,3,I would like to know my current energy consumption for this quarter.,0,1,0
CUST0001592,2024-12-12,Payment Problem,3,The new rate increase is excessive and was not communicated properly.,0,1,1
CUST0001592,2024-12-17,Technician No-Show,3,I would like to know my current energy consumption for this quarter.,0,1,2
CUST0001593,2024-02-25,Rate Increase,5,I want to speak to a manager immediately. This agent was rude and unhelpful.,0,1,0
CUST0001593,2024-03-12,Meter Issue,1,I need a copy of my bill from last month for my records.,0,1,3
CUST0001593,2024-12-14,Connection Issue,1,I want to check if there are any maintenance works planned in my area.,0,1,6
CUST0001594,2024-11-21,Billing Error,4,My complaint from last month is still unresolved. I have called five times now.,1,1,2
CUST0001594,2024-08-27,Poor Customer Service,5,Absolutely unacceptable. Nobody has called me back in over two weeks about my issue.,0,0,0
CUST0001595,2024-12-09,Rate Increase,5,"Three technicians, three no-shows. I have taken time off work for nothing.",0,1,0
CUST0001595,2024-06-28,Disconnection Threat,1,I appreciate the quick response to my query. Everything was sorted out.,0,1,2
CUST0001595,2024-01-19,Disconnection Threat,1,"Fast, friendly service. I will recommend you to my neighbours.",0,1,2
CUST0001595,2024-04-19,Disconnection Threat,4,The wait times are really bad. I do not feel valued as a customer.,1,1,4
CUST0001595,2024-09-17,Technician No-Show,2,I would like to update my contact details and mailing address please.,0,1,0
CUST0001596,2024-03-21,High Bill,3,Your website is difficult to use and I cannot find my account information.,0,1,3
CUST0001596,2024-12-17,Rate Increase,1,I need a copy of my bill from last month for my records.,0,1,0
CUST0001597,2024-03-01,Technician No-Show,3,Your website is difficult to use and I cannot find my account information.,0,1,4
CUST0001597,2024-06-27,Disconnection Threat,2,The technician who came to my house was excellent. Very knowledgeable.,0,1,3
CUST0001598,2024-05-17,Service Outage,4,The wait times are really bad. I do not feel valued as a customer.,0,1,6
CUST0001598,2024-09-10,High Bill,4,I called last week and was promised a callback that never came.,1,1,0
CUST0001598,2024-01-17,Technician No-Show,4,The technician was supposed to come between 8 and 12 but never showed up.,1,1,0
CUST0001599,2024-08-19,Connection Issue,2,I have been with you for 10 years and the service keeps getting better.,0,1,6
CUST0001599,2024-06-05,Service Outage,2,I want to check if there are any maintenance works planned in my area.,0,1,23
CUST0001599,2024-10-15,High Bill,4,Your company is a disgrace. I have been without power for 48 hours and nobody cares.,0,1,3
CUST0001599,2024-10-05,Connection Issue,2,Great experience with customer service today. Very helpful staff.,0,1,2
CUST0001599,2024-02-03,Payment Problem,2,I would like to know my current energy consumption for this quarter.,0,1,17
CUST0001599,2024-05-05,Account Error,5,I am beyond frustrated. Every single bill has errors and nobody fixes them.,0,0,0
CUST0001599,2024-03-26,Rate Increase,4,I am disappointed with how my complaint was handled last time.,1,1,0
CUST0001599,2024-11-10,High Bill,3,I have been a customer for years but the service quality has declined.,1,1,5
CUST0001600,2024-03-28,Meter Issue,5,I am contacting the regulator. This is negligent and dangerous.,1,1,2
CUST0001600,2024-07-10,Meter Issue,1,I need a copy of my bill from last month for my records.,0,1,2
CUST0001601,2024-04-03,Payment Problem,4,I am disappointed with how my complaint was handled last time.,1,0,0
CUST0001601,2024-03-14,Service Outage,2,I would like to set up a direct debit for my monthly payments.,0,1,3
CUST0001601,2024-11-18,Connection Issue,2,I am calling to inquire about my current bill and payment options.,0,1,0
CUST0001602,2024-02-12,Connection Issue,1,I would like to know my current energy consumption for this quarter.,0,1,2
CUST0001602,2024-03-17,Rate Increase,3,The power outage last week lasted much longer than what was communicated.,0,1,2
CUST0001603,2024-12-04,Account Error,4,Absolutely unacceptable. Nobody has called me back in over two weeks about my issue.,1,1,1
CUST0001603,2024-04-14,Poor Customer Service,5,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,1,2
CUST0001604,2024-10-28,Service Outage,5,I cannot believe you are charging me for a service that was never delivered.,0,1,11
CUST0001605,2024-05-21,Disconnection Threat,3,I am moving to a new address and need to transfer my account.,0,1,6
CUST0001605,2024-05-15,Connection Issue,1,Can someone explain the charges on my latest statement?,0,1,7
CUST0001605,2024-08-09,Account Error,1,The payment plan you arranged has really helped me manage my bills.,1,1,0
CUST0001605,2024-03-26,Poor Customer Service,3,The bill seems higher than expected and I am not sure why. Quite frustrated.,0,1,0
CUST0001605,2024-02-28,Poor Customer Service,2,I received a letter about a rate change and want to understand it.,0,1,1
CUST0001607,2024-12-17,High Bill,3,I am calling to inquire about my current bill and payment options.,0,1,2
CUST0001609,2024-10-10,High Bill,3,I need to schedule a meter reading appointment for next week.,0,1,0
CUST0001609,2024-02-26,Technician No-Show,5,My complaint from last month is still unresolved. I have called five times now.,1,1,15
CUST0001609,2024-01-21,Disconnection Threat,4,My meter reading was wrong again and my bill is inflated because of it.,0,1,3
CUST0001609,2024-09-06,Payment Problem,5,I am beyond frustrated. Every single bill has errors and nobody fixes them.,1,1,1
CUST0001610,2024-04-20,Rate Increase,1,The new online portal is much better than the old one. Well done.,0,1,0
CUST0001610,2024-04-05,Account Error,1,The energy efficiency advice your team gave me has reduced my bills.,0,1,1
CUST0001610,2024-12-23,Billing Error,3,The technician was supposed to come between 8 and 12 but never showed up.,1,1,6
CUST0001611,2024-09-22,Contract Dispute,1,Your agent went above and beyond to help me today. Thank you.,1,1,4
CUST0001612,2024-05-20,Billing Error,4,I have been a customer for years but the service quality has declined.,1,1,5
CUST0001613,2024-08-15,Technician No-Show,2,I would like to set up a direct debit for my monthly payments.,0,1,3
CUST0001614,2024-12-20,Contract Dispute,3,I need to schedule a meter reading appointment for next week.,0,1,5
CUST0001614,2024-11-07,Disconnection Threat,5,I want to speak to a manager immediately. This agent was rude and unhelpful.,1,0,0
CUST0001614,2024-12-24,Technician No-Show,5,Absolutely unacceptable. Nobody has called me back in over two weeks about my issue.,1,1,1
CUST0001614,2024-07-23,Poor Customer Service,3,Please update my email address on file.,0,1,14
CUST0001614,2024-05-17,Contract Dispute,3,The new rate increase is excessive and was not communicated properly.,0,1,10
CUST0001615,2024-02-18,Billing Error,2,I want to check if there are any maintenance works planned in my area.,0,1,8
CUST0001615,2024-04-24,Technician No-Show,4,I am disappointed with how my complaint was handled last time.,0,1,0
CUST0001616,2024-06-17,High Bill,4,Your website is difficult to use and I cannot find my account information.,1,0,0
CUST0001616,2024-04-18,Account Error,5,I am filing a formal complaint. This level of service is completely unacceptable.,0,1,2
CUST0001616,2024-12-27,Meter Issue,3,I am calling to inquire about my current bill and payment options.,0,1,4
CUST0001616,2024-07-10,Connection Issue,3,The technician was supposed to come between 8 and 12 but never showed up.,0,1,1
CUST0001616,2024-12-16,Disconnection Threat,3,The bill seems higher than expected and I am not sure why. Quite frustrated.,0,1,1
CUST0001616,2024-07-22,High Bill,4,I have been a customer for years but the service quality has declined.,1,1,0
CUST0001617,2024-09-20,High Bill,2,I am calling to inquire about my current bill and payment options.,0,1,1
