customer_id,customer_name,age,gender,region,service_type,contract_type,dwelling_type,account_tenure_months,has_autopay,paperless_billing,family_size,income_bracket,home_ownership,churned
CUST0000561,Customer_561,49,Female,West,Electricity,Residential,Condo,25,1,0,4,High,Rent,1
CUST0000562,Customer_562,76,Male,Northeast,Electricity,Residential,House,9,1,0,6,Low,Own,0
CUST0000563,Customer_563,58,Male,Northeast,Gas,Commercial,Apartment,17,0,1,3,High,Rent,0
CUST0000564,Customer_564,40,Male,Southeast,Electricity,Small Business,Apartment,4,0,0,4,Medium,Own,1
CUST0000565,Customer_565,63,Male,Southeast,Water,Prepaid,Condo,84,1,1,1,Medium,Own,0
CUST0000566,Customer_566,38,Male,West,Electricity,Small Business,Apartment,18,0,1,4,High,Rent,1
CUST0000567,Customer_567,18,Male,West,Gas,Residential,Mobile Home,141,0,1,5,Medium,Own,0
CUST0000568,Customer_568,29,Female,West,Gas,Residential,Apartment,15,1,1,3,Medium-High,Rent,0
CUST0000569,Customer_569,18,Male,Southwest,Water,Residential,Condo,65,1,1,2,Medium-High,Rent,1
CUST0000570,Customer_570,39,Male,Southwest,Electricity,Commercial,House,10,1,1,3,Medium,Own,1
CUST0000571,Customer_571,45,Male,Southeast,Multi-Utility,Residential,Apartment,2,0,0,4,Medium-High,Own,1
CUST0000572,Customer_572,70,Female,Southeast,Multi-Utility,Residential,Apartment,1,0,0,4,Medium-High,Own,0
CUST0000573,Customer_573,49,Female,West,Dual Fuel,Commercial,House,33,1,1,3,Low,Rent,0
CUST0000574,Customer_574,41,Female,Southwest,Multi-Utility,Small Business,Apartment,13,1,1,2,Medium-High,Rent,1
CUST0000575,Customer_575,57,Male,Midwest,Gas,Residential,House,21,1,0,5,High,Rent,1
CUST0000576,Customer_576,18,Other,Southwest,Gas,Residential,House,61,1,1,4,Medium,Own,0
CUST0000577,Customer_577,48,Male,Southeast,Water,Commercial,House,10,1,0,2,High,Own,1
CUST0000578,Customer_578,56,Male,Southwest,Water,Commercial,Condo,13,0,1,4,Medium,Own,1
CUST0000579,Customer_579,22,Male,Southeast,Dual Fuel,Residential,Townhouse,67,0,1,2,Medium,Own,1
CUST0000580,Customer_580,62,Male,West,Water,Residential,House,24,0,1,2,Medium-High,Own,0
CUST0000581,Customer_581,50,Male,West,Multi-Utility,Commercial,Apartment,63,1,1,5,Low,Own,0
CUST0000582,Customer_582,38,Female,West,Electricity,Small Business,House,16,0,1,5,High,Rent,0
CUST0000583,Customer_583,54,Female,Midwest,Dual Fuel,Commercial,House,18,1,1,2,Medium-High,Other,1
CUST0000584,Customer_584,79,Male,Midwest,Water,Residential,Townhouse,6,1,1,1,High,Own,1
CUST0000585,Customer_585,47,Female,Southeast,Water,Commercial,Condo,89,0,1,2,Medium-High,Rent,0
CUST0000586,Customer_586,48,Male,Northeast,Electricity,Residential,House,81,1,0,5,High,Rent,1
CUST0000587,Customer_587,38,Male,Northwest,Water,Residential,House,149,1,0,5,Medium-High,Rent,1
CUST0000588,Customer_588,32,Female,Midwest,Dual Fuel,Small Business,Townhouse,18,1,0,3,Medium,Own,1
CUST0000589,Customer_589,57,Female,Southeast,Electricity,Residential,House,61,1,1,2,High,Rent,0
CUST0000590,Customer_590,32,Male,Southwest,Gas,Commercial,House,19,0,0,2,Medium,Other,0
CUST0000591,Customer_591,46,Male,West,Electricity,Residential,Condo,21,0,0,5,Medium,Rent,1
CUST0000592,Customer_592,37,Female,West,Multi-Utility,Commercial,Apartment,63,0,0,2,Low,Rent,1
CUST0000593,Customer_593,52,Female,West,Gas,Residential,Apartment,7,1,1,3,High,Own,0
CUST0000594,Customer_594,50,Female,Southeast,Electricity,Small Business,Townhouse,8,1,1,4,Medium,Own,1
CUST0000595,Customer_595,60,Male,West,Electricity,Residential,House,13,1,1,2,Medium,Rent,0
CUST0000596,Customer_596,37,Male,Midwest,Water,Small Business,Condo,55,0,0,2,Low,Own,0
CUST0000597,Customer_597,40,Male,Southwest,Electricity,Small Business,House,16,1,1,2,Medium,Own,0
CUST0000598,Customer_598,30,Male,West,Gas,Residential,Condo,15,1,1,4,Medium,Own,0
CUST0000599,Customer_599,38,Female,Southeast,Multi-Utility,Residential,Townhouse,240,1,1,4,Medium-High,Rent,0
CUST0000600,Customer_600,50,Male,Southwest,Dual Fuel,Residential,Apartment,17,0,1,3,Medium,Rent,0
CUST0000601,Customer_601,56,Male,West,Electricity,Commercial,Condo,10,1,1,1,Medium-High,Other,0
CUST0000602,Customer_602,31,Female,Northeast,Multi-Utility,Residential,Townhouse,35,0,1,3,Low,Rent,1
CUST0000603,Customer_603,58,Female,West,Water,Residential,House,58,0,1,1,Medium,Own,1
CUST0000604,Customer_604,65,Male,Northwest,Electricity,Residential,Condo,2,0,1,1,Medium-High,Rent,0
CUST0000605,Customer_605,51,Female,Midwest,Electricity,Commercial,Mobile Home,34,0,0,3,Medium,Own,0
CUST0000606,Customer_606,73,Female,Southwest,Electricity,Residential,Apartment,1,1,0,6,Low,Own,1
CUST0000607,Customer_607,33,Female,Midwest,Dual Fuel,Residential,House,26,0,1,4,High,Rent,0
CUST0000608,Customer_608,26,Male,Northeast,Electricity,Small Business,House,10,1,1,4,Low,Own,0
CUST0000609,Customer_609,18,Female,Northeast,Electricity,Small Business,House,13,0,1,4,Low,Own,1
CUST0000610,Customer_610,67,Female,Northwest,Water,Residential,House,22,0,1,5,Medium,Own,0
CUST0000611,Customer_611,54,Male,Midwest,Gas,Prepaid,Apartment,94,0,1,4,Low,Rent,1
CUST0000612,Customer_612,44,Male,Southwest,Water,Small Business,House,44,0,0,3,Low,Own,0
CUST0000613,Customer_613,49,Female,Northeast,Water,Residential,House,99,0,0,2,Medium-High,Own,0
CUST0000614,Customer_614,28,Male,Northeast,Electricity,Residential,Apartment,38,1,1,1,Low,Rent,0
CUST0000615,Customer_615,81,Female,West,Dual Fuel,Commercial,Apartment,1,1,1,3,Low,Own,1
CUST0000616,Customer_616,46,Male,Northwest,Electricity,Residential,Apartment,11,0,1,5,High,Own,0
CUST0000617,Customer_617,46,Male,Southeast,Gas,Residential,Condo,85,0,1,3,Medium,Rent,0
CUST0000618,Customer_618,55,Male,Northeast,Gas,Residential,House,37,0,1,2,Low,Rent,0
CUST0000619,Customer_619,52,Female,Southwest,Electricity,Small Business,House,143,1,1,3,Medium-High,Rent,0
CUST0000620,Customer_620,48,Male,Southwest,Multi-Utility,Small Business,House,6,1,1,3,Low,Rent,1
CUST0000621,Customer_621,33,Female,West,Gas,Small Business,Apartment,12,1,1,5,Medium,Own,0
CUST0000622,Customer_622,52,Female,Southwest,Electricity,Residential,House,16,0,0,2,Medium-High,Rent,0
CUST0000623,Customer_623,73,Female,West,Multi-Utility,Small Business,Condo,14,0,1,4,High,Own,0
CUST0000624,Customer_624,65,Female,Northeast,Gas,Small Business,House,10,0,1,4,Medium,Own,0
CUST0000625,Customer_625,68,Female,Northeast,Water,Residential,Mobile Home,21,1,1,6,Medium-High,Own,1
CUST0000626,Customer_626,37,Male,Northeast,Gas,Commercial,Apartment,37,0,1,3,Low,Rent,0
CUST0000627,Customer_627,30,Female,Northeast,Dual Fuel,Residential,Apartment,13,1,1,5,Medium,Own,0
CUST0000628,Customer_628,43,Female,Southeast,Electricity,Small Business,Townhouse,2,1,1,1,Medium,Own,1
CUST0000629,Customer_629,45,Male,Northwest,Electricity,Residential,Condo,44,1,0,1,Medium,Own,0
CUST0000630,Customer_630,61,Male,Northwest,Gas,Small Business,Condo,22,0,1,2,Medium,Own,1
CUST0000631,Customer_631,19,Female,Southeast,Electricity,Prepaid,Mobile Home,29,1,0,3,High,Rent,1
CUST0000632,Customer_632,67,Male,Northeast,Water,Prepaid,Apartment,21,0,1,3,High,Own,0
CUST0000633,Customer_633,42,Female,Southwest,Electricity,Residential,Townhouse,79,1,1,2,Medium-High,Rent,0
CUST0000634,Customer_634,38,Male,West,Electricity,Residential,Apartment,29,0,1,3,Low,Rent,0
CUST0000635,Customer_635,29,Male,Northwest,Electricity,Residential,Townhouse,92,0,1,3,Medium-High,Rent,1
CUST0000636,Customer_636,20,Female,Midwest,Water,Commercial,House,25,0,0,3,Medium-High,Rent,1
CUST0000637,Customer_637,57,Male,West,Dual Fuel,Small Business,House,12,1,0,1,Low,Own,1
CUST0000638,Customer_638,46,Male,Midwest,Electricity,Residential,Condo,15,0,1,5,Medium,Own,0
CUST0000639,Customer_639,25,Female,Midwest,Gas,Residential,House,26,1,1,3,Low,Rent,1
CUST0000640,Customer_640,25,Male,Northeast,Electricity,Commercial,House,27,0,0,2,Medium,Rent,0
CUST0000641,Customer_641,39,Female,Midwest,Gas,Residential,House,41,0,0,4,Low,Own,0
CUST0000642,Customer_642,70,Female,Northeast,Electricity,Residential,Condo,9,1,1,2,High,Rent,1
CUST0000643,Customer_643,41,Female,Southeast,Gas,Residential,Townhouse,38,0,0,3,Low,Own,1
CUST0000644,Customer_644,22,Male,Southwest,Gas,Residential,Condo,54,1,0,2,Low,Own,0
CUST0000645,Customer_645,41,Male,Midwest,Dual Fuel,Small Business,Townhouse,40,1,1,5,High,Own,0
CUST0000646,Customer_646,40,Female,Southwest,Electricity,Commercial,Apartment,23,1,1,6,Medium,Own,1
CUST0000647,Customer_647,18,Female,Northeast,Water,Commercial,House,172,0,1,2,Medium-High,Own,0
CUST0000648,Customer_648,44,Female,Midwest,Gas,Residential,House,18,1,1,1,Medium,Own,0
CUST0000649,Customer_649,41,Female,West,Multi-Utility,Commercial,Apartment,4,1,1,2,Medium,Own,1
CUST0000650,Customer_650,55,Male,Southeast,Electricity,Residential,House,62,1,1,3,Low,Rent,1
CUST0000651,Customer_651,72,Male,Northwest,Electricity,Residential,House,8,0,0,2,Medium,Own,0
CUST0000652,Customer_652,61,Male,Southeast,Dual Fuel,Prepaid,Apartment,44,1,0,4,Medium-High,Own,0
CUST0000653,Customer_653,40,Male,Midwest,Electricity,Residential,Condo,7,1,0,3,Medium,Other,1
CUST0000654,Customer_654,28,Male,Southeast,Electricity,Residential,Apartment,1,1,0,3,Medium,Rent,0
CUST0000655,Customer_655,83,Female,Northwest,Electricity,Prepaid,Townhouse,6,1,1,3,Medium-High,Rent,1
CUST0000656,Customer_656,45,Male,West,Dual Fuel,Residential,Condo,17,1,1,5,Medium,Rent,0
CUST0000657,Customer_657,45,Male,Southwest,Electricity,Small Business,Condo,4,0,1,1,Medium-High,Own,0
CUST0000658,Customer_658,44,Male,West,Dual Fuel,Commercial,Mobile Home,7,0,1,4,Low,Own,1
CUST0000659,Customer_659,47,Female,Southeast,Gas,Residential,House,52,0,1,4,High,Own,1
CUST0000660,Customer_660,42,Female,Northwest,Electricity,Residential,Condo,52,0,1,3,Medium,Rent,0
CUST0000661,Customer_661,36,Female,Southwest,Gas,Residential,Townhouse,61,1,0,3,Medium,Rent,0
CUST0000662,Customer_662,36,Female,Northwest,Electricity,Residential,Apartment,66,1,1,1,Medium,Own,0
CUST0000663,Customer_663,44,Male,West,Gas,Residential,Townhouse,19,1,1,4,High,Own,0
CUST0000664,Customer_664,36,Female,Northeast,Water,Small Business,Apartment,72,1,0,4,High,Own,0
CUST0000665,Customer_665,34,Male,Northeast,Gas,Residential,Apartment,26,0,0,1,Medium,Rent,1
CUST0000666,Customer_666,46,Male,Southwest,Electricity,Residential,House,22,0,0,3,Medium-High,Own,0
CUST0000667,Customer_667,41,Female,Southwest,Water,Small Business,Mobile Home,45,1,1,2,Low,Rent,1
CUST0000668,Customer_668,67,Female,Southwest,Dual Fuel,Small Business,Townhouse,8,1,0,3,Low,Other,0
CUST0000669,Customer_669,18,Male,Northeast,Water,Commercial,Townhouse,56,1,1,4,Medium-High,Rent,1
CUST0000670,Customer_670,61,Male,West,Dual Fuel,Residential,Condo,20,1,1,4,Low,Other,0
CUST0000671,Customer_671,63,Female,Southwest,Electricity,Commercial,House,4,0,1,2,Low,Own,1
CUST0000672,Customer_672,18,Male,Northeast,Dual Fuel,Small Business,House,4,1,1,1,Medium-High,Rent,1
CUST0000673,Customer_673,39,Male,Southwest,Electricity,Residential,Townhouse,6,1,1,4,Medium-High,Rent,1
CUST0000674,Customer_674,39,Male,Southwest,Electricity,Residential,Apartment,79,0,1,2,Low,Own,0
CUST0000675,Customer_675,23,Male,Northwest,Dual Fuel,Residential,House,169,0,1,1,Low,Own,0
CUST0000676,Customer_676,33,Female,Southwest,Multi-Utility,Small Business,Apartment,15,1,1,3,Low,Own,0
CUST0000677,Customer_677,28,Male,Northeast,Water,Residential,Apartment,12,1,1,2,Low,Rent,0
CUST0000678,Customer_678,71,Male,West,Electricity,Commercial,Condo,8,0,1,4,Low,Rent,0
CUST0000679,Customer_679,59,Female,Northeast,Electricity,Small Business,Apartment,62,1,0,1,High,Rent,0
CUST0000680,Customer_680,64,Female,Northeast,Gas,Commercial,Condo,8,1,1,3,Low,Rent,0
CUST0000681,Customer_681,55,Male,Southwest,Dual Fuel,Residential,Townhouse,92,1,0,2,Medium-High,Own,1
CUST0000682,Customer_682,28,Male,Northwest,Electricity,Residential,House,39,1,0,4,High,Rent,0
CUST0000683,Customer_683,37,Male,Midwest,Dual Fuel,Residential,House,81,1,0,3,Medium-High,Rent,0
CUST0000684,Customer_684,52,Female,Midwest,Electricity,Residential,Apartment,29,1,0,4,Low,Own,0
CUST0000685,Customer_685,26,Female,Midwest,Dual Fuel,Commercial,Mobile Home,42,0,1,3,Medium-High,Other,1
CUST0000686,Customer_686,55,Female,Northeast,Multi-Utility,Residential,Apartment,34,1,1,1,High,Own,0
CUST0000687,Customer_687,41,Female,Southwest,Gas,Residential,Apartment,64,0,1,2,Medium,Rent,0
CUST0000688,Customer_688,39,Female,Midwest,Electricity,Residential,Condo,65,0,0,6,Medium,Own,0
CUST0000689,Customer_689,55,Female,Southeast,Dual Fuel,Residential,Apartment,32,1,1,3,Medium,Rent,1
CUST0000690,Customer_690,51,Female,Southeast,Gas,Commercial,Mobile Home,36,1,0,3,Medium,Own,1
CUST0000691,Customer_691,39,Male,Southeast,Water,Small Business,Townhouse,91,1,1,5,Medium,Own,1
CUST0000692,Customer_692,62,Other,West,Gas,Small Business,Apartment,95,0,1,1,Medium-High,Own,0
CUST0000693,Customer_693,28,Male,Southwest,Electricity,Residential,Condo,39,1,0,4,Medium-High,Own,0
CUST0000694,Customer_694,54,Male,Northeast,Dual Fuel,Commercial,House,1,0,1,2,Medium,Own,1
CUST0000695,Customer_695,53,Female,Northeast,Electricity,Small Business,Condo,3,0,1,2,Medium-High,Own,1
CUST0000696,Customer_696,40,Male,Southwest,Multi-Utility,Residential,Condo,70,1,1,2,Low,Rent,1
CUST0000697,Customer_697,49,Female,Northwest,Electricity,Residential,Apartment,3,0,1,4,Medium-High,Own,0
CUST0000698,Customer_698,26,Female,Northwest,Water,Commercial,House,8,1,1,2,Medium-High,Rent,1
CUST0000699,Customer_699,58,Male,West,Electricity,Small Business,Mobile Home,9,1,1,1,Medium-High,Rent,1
CUST0000700,Customer_700,42,Female,Southwest,Electricity,Small Business,Apartment,33,1,1,1,Low,Rent,0
CUST0000701,Customer_701,37,Male,Northwest,Electricity,Residential,Condo,30,0,1,1,Medium-High,Own,0
CUST0000702,Customer_702,60,Male,West,Water,Residential,House,12,0,1,5,Medium,Own,0
CUST0000703,Customer_703,34,Female,Midwest,Gas,Small Business,Apartment,8,1,0,3,Medium,Own,0
CUST0000704,Customer_704,23,Female,Midwest,Dual Fuel,Small Business,Townhouse,52,1,1,5,Medium,Own,1
CUST0000705,Customer_705,21,Female,West,Electricity,Residential,Apartment,98,1,1,4,Low,Own,0
CUST0000706,Customer_706,54,Male,Southwest,Water,Small Business,Condo,1,0,1,4,Medium,Rent,1
CUST0000707,Customer_707,25,Female,Midwest,Water,Residential,House,5,1,1,2,Medium,Own,0
CUST0000708,Customer_708,71,Male,Southwest,Electricity,Small Business,Apartment,36,0,1,2,Medium,Own,1
CUST0000709,Customer_709,18,Female,Northwest,Gas,Commercial,Mobile Home,58,1,0,3,Medium-High,Own,1
CUST0000710,Customer_710,70,Male,Midwest,Gas,Commercial,Apartment,56,1,1,3,Medium,Rent,1
CUST0000711,Customer_711,48,Female,Northwest,Electricity,Residential,Mobile Home,45,0,1,3,Medium,Rent,1
CUST0000712,Customer_712,43,Male,Southwest,Electricity,Residential,Mobile Home,78,1,1,1,Medium,Other,0
CUST0000713,Customer_713,36,Male,Southwest,Water,Commercial,Mobile Home,8,1,1,6,Medium-High,Rent,0
CUST0000714,Customer_714,50,Female,Southeast,Electricity,Small Business,Townhouse,4,1,1,1,Medium-High,Own,1
CUST0000715,Customer_715,44,Female,West,Water,Residential,House,34,1,1,2,High,Rent,0
CUST0000716,Customer_716,61,Female,Northeast,Multi-Utility,Commercial,Mobile Home,62,1,0,4,Medium-High,Rent,1
CUST0000717,Customer_717,46,Female,West,Gas,Residential,House,31,1,0,2,Low,Own,0
CUST0000718,Customer_718,47,Female,Southwest,Gas,Residential,House,118,0,0,1,Medium-High,Rent,0
CUST0000719,Customer_719,39,Female,Southwest,Electricity,Residential,House,57,0,0,2,Medium,Own,0
CUST0000720,Customer_720,44,Male,West,Dual Fuel,Residential,House,43,0,1,1,Medium,Other,0
CUST0000721,Customer_721,49,Female,Southwest,Electricity,Residential,Condo,2,0,1,2,High,Own,1
CUST0000722,Customer_722,19,Male,Northwest,Gas,Commercial,Apartment,4,1,0,2,Medium,Own,0
CUST0000723,Customer_723,24,Female,Midwest,Multi-Utility,Residential,House,55,1,1,3,Medium-High,Own,1
CUST0000724,Customer_724,56,Female,Southwest,Gas,Residential,Apartment,7,1,1,3,High,Rent,0
CUST0000725,Customer_725,47,Female,West,Water,Commercial,Apartment,1,0,0,3,Low,Own,0
CUST0000726,Customer_726,42,Female,West,Gas,Small Business,Townhouse,86,1,1,3,Low,Own,1
CUST0000727,Customer_727,45,Female,West,Electricity,Small Business,House,79,1,1,2,Medium,Rent,1
CUST0000728,Customer_728,50,Female,Southeast,Water,Residential,House,8,0,0,1,Low,Rent,1
CUST0000729,Customer_729,36,Male,Northwest,Electricity,Commercial,House,54,1,0,5,Low,Own,1
CUST0000730,Customer_730,33,Female,Northwest,Water,Residential,House,1,1,1,3,High,Own,1
CUST0000731,Customer_731,47,Male,Southeast,Electricity,Residential,Apartment,12,1,1,1,High,Rent,0
CUST0000732,Customer_732,30,Female,Northwest,Dual Fuel,Residential,Apartment,35,1,1,6,Medium-High,Rent,0
CUST0000733,Customer_733,51,Male,Southeast,Electricity,Residential,House,51,1,1,4,Medium-High,Rent,1
CUST0000734,Customer_734,19,Male,Northwest,Gas,Residential,Apartment,1,1,1,2,Low,Rent,1
CUST0000735,Customer_735,60,Male,Southeast,Gas,Small Business,Apartment,14,0,1,6,Medium-High,Own,0
CUST0000736,Customer_736,52,Male,Southeast,Gas,Residential,Mobile Home,8,1,0,2,Low,Rent,1
CUST0000737,Customer_737,48,Female,Northwest,Electricity,Small Business,House,240,1,1,6,Medium,Own,0
CUST0000738,Customer_738,59,Male,Southeast,Gas,Residential,Townhouse,40,1,1,1,Medium,Own,0
CUST0000739,Customer_739,69,Female,Northwest,Electricity,Residential,Condo,18,0,0,2,Medium-High,Own,1
CUST0000740,Customer_740,60,Male,Southeast,Gas,Residential,House,2,1,1,4,Low,Rent,1
CUST0000741,Customer_741,18,Female,West,Electricity,Commercial,Mobile Home,32,1,1,1,Low,Own,0
CUST0000742,Customer_742,25,Female,Northeast,Gas,Commercial,Townhouse,36,0,1,1,Medium-High,Rent,1
CUST0000743,Customer_743,35,Female,Northwest,Electricity,Prepaid,Condo,61,1,1,4,Medium-High,Own,1
CUST0000744,Customer_744,45,Female,Southeast,Multi-Utility,Small Business,Apartment,12,1,0,2,Medium,Rent,0
CUST0000745,Customer_745,52,Male,West,Gas,Small Business,Apartment,143,1,0,5,Low,Own,0
CUST0000746,Customer_746,34,Female,Northeast,Electricity,Small Business,House,20,0,1,3,High,Rent,0
CUST0000747,Customer_747,47,Male,Southeast,Gas,Small Business,House,12,0,1,5,Low,Rent,0
CUST0000748,Customer_748,33,Female,Northeast,Dual Fuel,Residential,Townhouse,15,1,1,3,Medium-High,Own,0
CUST0000749,Customer_749,35,Female,Northwest,Electricity,Residential,Townhouse,26,1,0,3,Low,Rent,0
CUST0000750,Customer_750,23,Male,Northeast,Water,Residential,House,99,0,1,2,Medium-High,Rent,1
CUST0000751,Customer_751,31,Female,Midwest,Gas,Residential,Townhouse,47,0,0,4,Medium-High,Own,1
CUST0000752,Customer_752,24,Female,Southwest,Electricity,Residential,Condo,30,0,1,2,Medium-High,Own,1
CUST0000753,Customer_753,30,Male,Midwest,Dual Fuel,Residential,House,6,1,0,2,Medium,Rent,0
CUST0000754,Customer_754,60,Male,Northwest,Electricity,Residential,Apartment,5,1,1,1,Low,Own,1
CUST0000755,Customer_755,30,Male,Northwest,Electricity,Residential,Apartment,25,1,1,1,Medium-High,Own,1
CUST0000756,Customer_756,84,Female,Northeast,Dual Fuel,Prepaid,Townhouse,46,1,1,2,Medium,Rent,1
CUST0000757,Customer_757,52,Female,West,Gas,Residential,Townhouse,50,1,1,4,Medium-High,Own,1
CUST0000758,Customer_758,47,Male,Southeast,Dual Fuel,Residential,House,9,1,1,2,Medium-High,Rent,0
CUST0000759,Customer_759,32,Male,Southwest,Gas,Commercial,Apartment,3,0,1,2,Medium,Own,0
CUST0000760,Customer_760,55,Female,Southeast,Water,Residential,Townhouse,17,1,1,5,High,Own,1
CUST0000761,Customer_761,36,Female,West,Dual Fuel,Residential,Townhouse,90,1,1,3,Medium,Rent,0
CUST0000762,Customer_762,46,Male,Northwest,Electricity,Residential,House,28,1,1,5,Medium-High,Rent,0
CUST0000763,Customer_763,83,Male,Southwest,Water,Residential,Apartment,13,1,1,5,Medium-High,Own,0
CUST0000764,Customer_764,43,Female,Midwest,Gas,Residential,Townhouse,14,0,1,1,Medium,Own,1
CUST0000765,Customer_765,62,Male,Northwest,Electricity,Residential,House,5,0,0,6,Medium-High,Own,1
CUST0000766,Customer_766,34,Male,Northwest,Gas,Residential,Apartment,23,1,1,1,Medium-High,Other,1
CUST0000767,Customer_767,44,Female,Northeast,Electricity,Commercial,Townhouse,56,0,1,5,Medium-High,Own,1
CUST0000768,Customer_768,71,Female,West,Water,Small Business,House,124,0,1,3,Medium,Own,1
CUST0000769,Customer_769,35,Male,Northeast,Gas,Small Business,Townhouse,25,1,1,3,Medium-High,Other,0
CUST0000770,Customer_770,72,Male,Northeast,Multi-Utility,Residential,House,6,1,1,4,Low,Rent,1
CUST0000771,Customer_771,55,Male,Southeast,Electricity,Residential,House,41,0,1,5,Low,Rent,0
CUST0000772,Customer_772,36,Male,Northwest,Gas,Commercial,House,50,0,0,3,Low,Own,0
CUST0000773,Customer_773,54,Female,West,Electricity,Residential,House,2,0,1,3,Medium,Own,0
CUST0000774,Customer_774,59,Male,Northeast,Gas,Commercial,House,68,1,1,1,High,Own,1
CUST0000775,Customer_775,54,Female,Midwest,Water,Residential,Condo,63,1,1,4,Medium-High,Rent,0
CUST0000776,Customer_776,21,Female,Southwest,Water,Commercial,House,23,0,1,1,High,Own,1
CUST0000777,Customer_777,34,Male,West,Dual Fuel,Residential,Mobile Home,29,1,1,4,Low,Own,0
CUST0000778,Customer_778,41,Male,Southeast,Dual Fuel,Residential,Apartment,44,0,0,3,Medium-High,Own,1
CUST0000779,Customer_779,43,Female,West,Electricity,Small Business,Apartment,40,0,1,2,Medium,Rent,1
CUST0000780,Customer_780,54,Female,Northwest,Electricity,Small Business,Apartment,1,1,1,3,Low,Rent,0
CUST0000781,Customer_781,47,Female,Southeast,Water,Residential,Condo,4,0,0,4,Medium-High,Rent,0
CUST0000782,Customer_782,24,Male,Southwest,Gas,Prepaid,Apartment,6,1,0,5,Low,Own,1
CUST0000783,Customer_783,50,Female,Midwest,Electricity,Residential,House,50,1,1,2,Medium,Rent,1
CUST0000784,Customer_784,54,Female,Northeast,Gas,Residential,Townhouse,20,0,0,5,Medium,Own,0
CUST0000785,Customer_785,53,Female,West,Gas,Small Business,Apartment,28,1,0,6,Medium-High,Own,1
CUST0000786,Customer_786,61,Male,Southeast,Electricity,Small Business,House,53,1,1,4,Medium-High,Rent,1
CUST0000787,Customer_787,57,Female,Southwest,Dual Fuel,Prepaid,Apartment,15,1,1,5,Medium,Own,1
CUST0000788,Customer_788,51,Female,Northeast,Gas,Residential,Condo,49,1,1,4,Low,Rent,0
CUST0000789,Customer_789,43,Male,Southwest,Electricity,Residential,House,21,1,1,1,Low,Rent,0
CUST0000790,Customer_790,20,Female,Midwest,Electricity,Small Business,Townhouse,17,0,1,3,Low,Own,0
CUST0000791,Customer_791,51,Male,Northeast,Dual Fuel,Residential,Condo,14,1,1,4,High,Own,1
CUST0000792,Customer_792,48,Male,Northeast,Multi-Utility,Residential,Condo,120,0,1,5,High,Other,0
CUST0000793,Customer_793,49,Male,Northeast,Water,Residential,Apartment,53,0,1,3,High,Own,1
CUST0000794,Customer_794,25,Female,Southeast,Electricity,Residential,Mobile Home,1,1,1,4,Medium-High,Own,0
CUST0000795,Customer_795,28,Male,Northeast,Multi-Utility,Residential,House,113,0,1,4,High,Rent,0
CUST0000796,Customer_796,60,Male,Southwest,Water,Residential,Apartment,53,0,1,2,Medium-High,Own,0
CUST0000797,Customer_797,44,Female,Southeast,Dual Fuel,Small Business,House,5,1,1,2,High,Own,1
CUST0000798,Customer_798,55,Male,Northeast,Water,Small Business,Condo,2,1,1,4,Medium-High,Own,1
CUST0000799,Customer_799,45,Female,Southwest,Electricity,Residential,House,13,0,1,2,Medium,Own,1
CUST0000800,Customer_800,45,Female,Southwest,Gas,Residential,House,35,0,1,2,Medium,Rent,0
CUST0000801,Customer_801,59,Female,West,Electricity,Residential,Townhouse,34,0,0,3,Medium-High,Rent,0
CUST0000802,Customer_802,37,Female,Southwest,Electricity,Residential,Apartment,11,0,1,4,Medium-High,Own,1
CUST0000803,Customer_803,46,Female,Northwest,Water,Small Business,House,21,1,1,3,Medium-High,Own,1
CUST0000804,Customer_804,38,Male,Midwest,Dual Fuel,Prepaid,Condo,8,1,1,5,Medium-High,Own,1
CUST0000805,Customer_805,38,Female,Northeast,Water,Small Business,Condo,1,1,1,2,Medium-High,Own,1
CUST0000806,Customer_806,40,Male,Northeast,Gas,Small Business,House,26,1,1,2,Low,Rent,0
CUST0000807,Customer_807,48,Female,Northeast,Electricity,Residential,House,15,1,1,3,Medium,Own,0
CUST0000808,Customer_808,37,Male,Southwest,Electricity,Residential,Mobile Home,28,1,1,4,High,Rent,0
CUST0000809,Customer_809,63,Female,Southwest,Electricity,Commercial,Apartment,105,1,1,3,Medium-High,Own,1
CUST0000810,Customer_810,31,Female,Northeast,Gas,Prepaid,Apartment,5,1,1,1,Medium,Rent,1
CUST0000811,Customer_811,42,Female,Northwest,Gas,Residential,Townhouse,1,1,1,4,High,Own,0
CUST0000812,Customer_812,38,Male,Southeast,Electricity,Residential,Apartment,2,1,0,4,Medium,Rent,0
CUST0000813,Customer_813,66,Male,Southeast,Multi-Utility,Small Business,House,22,1,1,2,Medium,Rent,1
CUST0000814,Customer_814,47,Female,Midwest,Electricity,Residential,House,44,1,1,1,Medium,Own,0
CUST0000815,Customer_815,60,Female,West,Dual Fuel,Small Business,Apartment,31,0,0,3,High,Rent,0
CUST0000816,Customer_816,22,Male,Midwest,Gas,Commercial,Townhouse,24,1,1,1,Medium-High,Rent,0
CUST0000817,Customer_817,49,Other,Northeast,Electricity,Residential,House,15,1,1,3,Medium,Own,1
CUST0000818,Customer_818,58,Female,Northeast,Water,Prepaid,House,13,1,1,1,High,Own,1
CUST0000819,Customer_819,46,Male,Northeast,Water,Prepaid,Townhouse,16,1,0,2,High,Own,1
