customer_id,customer_name,age,gender,region,account_start_date,account_tenure_months,service_type,contract_type,dwelling_type,has_autopay,paperless_billing,family_size,income_bracket,home_ownership,churned
CUST0001539,Customer_1539,30,Female,Southeast,2009-03-02,190,Electricity+Water,Commercial,Mobile Home,1,0,3,Medium-Low,Lease,1
CUST0001540,Customer_1540,18,Female,Northeast,2022-03-03,34,Gas,Residential,Mobile Home,0,1,4,Medium,Rent,0
CUST0001541,Customer_1541,47,Female,Gulf Coast,2020-03-02,58,Gas,Small Business,Condo,1,1,1,Medium-Low,Own,0
CUST0001542,Customer_1542,74,Male,Southeast,2019-08-02,65,Gas,Small Business,Condo,1,0,1,Medium,Lease,1
CUST0001543,Customer_1543,72,Female,Northeast,2021-01-31,47,Water,Residential,Condo,0,1,4,High,Own,0
CUST0001544,Customer_1544,41,Male,West,2023-12-02,13,Electricity+Water,Residential,Mobile Home,0,1,2,Medium-High,Own,1
CUST0001545,Customer_1545,38,Male,West,2018-01-01,84,Gas,Small Business,Condo,0,1,6,Medium,Own,0
CUST0001546,Customer_1546,55,Male,Northeast,2016-12-01,97,Gas,Residential,Apartment,0,0,1,Medium-High,Own,0
CUST0001547,Customer_1547,33,Female,Northeast,2020-12-31,48,Electricity+Water,Residential,Single Family,1,0,2,Medium-High,Own,1
CUST0001548,Customer_1548,52,Female,Northeast,2021-09-01,40,Electricity,Residential,Apartment,1,0,1,Medium,Rent,1
CUST0001549,Customer_1549,59,Male,Northeast,2024-06-01,7,Water,Small Business,Apartment,0,1,1,Medium,Own,1
CUST0001550,Customer_1550,66,Female,Southwest,2024-08-01,5,Gas,Residential,Apartment,0,1,3,Medium-High,Own,0
CUST0001551,Customer_1551,46,Male,Southwest,2023-01-01,24,Gas,Commercial,Townhouse,0,1,4,Medium,Own,0
CUST0001552,Customer_1552,44,Male,Southwest,2023-03-03,22,Gas,Residential,Townhouse,0,0,4,Low,Own,0
CUST0001553,Customer_1553,34,Male,Midwest,2009-09-01,184,Gas,Residential,Single Family,1,1,1,Medium-High,Own,1
CUST0001554,Customer_1554,35,Male,West,2017-06-01,91,Water,Residential,Single Family,0,1,4,Low,Rent,0
CUST0001555,Customer_1555,44,Male,Midwest,2019-09-01,64,Electricity+Water,Small Business,Condo,1,1,1,Medium-High,Own,0
CUST0001556,Customer_1556,53,Female,Gulf Coast,2021-06-02,43,Gas,Residential,Apartment,0,1,1,Medium-High,Own,0
CUST0001557,Customer_1557,61,Female,Midwest,2024-03-02,10,Water,Residential,Single Family,1,1,3,Medium-High,Own,0
CUST0001558,Customer_1558,35,Male,West,2005-10-31,230,Electricity+Gas,Small Business,Condo,1,0,3,Low,Own,0
CUST0001559,Customer_1559,70,Female,Midwest,2022-09-01,28,Electricity,Small Business,Single Family,1,1,3,High,Own,0
CUST0001560,Customer_1560,43,Female,Midwest,2024-07-02,6,Electricity+Gas,Residential,Apartment,1,1,1,Medium,Own,0
CUST0001561,Customer_1561,47,Female,West,2021-09-01,40,Electricity+Gas,Residential,Single Family,0,1,5,Medium-High,Own,1
CUST0001562,Customer_1562,36,Female,Northeast,2014-09-01,124,Electricity,Residential,Condo,1,1,2,Medium,Own,1
CUST0001563,Customer_1563,18,Male,Southwest,2014-03-02,130,Gas,Residential,Townhouse,1,1,1,Medium-Low,Own,0
CUST0001564,Customer_1564,61,Female,West,2024-12-01,1,Electricity+Water,Residential,Apartment,1,1,2,Medium-Low,Rent,0
CUST0001565,Customer_1565,59,Female,West,2014-03-02,130,Electricity+Gas,Residential,Mobile Home,1,0,4,Low,Own,0
CUST0001566,Customer_1566,43,Male,Southwest,2023-06-02,19,Electricity,Residential,Mobile Home,0,1,1,Medium,Rent,1
CUST0001567,Customer_1567,49,Male,Midwest,2024-11-01,2,Electricity,Residential,Townhouse,0,1,3,Low,Rent,0
CUST0001568,Customer_1568,55,Female,Southeast,2015-09-01,112,Electricity,Residential,Condo,1,1,1,Medium,Own,0
CUST0001569,Customer_1569,24,Male,Gulf Coast,2015-01-31,119,Gas,Residential,Townhouse,0,1,2,Medium,Own,0
CUST0001570,Customer_1570,40,Other,Southeast,2020-07-02,54,Electricity,Small Business,Apartment,1,1,3,Medium,Rent,0
CUST0001571,Customer_1571,59,Male,West,2020-10-01,51,Electricity,Residential,Apartment,1,1,6,Medium-Low,Own,0
CUST0001572,Customer_1572,29,Female,Northeast,2016-08-31,100,Gas,Small Business,Single Family,0,1,4,Medium,Own,0
CUST0001573,Customer_1573,52,Male,Southeast,2017-05-02,92,Electricity+Gas,Small Business,Single Family,0,1,2,Medium-High,Rent,0
CUST0001574,Customer_1574,27,Female,Southeast,2013-12-31,132,Electricity,Residential,Condo,1,1,2,Medium,Rent,1
CUST0001575,Customer_1575,54,Female,West,2020-12-31,48,Electricity,Residential,Single Family,0,1,6,Medium-Low,Own,1
CUST0001576,Customer_1576,47,Male,Southeast,2007-12-01,205,Electricity,Residential,Apartment,1,1,5,Medium,Rent,1
CUST0001577,Customer_1577,23,Female,Northeast,1997-04-01,333,Electricity,Residential,Single Family,0,1,2,Medium,Own,0
CUST0001578,Customer_1578,65,Male,Northeast,2024-06-01,7,Electricity,Residential,Apartment,1,1,1,Low,Own,0
CUST0001579,Customer_1579,36,Male,Southeast,2015-08-02,113,Electricity+Gas,Small Business,Single Family,0,1,5,Medium-Low,Rent,0
CUST0001580,Customer_1580,35,Male,Northeast,2021-08-01,41,Gas,Residential,Condo,1,1,3,Medium,Lease,0
CUST0001581,Customer_1581,51,Female,Southeast,2022-08-02,29,Electricity,Residential,Mobile Home,0,1,2,Medium-Low,Rent,0
CUST0001582,Customer_1582,65,Male,West,2020-05-02,56,Water,Commercial,Mobile Home,0,1,4,Medium-Low,Lease,1
CUST0001583,Customer_1583,32,Male,Midwest,2024-10-01,3,Electricity+Gas,Residential,Apartment,0,1,1,Medium,Own,0
CUST0001584,Customer_1584,48,Male,Midwest,2021-07-02,42,Electricity,Residential,Mobile Home,0,1,4,Medium-Low,Own,0
CUST0001585,Customer_1585,54,Female,Gulf Coast,2014-11-01,122,Electricity,Residential,Apartment,0,0,6,Medium-Low,Own,0
CUST0001586,Customer_1586,58,Female,Midwest,2023-11-01,14,Electricity+Water,Commercial,Apartment,0,1,3,Medium-High,Rent,0
CUST0001587,Customer_1587,50,Male,Gulf Coast,2022-04-02,33,Electricity+Water,Residential,Single Family,0,0,3,Medium,Own,0
CUST0001588,Customer_1588,42,Male,Southeast,2011-01-01,168,Electricity,Residential,Condo,1,1,3,Medium-High,Own,1
CUST0001589,Customer_1589,35,Female,Midwest,2022-04-02,33,Electricity,Residential,Single Family,1,1,4,High,Own,0
CUST0001590,Customer_1590,49,Male,Southeast,2022-11-01,26,Gas,Residential,Apartment,1,1,6,High,Rent,0
CUST0001591,Customer_1591,31,Female,Midwest,2022-03-03,34,Gas,Residential,Townhouse,0,1,4,Medium-Low,Rent,1
CUST0001592,Customer_1592,18,Female,Southwest,2021-06-02,43,Gas,Residential,Apartment,0,0,2,Medium,Own,1
CUST0001593,Customer_1593,54,Female,Southeast,2020-02-01,59,Electricity+Gas,Residential,Single Family,1,1,1,Medium,Own,0
CUST0001594,Customer_1594,61,Male,West,2016-12-31,96,Electricity,Commercial,Apartment,0,1,1,Medium-High,Own,0
CUST0001595,Customer_1595,18,Female,Midwest,2022-01-01,36,Electricity,Small Business,Townhouse,1,1,3,Medium,Own,0
CUST0001596,Customer_1596,32,Female,Northeast,2016-07-02,102,Electricity+Gas,Small Business,Single Family,1,0,2,Medium-Low,Own,0
CUST0001597,Customer_1597,57,Female,Southwest,2021-04-02,45,Electricity+Water,Residential,Townhouse,1,0,4,Medium,Rent,0
CUST0001598,Customer_1598,78,Male,West,2023-01-01,24,Electricity,Residential,Condo,1,1,3,Low,Rent,1
CUST0001599,Customer_1599,48,Male,Southeast,2019-09-01,64,Electricity+Gas,Residential,Mobile Home,1,0,4,Medium-High,Own,0
CUST0001600,Customer_1600,37,Male,Northeast,2018-10-01,75,Gas,Residential,Apartment,1,0,2,Medium,Own,0
CUST0001601,Customer_1601,45,Female,West,2020-12-31,48,Electricity,Residential,Single Family,1,1,3,Medium,Own,1
CUST0001602,Customer_1602,68,Female,Gulf Coast,2024-10-01,3,Electricity+Water,Residential,Apartment,0,1,5,Medium-Low,Own,0
CUST0001603,Customer_1603,38,Male,Northeast,2024-02-01,11,Gas,Residential,Townhouse,1,0,2,Medium,Own,0
CUST0001604,Customer_1604,36,Male,Gulf Coast,2023-05-03,20,Electricity+Gas,Residential,Condo,0,0,4,Medium,Own,0
CUST0001605,Customer_1605,40,Male,Southeast,2023-06-02,19,Gas,Residential,Mobile Home,0,1,3,Medium,Own,0
CUST0001606,Customer_1606,33,Female,Gulf Coast,2019-06-02,67,Electricity,Residential,Condo,1,0,3,Medium-High,Rent,1
CUST0001607,Customer_1607,49,Female,Southwest,2024-12-01,1,Electricity+Gas,Commercial,Townhouse,1,1,1,Medium-High,Rent,1
CUST0001608,Customer_1608,72,Male,Gulf Coast,2018-01-01,84,Gas,Residential,Townhouse,0,1,2,Medium,Own,0
CUST0001609,Customer_1609,52,Male,West,2023-07-03,18,Electricity,Commercial,Single Family,0,1,1,Medium-High,Rent,0
CUST0001610,Customer_1610,44,Male,Northeast,2023-03-03,22,Electricity+Gas,Commercial,Single Family,1,0,1,Medium-Low,Own,1
CUST0001611,Customer_1611,43,Female,Northeast,2021-04-02,45,Electricity,Small Business,Condo,0,0,2,Medium,Own,0
CUST0001612,Customer_1612,24,Female,Midwest,2023-11-01,14,Electricity,Commercial,Townhouse,0,1,7,Medium,Rent,0
CUST0001613,Customer_1613,61,Female,Northeast,2014-04-02,129,Water,Residential,Apartment,1,1,3,Medium,Own,0
CUST0001614,Customer_1614,46,Male,Midwest,2024-08-01,5,Electricity,Residential,Single Family,1,1,3,Medium-Low,Rent,0
CUST0001615,Customer_1615,45,Female,Gulf Coast,2022-01-31,35,Electricity+Gas,Small Business,Single Family,1,1,3,Low,Rent,0
CUST0001616,Customer_1616,90,Male,Southeast,2015-08-02,113,Electricity+Water,Residential,Apartment,1,1,1,Medium,Own,0
CUST0001617,Customer_1617,52,Female,Midwest,2020-04-01,57,Electricity,Residential,Condo,1,0,2,Medium-Low,Own,1
CUST0001618,Customer_1618,36,Male,Southeast,2023-05-03,20,Gas,Residential,Single Family,1,1,1,Low,Own,0
CUST0001619,Customer_1619,41,Female,Southwest,2022-05-02,32,Electricity+Gas,Residential,Single Family,1,1,3,Medium-Low,Own,0
CUST0001620,Customer_1620,65,Female,Southeast,2018-12-01,73,Gas,Commercial,Townhouse,1,0,1,Medium,Own,0
CUST0001621,Customer_1621,49,Female,Southeast,2006-12-01,217,Electricity+Gas,Residential,Single Family,1,1,3,Low,Rent,1
CUST0001622,Customer_1622,26,Female,Gulf Coast,2013-11-01,134,Gas,Residential,Single Family,1,0,6,High,Own,0
CUST0001623,Customer_1623,61,Male,West,2022-12-01,25,Electricity,Commercial,Single Family,1,1,4,Medium-High,Own,1
CUST0001624,Customer_1624,37,Male,West,1994-12-31,360,Electricity,Residential,Apartment,1,1,2,Medium-Low,Own,1
CUST0001625,Customer_1625,76,Female,West,2024-12-01,1,Electricity+Gas,Commercial,Apartment,0,1,2,Medium,Own,0
CUST0001626,Customer_1626,64,Male,Midwest,2024-12-01,1,Electricity,Commercial,Condo,0,0,3,Low,Own,1
CUST0001627,Customer_1627,41,Male,West,2016-05-02,104,Water,Commercial,Apartment,0,1,2,Medium-High,Rent,0
CUST0001628,Customer_1628,67,Male,Southeast,2023-12-02,13,Electricity+Gas,Small Business,Townhouse,0,0,1,Medium-Low,Lease,0
CUST0001629,Customer_1629,49,Female,Northeast,2024-10-01,3,Electricity,Small Business,Single Family,0,0,3,Low,Own,0
CUST0001630,Customer_1630,60,Male,Southeast,2023-09-01,16,Electricity,Small Business,Townhouse,0,0,3,Medium-High,Rent,1
CUST0001631,Customer_1631,55,Male,Northeast,2022-04-02,33,Electricity,Residential,Apartment,1,0,3,Medium-Low,Rent,0
CUST0001632,Customer_1632,35,Male,Southeast,2018-07-02,78,Electricity+Gas,Residential,Single Family,0,0,4,Medium,Own,0
CUST0001633,Customer_1633,38,Male,Southeast,2020-03-02,58,Water,Residential,Townhouse,1,1,1,Medium-High,Own,0
CUST0001634,Customer_1634,63,Female,Southwest,2023-09-01,16,Electricity,Small Business,Single Family,1,1,1,Medium-High,Lease,0
CUST0001635,Customer_1635,42,Other,Southeast,2021-08-01,41,Electricity,Residential,Apartment,0,1,1,Medium-Low,Lease,1
CUST0001636,Customer_1636,41,Female,West,2012-01-01,156,Gas,Residential,Townhouse,0,1,2,Medium-High,Own,0
CUST0001637,Customer_1637,33,Male,Midwest,2016-08-01,101,Electricity,Small Business,Townhouse,0,0,1,Medium-Low,Rent,1
CUST0001638,Customer_1638,54,Female,Gulf Coast,2023-01-31,23,Electricity+Gas,Small Business,Condo,0,0,1,Medium,Rent,0
CUST0001639,Customer_1639,78,Female,Northeast,2004-11-30,241,Gas,Small Business,Mobile Home,1,1,2,Medium,Rent,0
CUST0001640,Customer_1640,31,Male,West,2018-12-01,73,Electricity,Residential,Condo,1,1,1,Low,Rent,0
CUST0001641,Customer_1641,48,Female,West,2024-10-01,3,Electricity+Gas,Residential,Condo,1,1,2,Medium,Rent,1
CUST0001642,Customer_1642,69,Female,Gulf Coast,2024-11-01,2,Gas,Residential,Single Family,1,1,2,Medium,Own,0
CUST0001643,Customer_1643,46,Female,Southeast,2024-02-01,11,Electricity,Residential,Single Family,0,0,4,Medium-High,Rent,0
CUST0001644,Customer_1644,54,Female,Southeast,2018-07-02,78,Electricity,Residential,Single Family,1,1,5,Medium-Low,Own,0
CUST0001645,Customer_1645,32,Male,Northeast,2024-01-01,12,Electricity+Gas,Small Business,Single Family,1,1,4,Medium-Low,Rent,0
CUST0001646,Customer_1646,54,Male,Southeast,2021-07-02,42,Gas,Residential,Single Family,1,1,1,Medium,Rent,0
CUST0001647,Customer_1647,45,Female,Midwest,2024-08-01,5,Electricity,Residential,Condo,0,0,2,Medium,Rent,1
CUST0001648,Customer_1648,62,Male,West,2012-05-02,152,Electricity,Small Business,Apartment,0,0,3,Medium,Lease,1
CUST0001649,Customer_1649,65,Male,Southeast,2022-12-01,25,Electricity,Residential,Apartment,0,1,4,Low,Rent,0
CUST0001650,Customer_1650,86,Female,Northeast,2013-01-31,143,Electricity,Small Business,Single Family,0,1,3,Medium-Low,Own,0
CUST0001651,Customer_1651,56,Female,Southeast,2010-08-01,173,Gas,Commercial,Apartment,1,1,3,Low,Rent,0
CUST0001652,Customer_1652,52,Male,Northeast,2024-12-01,1,Electricity,Residential,Condo,0,0,1,Medium-High,Rent,1
CUST0001653,Customer_1653,50,Female,Gulf Coast,2021-12-01,37,Gas,Small Business,Single Family,1,1,2,Medium-High,Rent,1
CUST0001654,Customer_1654,42,Female,Gulf Coast,2024-12-01,1,Electricity,Small Business,Mobile Home,1,1,1,Low,Own,1
CUST0001655,Customer_1655,53,Female,Southeast,2013-01-31,143,Electricity+Gas,Residential,Single Family,0,0,2,Medium,Own,1
CUST0001656,Customer_1656,43,Male,Southeast,2021-06-02,43,Electricity+Gas,Residential,Condo,0,1,3,Medium,Own,0
CUST0001657,Customer_1657,50,Male,Gulf Coast,2024-09-01,4,Gas,Residential,Single Family,1,1,1,Medium,Own,1
CUST0001658,Customer_1658,67,Male,Northeast,2024-06-01,7,Electricity,Residential,Apartment,1,0,5,Medium,Rent,0
CUST0001659,Customer_1659,32,Male,Southwest,2022-08-02,29,Electricity,Residential,Mobile Home,1,0,6,Medium-High,Rent,0
CUST0001660,Customer_1660,65,Male,Gulf Coast,2010-12-01,169,Electricity,Residential,Apartment,1,1,4,Medium,Lease,1
CUST0001661,Customer_1661,67,Male,Midwest,2019-03-03,70,Gas,Small Business,Apartment,0,1,7,High,Own,1
CUST0001662,Customer_1662,46,Male,Northeast,2014-12-01,121,Electricity,Commercial,Townhouse,0,0,2,Medium,Rent,1
CUST0001663,Customer_1663,18,Female,Southeast,2022-10-02,27,Electricity,Residential,Single Family,0,1,1,Low,Rent,0
CUST0001664,Customer_1664,38,Male,Gulf Coast,2024-11-01,2,Electricity+Water,Residential,Single Family,1,1,3,High,Own,0
CUST0001665,Customer_1665,67,Female,Northeast,2006-10-01,219,Electricity,Small Business,Single Family,1,1,4,Low,Own,0
CUST0001666,Customer_1666,47,Female,Southeast,2024-12-01,1,Electricity+Water,Small Business,Single Family,0,1,3,Medium-High,Rent,1
CUST0001667,Customer_1667,33,Male,West,2010-05-02,176,Electricity+Water,Residential,Mobile Home,0,0,4,Medium,Own,1
CUST0001668,Customer_1668,40,Female,West,2022-10-02,27,Water,Residential,Condo,1,1,4,Medium-High,Own,0
CUST0001669,Customer_1669,60,Female,Midwest,2024-12-01,1,Electricity+Water,Residential,Single Family,1,0,2,Medium,Own,0
CUST0001670,Customer_1670,56,Male,Southeast,2019-03-03,70,Electricity,Residential,Condo,1,1,3,Low,Rent,1
CUST0001671,Customer_1671,44,Female,Southwest,2005-05-02,236,Electricity,Small Business,Single Family,0,0,3,Medium-Low,Rent,0
CUST0001672,Customer_1672,42,Male,Southeast,2008-03-02,202,Electricity,Residential,Single Family,1,1,3,Medium,Rent,0
CUST0001673,Customer_1673,42,Female,Southeast,2024-03-02,10,Electricity,Residential,Townhouse,1,1,7,Medium,Rent,1
CUST0001674,Customer_1674,34,Male,West,2024-02-01,11,Electricity,Residential,Single Family,1,1,3,High,Lease,0
CUST0001675,Customer_1675,72,Female,Northeast,2020-10-31,50,Water,Commercial,Single Family,0,1,1,Medium,Rent,0
CUST0001676,Customer_1676,43,Male,Northeast,2020-01-01,60,Electricity,Residential,Townhouse,0,1,1,Medium-Low,Own,1
CUST0001677,Customer_1677,66,Female,Southeast,2018-05-02,80,Electricity,Residential,Mobile Home,0,0,2,Low,Lease,0
CUST0001678,Customer_1678,70,Male,Midwest,2024-02-01,11,Electricity+Gas,Small Business,Apartment,1,0,4,Medium-High,Own,0
CUST0001679,Customer_1679,62,Female,West,2009-01-30,191,Electricity,Small Business,Single Family,1,1,1,Medium-High,Rent,0
CUST0001680,Customer_1680,41,Female,West,2019-12-02,61,Gas,Residential,Single Family,1,1,6,Medium,Lease,0
CUST0001681,Customer_1681,54,Male,Southwest,2015-09-01,112,Electricity,Residential,Apartment,0,1,2,Medium,Own,1
CUST0001682,Customer_1682,47,Female,Southwest,2021-03-02,46,Water,Commercial,Townhouse,0,1,2,Medium-High,Rent,0
CUST0001683,Customer_1683,34,Male,Southwest,2022-05-02,32,Electricity+Gas,Residential,Condo,0,0,5,Medium-Low,Lease,1
CUST0001684,Customer_1684,52,Female,Southeast,2006-03-02,226,Electricity+Gas,Residential,Condo,1,0,4,Medium-Low,Rent,0
CUST0001685,Customer_1685,30,Female,Southeast,2020-09-01,52,Electricity,Residential,Condo,1,0,2,Medium,Rent,1
CUST0001686,Customer_1686,65,Female,Southwest,2015-01-01,120,Electricity+Water,Residential,Apartment,0,0,2,Low,Own,0
CUST0001687,Customer_1687,41,Female,Northeast,2009-10-01,183,Electricity,Residential,Apartment,1,1,1,Medium,Own,1
CUST0001688,Customer_1688,51,Male,Southeast,2019-06-02,67,Electricity+Gas,Small Business,Townhouse,0,1,1,Medium-Low,Rent,0
CUST0001689,Customer_1689,52,Male,Midwest,2021-01-31,47,Electricity+Water,Residential,Townhouse,1,1,2,Medium-Low,Own,1
CUST0001690,Customer_1690,44,Male,Midwest,2024-12-01,1,Electricity+Gas,Commercial,Single Family,0,0,3,Medium,Rent,1
CUST0001691,Customer_1691,56,Female,Midwest,2024-11-01,2,Electricity+Gas,Residential,Apartment,1,0,3,Medium,Own,1
CUST0001692,Customer_1692,40,Male,West,2023-12-02,13,Electricity,Small Business,Single Family,1,1,2,Low,Rent,1
CUST0001693,Customer_1693,61,Female,Midwest,2024-01-01,12,Gas,Small Business,Condo,0,1,3,Medium-Low,Own,1
CUST0001694,Customer_1694,27,Female,Gulf Coast,2023-08-02,17,Electricity+Water,Small Business,Single Family,0,0,2,Medium-Low,Own,0
CUST0001695,Customer_1695,49,Male,Southeast,2023-04-02,21,Electricity,Small Business,Condo,0,1,3,Low,Rent,0
CUST0001696,Customer_1696,77,Female,Midwest,2022-11-01,26,Electricity+Water,Small Business,Single Family,0,0,4,Medium,Rent,0
CUST0001697,Customer_1697,32,Male,Northeast,2022-05-02,32,Electricity+Gas,Residential,Townhouse,1,0,2,Medium-Low,Own,0
CUST0001698,Customer_1698,37,Male,Southeast,2024-07-02,6,Gas,Residential,Single Family,1,1,1,Medium-Low,Own,0
CUST0001699,Customer_1699,55,Female,Gulf Coast,2024-11-01,2,Electricity+Gas,Residential,Townhouse,1,0,1,Medium-High,Own,0
CUST0001700,Customer_1700,50,Male,Southeast,2019-06-02,67,Electricity,Small Business,Single Family,1,1,3,Low,Rent,0
CUST0001701,Customer_1701,53,Male,Southeast,2021-03-02,46,Electricity,Residential,Apartment,1,1,2,High,Own,0
CUST0001702,Customer_1702,55,Female,Midwest,2022-01-31,35,Electricity,Residential,Single Family,0,1,1,Medium,Rent,0
CUST0001703,Customer_1703,57,Male,Northeast,2020-01-01,60,Gas,Residential,Apartment,0,1,6,Medium-Low,Own,0
CUST0001704,Customer_1704,64,Other,Midwest,2016-04-01,105,Electricity+Water,Small Business,Condo,1,1,3,Medium-Low,Lease,0
CUST0001705,Customer_1705,54,Other,Southeast,2022-04-02,33,Gas,Commercial,Townhouse,1,1,4,High,Own,0
CUST0001706,Customer_1706,44,Male,Southeast,2019-12-02,61,Electricity+Gas,Small Business,Single Family,1,1,4,Medium,Own,1
CUST0001707,Customer_1707,58,Male,West,2009-09-01,184,Electricity,Residential,Apartment,0,0,5,Medium,Own,1
CUST0001708,Customer_1708,76,Female,Southwest,2015-12-02,109,Electricity+Gas,Residential,Condo,0,0,3,Medium,Rent,1
CUST0001709,Customer_1709,46,Male,Midwest,2022-04-02,33,Electricity+Gas,Residential,Townhouse,1,0,5,Medium,Lease,0
CUST0001710,Customer_1710,33,Male,Southwest,2019-11-01,62,Gas,Residential,Single Family,1,0,4,Medium-Low,Rent,0
CUST0001711,Customer_1711,64,Female,West,2024-02-01,11,Electricity+Water,Residential,Single Family,1,0,2,Medium-Low,Rent,0
CUST0001712,Customer_1712,46,Male,West,2020-12-01,49,Electricity+Water,Residential,Apartment,0,1,3,Medium,Own,0
CUST0001713,Customer_1713,18,Female,Southeast,2005-03-02,238,Electricity+Gas,Commercial,Single Family,0,1,7,Medium-High,Own,0
CUST0001714,Customer_1714,60,Male,Southeast,2021-06-02,43,Electricity+Water,Residential,Townhouse,0,1,7,Medium-Low,Lease,0
CUST0001715,Customer_1715,39,Male,Southeast,2011-12-01,157,Electricity+Gas,Residential,Apartment,0,0,1,Medium,Rent,0
CUST0001716,Customer_1716,46,Male,Southeast,2022-06-02,31,Water,Commercial,Single Family,0,0,2,High,Own,1
CUST0001717,Customer_1717,52,Other,Northeast,1994-12-31,360,Gas,Residential,Apartment,0,1,3,Medium-Low,Rent,0
CUST0001718,Customer_1718,50,Female,Northeast,2020-10-01,51,Electricity,Residential,Condo,1,1,2,Medium-Low,Own,0
CUST0001719,Customer_1719,58,Female,West,2024-11-01,2,Electricity+Water,Residential,Single Family,1,1,6,Medium-Low,Rent,1
CUST0001720,Customer_1720,41,Male,Midwest,2020-08-01,53,Electricity,Residential,Single Family,0,1,2,Low,Rent,0
CUST0001721,Customer_1721,55,Male,Southeast,2023-06-02,19,Electricity,Small Business,Townhouse,0,1,3,Medium,Own,1
CUST0001722,Customer_1722,44,Male,Southwest,2024-12-01,1,Electricity,Residential,Single Family,1,1,4,Medium-Low,Own,0
CUST0001723,Customer_1723,59,Female,West,2016-06-01,103,Electricity,Small Business,Condo,0,1,5,Low,Rent,1
CUST0001724,Customer_1724,57,Female,Southeast,2023-06-02,19,Electricity,Commercial,Mobile Home,1,0,2,Medium-High,Own,0
CUST0001725,Customer_1725,33,Female,Midwest,2017-01-31,95,Electricity+Gas,Residential,Mobile Home,1,1,3,Medium-High,Own,0
CUST0001726,Customer_1726,64,Male,Northeast,2023-05-03,20,Electricity+Water,Residential,Apartment,0,1,5,Medium-High,Own,0
CUST0001727,Customer_1727,39,Female,Southwest,2024-01-01,12,Electricity,Residential,Apartment,1,0,3,High,Own,1
CUST0001728,Customer_1728,60,Male,Southeast,2006-11-01,218,Water,Residential,Condo,1,1,2,Medium-High,Own,0
CUST0001729,Customer_1729,53,Other,Midwest,2022-11-01,26,Electricity,Residential,Single Family,0,1,4,Low,Rent,0
CUST0001730,Customer_1730,75,Male,Midwest,2020-06-01,55,Electricity,Residential,Single Family,1,0,4,Medium-Low,Lease,1
CUST0001731,Customer_1731,44,Female,Southwest,2020-05-02,56,Electricity+Gas,Residential,Single Family,1,1,1,Low,Rent,1
CUST0001732,Customer_1732,42,Male,Southwest,2020-12-01,49,Electricity+Water,Commercial,Condo,1,1,1,Medium-Low,Rent,1
CUST0001733,Customer_1733,47,Male,Midwest,2012-10-01,147,Electricity,Residential,Apartment,1,1,4,Low,Rent,0
CUST0001734,Customer_1734,43,Female,Northeast,2019-06-02,67,Electricity,Residential,Apartment,0,1,2,Medium,Rent,1
CUST0001735,Customer_1735,59,Male,Southwest,2022-06-02,31,Electricity,Commercial,Townhouse,0,0,4,Medium-High,Rent,1
CUST0001736,Customer_1736,23,Male,Gulf Coast,2015-03-03,118,Electricity+Water,Residential,Apartment,0,1,4,Medium-Low,Own,0
CUST0001737,Customer_1737,32,Female,West,2024-02-01,11,Electricity,Residential,Single Family,0,1,4,Medium,Own,1
CUST0001738,Customer_1738,31,Female,Gulf Coast,2021-01-31,47,Gas,Commercial,Apartment,0,1,2,Low,Own,0
CUST0001739,Customer_1739,62,Female,Northeast,2009-12-31,180,Electricity+Water,Residential,Apartment,0,0,6,Medium,Lease,0
CUST0001740,Customer_1740,73,Male,Southeast,2020-03-02,58,Electricity+Gas,Residential,Apartment,0,1,6,Medium-Low,Own,0
CUST0001741,Customer_1741,46,Female,Midwest,2016-08-01,101,Electricity+Water,Residential,Townhouse,0,1,3,High,Rent,1
CUST0001742,Customer_1742,45,Female,Southeast,2019-10-02,63,Electricity+Water,Residential,Apartment,1,1,3,High,Rent,0
CUST0001743,Customer_1743,49,Male,Northeast,2015-12-02,109,Gas,Residential,Condo,0,0,2,Low,Rent,0
CUST0001744,Customer_1744,65,Female,Midwest,2010-08-01,173,Electricity+Gas,Residential,Apartment,1,0,2,High,Own,0
CUST0001745,Customer_1745,34,Male,Southeast,2023-06-02,19,Electricity,Residential,Apartment,1,1,1,Medium,Own,0
CUST0001746,Customer_1746,51,Male,Southeast,2024-02-01,11,Electricity+Water,Residential,Townhouse,1,0,3,Medium,Rent,1
CUST0001747,Customer_1747,62,Male,Gulf Coast,2021-10-01,39,Electricity,Commercial,Condo,1,1,1,Medium,Rent,1
CUST0001748,Customer_1748,55,Male,Southeast,2019-01-01,72,Water,Residential,Apartment,1,1,6,Medium-High,Own,1
CUST0001749,Customer_1749,50,Female,Northeast,2023-10-02,15,Electricity,Residential,Single Family,1,0,1,Medium-Low,Own,0
CUST0001750,Customer_1750,63,Female,Northeast,2024-12-01,1,Electricity,Commercial,Single Family,0,1,1,Low,Own,1
CUST0001751,Customer_1751,18,Female,West,2022-12-01,25,Electricity,Residential,Single Family,0,1,2,Medium,Own,1
CUST0001752,Customer_1752,58,Female,West,2007-09-01,208,Electricity+Gas,Residential,Single Family,1,0,1,Medium,Rent,0
CUST0001753,Customer_1753,38,Male,Northeast,2019-01-31,71,Electricity,Residential,Apartment,1,0,3,Medium,Own,1
CUST0001754,Customer_1754,20,Female,Southeast,2022-07-02,30,Electricity,Commercial,Condo,0,1,1,Medium-High,Lease,0
