customer_id,bill_date,bill_amount,bill_status,payment_delay_days
CUST0001403,2024-07-24,250.37,Unpaid,10
CUST0001403,2024-08-23,238.32,Paid Late,5
CUST0001403,2024-09-22,185.47,Unpaid,0
CUST0001403,2024-10-22,154.71,Paid,7
CUST0001403,2024-11-21,237.98,Paid,13
CUST0001404,2023-01-01,155.59,Paid,0
CUST0001404,2023-01-31,193.87,Paid Late,4
CUST0001404,2023-03-02,194.73,Paid,2
CUST0001404,2023-04-01,151.63,Paid,3
CUST0001404,2023-05-01,210.85,Paid,12
CUST0001404,2023-05-31,166.47,Paid,0
CUST0001404,2023-06-30,188.18,Disputed,8
CUST0001404,2023-07-30,90.35,Paid,5
CUST0001404,2023-08-29,112.84,Paid,2
CUST0001404,2023-09-28,119.57,Disputed,1
CUST0001404,2023-10-28,126.66,Paid,3
CUST0001404,2023-11-27,135.04,Paid,13
CUST0001404,2023-12-27,160.49,Paid Late,4
CUST0001404,2024-01-26,171.89,Paid,4
CUST0001404,2024-02-25,180.43,Paid,1
CUST0001404,2024-03-26,176.99,Paid,9
CUST0001404,2024-04-25,181.45,Paid,1
CUST0001404,2024-05-25,180.05,Paid,5
CUST0001404,2024-06-24,124.22,Paid Late,4
CUST0001404,2024-07-24,157.46,Paid,1
CUST0001404,2024-08-23,130.3,Paid,8
CUST0001404,2024-09-22,92.5,Disputed,7
CUST0001404,2024-10-22,109.73,Paid,5
CUST0001404,2024-11-21,162.38,Disputed,6
CUST0001405,2023-01-01,74.14,Paid,0
CUST0001405,2023-01-31,61.14,Disputed,16
CUST0001405,2023-03-02,73.05,Paid,8
CUST0001405,2023-04-01,54.39,Unpaid,2
CUST0001405,2023-05-01,66.85,Disputed,0
CUST0001405,2023-05-31,58.35,Paid,15
CUST0001405,2023-06-30,40.5,Unpaid,0
CUST0001405,2023-07-30,60.65,Paid Late,2
CUST0001405,2023-08-29,39.38,Paid,0
CUST0001405,2023-09-28,62.92,Paid Late,2
CUST0001405,2023-10-28,69.68,Paid Late,1
CUST0001405,2023-11-27,49.83,Paid,4
CUST0001405,2023-12-27,24.12,Paid,5
CUST0001405,2024-01-26,96.7,Paid,16
CUST0001405,2024-02-25,104.06,Paid,2
CUST0001405,2024-03-26,104.43,Paid,2
CUST0001405,2024-04-25,72.02,Disputed,2
CUST0001405,2024-05-25,58.52,Paid,5
CUST0001405,2024-06-24,75.16,Paid,1
CUST0001405,2024-07-24,64.23,Paid Late,12
CUST0001405,2024-08-23,55.61,Paid,7
CUST0001405,2024-09-22,45.07,Paid,1
CUST0001405,2024-10-22,29.16,Paid,4
CUST0001405,2024-11-21,71.48,Paid,7
CUST0001406,2023-01-01,238.44,Paid,7
CUST0001406,2023-01-31,300.0,Paid,0
CUST0001406,2023-03-02,310.61,Paid,10
CUST0001406,2023-04-01,327.88,Unpaid,0
CUST0001406,2023-05-01,291.83,Paid,3
CUST0001406,2023-05-31,282.35,Paid,1
CUST0001406,2023-06-30,239.76,Paid,5
CUST0001406,2023-07-30,212.5,Paid,8
CUST0001406,2023-08-29,197.67,Paid,1
CUST0001406,2023-09-28,200.9,Paid Late,18
CUST0001406,2023-10-28,189.01,Paid,15
CUST0001406,2023-11-27,248.61,Paid,7
CUST0001406,2023-12-27,237.34,Paid,0
CUST0001406,2024-01-26,307.22,Paid Late,6
CUST0001406,2024-02-25,304.08,Paid,1
CUST0001406,2024-03-26,313.04,Disputed,3
CUST0001406,2024-04-25,317.34,Paid Late,4
CUST0001406,2024-05-25,302.53,Disputed,1
CUST0001406,2024-06-24,291.37,Paid Late,0
CUST0001406,2024-07-24,201.86,Paid,0
CUST0001406,2024-08-23,153.37,Paid,2
CUST0001406,2024-09-22,175.49,Paid,5
CUST0001406,2024-10-22,145.67,Paid,3
CUST0001406,2024-11-21,231.42,Paid,1
CUST0001407,2023-01-01,133.71,Paid Late,3
CUST0001407,2023-01-31,175.25,Paid Late,4
CUST0001407,2023-03-02,173.56,Unpaid,2
CUST0001407,2023-04-01,203.23,Paid,6
CUST0001407,2023-05-01,179.72,Paid,20
CUST0001407,2023-05-31,170.07,Paid Late,8
CUST0001407,2023-06-30,131.09,Paid,2
CUST0001407,2023-07-30,132.48,Paid,0
CUST0001407,2023-08-29,106.45,Paid,12
CUST0001407,2023-09-28,120.76,Paid,0
CUST0001407,2023-10-28,104.69,Unpaid,5
CUST0001407,2023-11-27,142.09,Disputed,1
CUST0001407,2023-12-27,181.5,Paid,8
CUST0001407,2024-01-26,204.69,Paid,1
CUST0001407,2024-02-25,172.54,Paid,10
CUST0001407,2024-03-26,185.73,Disputed,17
CUST0001407,2024-04-25,165.43,Unpaid,15
CUST0001407,2024-05-25,175.14,Paid,0
CUST0001407,2024-06-24,104.64,Paid,7
CUST0001407,2024-07-24,154.87,Paid,5
CUST0001407,2024-08-23,132.74,Paid,0
CUST0001407,2024-09-22,96.42,Paid,0
CUST0001407,2024-10-22,76.1,Paid,9
CUST0001407,2024-11-21,159.88,Paid,0
CUST0001408,2023-01-01,350.0,Paid,4
CUST0001408,2023-01-31,361.02,Paid,6
CUST0001408,2023-03-02,415.88,Paid,7
CUST0001408,2023-04-01,432.9,Paid,4
CUST0001408,2023-05-01,447.95,Paid,8
CUST0001408,2023-05-31,412.85,Paid,7
CUST0001408,2023-06-30,337.64,Paid,1
CUST0001408,2023-07-30,295.89,Paid,2
CUST0001408,2023-08-29,231.73,Paid,6
CUST0001408,2023-09-28,262.76,Unpaid,6
CUST0001408,2023-10-28,238.97,Paid,0
CUST0001408,2023-11-27,313.78,Paid,1
CUST0001408,2023-12-27,291.13,Paid Late,2
CUST0001408,2024-01-26,364.99,Paid Late,0
CUST0001408,2024-02-25,408.81,Paid,1
CUST0001408,2024-03-26,459.76,Paid,4
CUST0001408,2024-04-25,415.05,Paid,3
CUST0001408,2024-05-25,384.59,Paid,1
CUST0001408,2024-06-24,331.25,Paid Late,3
CUST0001408,2024-07-24,289.09,Paid,4
CUST0001408,2024-08-23,240.36,Unpaid,0
CUST0001408,2024-09-22,256.86,Paid,0
CUST0001408,2024-10-22,270.21,Paid Late,1
CUST0001408,2024-11-21,325.47,Paid Late,5
CUST0001409,2023-01-01,273.26,Paid,13
CUST0001409,2023-01-31,257.84,Unpaid,6
CUST0001409,2023-03-02,312.01,Paid,0
CUST0001409,2023-04-01,374.68,Paid,6
CUST0001409,2023-05-01,327.29,Unpaid,15
CUST0001409,2023-05-31,320.22,Unpaid,0
CUST0001409,2023-06-30,267.35,Paid,2
CUST0001409,2023-07-30,238.75,Paid,0
CUST0001409,2023-08-29,211.04,Disputed,0
CUST0001409,2023-09-28,173.44,Paid Late,7
CUST0001409,2023-10-28,198.73,Paid,1
CUST0001409,2023-11-27,197.22,Paid,3
CUST0001409,2023-12-27,253.8,Paid Late,1
CUST0001409,2024-01-26,341.61,Disputed,0
CUST0001409,2024-02-25,336.43,Paid,2
CUST0001409,2024-03-26,363.79,Paid,2
CUST0001409,2024-04-25,336.79,Paid Late,0
CUST0001409,2024-05-25,285.59,Paid,2
CUST0001409,2024-06-24,257.06,Paid,4
CUST0001409,2024-07-24,257.07,Disputed,2
CUST0001409,2024-08-23,212.84,Paid,2
CUST0001409,2024-09-22,196.95,Paid,9
CUST0001409,2024-10-22,193.34,Paid,0
CUST0001409,2024-11-21,222.09,Paid,2
CUST0001410,2023-01-01,186.47,Paid,12
CUST0001410,2023-01-31,250.37,Paid,4
CUST0001410,2023-03-02,267.51,Paid,3
CUST0001410,2023-04-01,269.91,Paid,17
CUST0001410,2023-05-01,231.38,Paid,19
CUST0001410,2023-05-31,215.93,Paid,1
CUST0001410,2023-06-30,204.02,Paid,0
CUST0001410,2023-07-30,136.03,Paid,17
CUST0001410,2023-08-29,130.76,Paid Late,1
CUST0001410,2023-09-28,77.28,Paid,6
CUST0001410,2023-10-28,158.23,Paid,5
CUST0001410,2023-11-27,150.14,Paid,0
CUST0001410,2023-12-27,191.73,Paid,0
CUST0001410,2024-01-26,212.12,Paid,1
CUST0001410,2024-02-25,267.41,Unpaid,4
CUST0001410,2024-03-26,253.86,Paid,1
CUST0001410,2024-04-25,257.26,Paid,0
CUST0001410,2024-05-25,192.02,Paid,0
CUST0001410,2024-06-24,196.29,Disputed,18
CUST0001410,2024-07-24,136.45,Paid,8
CUST0001410,2024-08-23,165.72,Paid Late,5
CUST0001410,2024-09-22,127.33,Paid,12
CUST0001410,2024-10-22,126.29,Paid Late,7
CUST0001410,2024-11-21,153.95,Paid Late,2
CUST0001411,2023-01-01,82.38,Disputed,19
CUST0001411,2023-01-31,103.87,Unpaid,13
CUST0001411,2023-03-02,84.52,Paid Late,7
CUST0001411,2023-04-01,84.89,Paid,3
CUST0001411,2023-05-01,69.94,Paid,4
CUST0001411,2023-05-31,57.51,Paid,15
CUST0001411,2023-06-30,105.16,Paid,8
CUST0001411,2023-07-30,53.85,Paid,1
CUST0001411,2023-08-29,28.79,Paid,2
CUST0001411,2023-09-28,44.78,Paid,6
CUST0001411,2023-10-28,52.89,Unpaid,8
CUST0001411,2023-11-27,90.35,Paid,2
CUST0001411,2023-12-27,54.64,Paid,5
CUST0001411,2024-01-26,101.14,Unpaid,4
CUST0001411,2024-02-25,76.99,Unpaid,5
CUST0001411,2024-03-26,91.45,Paid,0
CUST0001411,2024-04-25,90.5,Paid,2
CUST0001411,2024-05-25,85.54,Paid,6
CUST0001411,2024-06-24,55.81,Paid Late,0
CUST0001411,2024-07-24,92.74,Paid,14
CUST0001411,2024-08-23,49.71,Paid,0
CUST0001411,2024-09-22,26.78,Paid,6
CUST0001411,2024-10-22,66.91,Unpaid,27
CUST0001411,2024-11-21,65.71,Paid,1
CUST0001412,2023-01-01,169.42,Paid,12
CUST0001412,2023-01-31,176.18,Paid,1
CUST0001412,2023-03-02,195.68,Paid,0
CUST0001412,2023-04-01,206.24,Disputed,3
CUST0001412,2023-05-01,190.81,Paid,1
CUST0001412,2023-05-31,198.83,Paid,1
CUST0001412,2023-06-30,189.57,Paid,4
CUST0001412,2023-07-30,157.61,Paid Late,1
CUST0001412,2023-08-29,117.16,Paid,4
CUST0001412,2023-09-28,89.14,Paid Late,1
CUST0001412,2023-10-28,98.07,Paid,1
CUST0001412,2023-11-27,146.55,Paid,7
CUST0001412,2023-12-27,161.9,Paid Late,1
CUST0001412,2024-01-26,195.65,Paid,2
CUST0001412,2024-02-25,205.4,Paid Late,1
CUST0001412,2024-03-26,216.16,Paid,0
CUST0001412,2024-04-25,188.1,Paid,1
CUST0001412,2024-05-25,171.92,Paid,0
CUST0001412,2024-06-24,172.5,Paid,22
CUST0001412,2024-07-24,123.28,Paid,0
CUST0001412,2024-08-23,171.43,Paid,5
CUST0001412,2024-09-22,117.78,Disputed,3
CUST0001412,2024-10-22,107.91,Paid,23
CUST0001412,2024-11-21,134.95,Paid,12
CUST0001413,2023-01-01,258.22,Paid,4
CUST0001413,2023-01-31,321.09,Paid,2
CUST0001413,2023-03-02,311.75,Unpaid,2
CUST0001413,2023-04-01,346.6,Disputed,4
CUST0001413,2023-05-01,347.87,Unpaid,1
CUST0001413,2023-05-31,279.93,Paid Late,0
CUST0001413,2023-06-30,283.91,Disputed,0
CUST0001413,2023-07-30,231.65,Paid,2
CUST0001413,2023-08-29,200.23,Unpaid,18
CUST0001413,2023-09-28,192.87,Paid,0
CUST0001413,2023-10-28,172.47,Paid,7
CUST0001413,2023-11-27,212.6,Paid,0
CUST0001413,2023-12-27,268.95,Paid,3
CUST0001413,2024-01-26,248.67,Paid,0
CUST0001413,2024-02-25,282.77,Paid,3
CUST0001413,2024-03-26,341.36,Paid,0
CUST0001413,2024-04-25,304.22,Paid,1
CUST0001413,2024-05-25,272.82,Paid,3
CUST0001413,2024-06-24,237.64,Paid,3
CUST0001413,2024-07-24,221.11,Disputed,12
CUST0001413,2024-08-23,204.65,Paid,1
CUST0001413,2024-09-22,207.83,Paid,4
CUST0001413,2024-10-22,172.46,Paid Late,7
CUST0001413,2024-11-21,207.53,Disputed,2
CUST0001414,2023-01-01,315.64,Paid,0
CUST0001414,2023-01-31,314.15,Paid,1
CUST0001414,2023-03-02,365.29,Paid,0
CUST0001414,2023-04-01,389.61,Disputed,3
CUST0001414,2023-05-01,393.05,Paid,6
CUST0001414,2023-05-31,297.67,Paid Late,0
CUST0001414,2023-06-30,318.58,Paid,4
CUST0001414,2023-07-30,244.85,Paid,9
CUST0001414,2023-08-29,243.78,Paid Late,3
CUST0001414,2023-09-28,211.44,Paid,10
CUST0001414,2023-10-28,221.29,Paid,4
CUST0001414,2023-11-27,228.8,Paid Late,4
CUST0001414,2023-12-27,286.24,Paid Late,4
CUST0001414,2024-01-26,298.88,Paid Late,1
CUST0001414,2024-02-25,374.4,Paid,2
CUST0001414,2024-03-26,381.06,Paid,0
CUST0001414,2024-04-25,372.06,Paid,0
CUST0001414,2024-05-25,388.49,Paid,6
CUST0001414,2024-06-24,273.08,Paid,3
CUST0001414,2024-07-24,221.77,Paid,0
CUST0001414,2024-08-23,238.85,Paid,5
CUST0001414,2024-09-22,178.17,Paid,0
CUST0001414,2024-10-22,242.44,Paid,7
CUST0001414,2024-11-21,239.45,Paid Late,4
CUST0001415,2023-01-01,311.93,Paid,5
CUST0001415,2023-01-31,359.32,Paid,8
CUST0001415,2023-03-02,418.38,Paid,4
CUST0001415,2023-04-01,443.36,Unpaid,4
CUST0001415,2023-05-01,390.63,Disputed,2
CUST0001415,2023-05-31,356.59,Paid Late,2
CUST0001415,2023-06-30,292.94,Paid Late,0
CUST0001415,2023-07-30,248.28,Disputed,8
CUST0001415,2023-08-29,249.76,Unpaid,0
CUST0001415,2023-09-28,240.07,Paid,6
CUST0001415,2023-10-28,238.63,Paid,0
CUST0001415,2023-11-27,254.58,Paid,9
CUST0001415,2023-12-27,338.53,Paid,9
CUST0001415,2024-01-26,312.77,Paid Late,1
CUST0001415,2024-02-25,376.03,Paid,10
CUST0001415,2024-03-26,391.07,Disputed,5
CUST0001415,2024-04-25,381.52,Paid,3
CUST0001415,2024-05-25,357.93,Paid,2
CUST0001415,2024-06-24,326.39,Paid,0
CUST0001415,2024-07-24,243.58,Paid,1
CUST0001415,2024-08-23,218.62,Paid Late,12
CUST0001415,2024-09-22,217.72,Paid Late,4
CUST0001415,2024-10-22,241.72,Paid,29
CUST0001415,2024-11-21,274.2,Paid,8
CUST0001416,2023-01-01,245.9,Paid,9
CUST0001416,2023-01-31,224.39,Paid,1
CUST0001416,2023-03-02,283.13,Paid,0
CUST0001416,2023-04-01,301.15,Paid,0
CUST0001416,2023-05-01,302.2,Paid,0
CUST0001416,2023-05-31,278.73,Disputed,4
CUST0001416,2023-06-30,235.65,Paid,2
CUST0001416,2023-07-30,212.99,Paid,10
CUST0001416,2023-08-29,138.74,Paid,3
CUST0001416,2023-09-28,168.8,Paid,2
CUST0001416,2023-10-28,172.1,Paid,15
CUST0001416,2023-11-27,165.36,Paid,13
CUST0001416,2023-12-27,234.6,Paid,1
CUST0001416,2024-01-26,251.23,Paid,1
CUST0001416,2024-02-25,277.12,Paid,0
CUST0001416,2024-03-26,276.95,Disputed,1
CUST0001416,2024-04-25,267.6,Paid,12
CUST0001416,2024-05-25,269.74,Paid,6
CUST0001416,2024-06-24,210.84,Unpaid,2
CUST0001416,2024-07-24,156.08,Unpaid,10
CUST0001416,2024-08-23,169.39,Paid Late,16
CUST0001416,2024-09-22,156.0,Paid,0
CUST0001416,2024-10-22,134.71,Paid,15
CUST0001416,2024-11-21,243.34,Unpaid,8
CUST0001417,2023-01-01,310.73,Paid Late,2
CUST0001417,2023-01-31,324.03,Paid,12
CUST0001417,2023-03-02,380.64,Paid,2
CUST0001417,2023-04-01,373.17,Paid,1
CUST0001417,2023-05-01,361.91,Paid,0
CUST0001417,2023-05-31,338.36,Paid,5
CUST0001417,2023-06-30,286.02,Paid,9
CUST0001417,2023-07-30,254.31,Paid,16
CUST0001417,2023-08-29,231.24,Paid,14
CUST0001417,2023-09-28,199.86,Paid,1
CUST0001417,2023-10-28,222.76,Paid,7
CUST0001417,2023-11-27,254.31,Disputed,9
CUST0001417,2023-12-27,299.41,Paid,0
CUST0001417,2024-01-26,329.08,Paid,1
CUST0001417,2024-02-25,395.41,Paid,0
CUST0001417,2024-03-26,377.95,Paid Late,2
CUST0001417,2024-04-25,378.28,Paid,1
CUST0001417,2024-05-25,331.09,Paid Late,2
CUST0001417,2024-06-24,273.31,Paid Late,8
CUST0001417,2024-07-24,221.93,Paid,13
CUST0001417,2024-08-23,266.39,Paid,1
CUST0001417,2024-09-22,228.65,Paid,0
CUST0001417,2024-10-22,187.93,Paid,0
CUST0001417,2024-11-21,244.76,Disputed,1
CUST0001418,2023-01-01,244.35,Paid,7
CUST0001418,2023-01-31,298.3,Paid,12
CUST0001418,2023-03-02,321.77,Unpaid,0
CUST0001418,2023-04-01,325.12,Paid,1
CUST0001418,2023-05-01,328.37,Paid,11
CUST0001418,2023-05-31,298.44,Paid Late,2
CUST0001418,2023-06-30,271.29,Paid,2
CUST0001418,2023-07-30,256.75,Paid Late,6
CUST0001418,2023-08-29,191.19,Paid,9
CUST0001418,2023-09-28,178.24,Paid,6
CUST0001418,2023-10-28,194.95,Paid Late,4
CUST0001418,2023-11-27,218.61,Paid,1
CUST0001418,2023-12-27,252.27,Paid,8
CUST0001418,2024-01-26,286.49,Paid,16
CUST0001418,2024-02-25,322.51,Paid,3
CUST0001418,2024-03-26,331.5,Paid,3
CUST0001418,2024-04-25,324.15,Paid,3
CUST0001418,2024-05-25,296.04,Paid,0
CUST0001418,2024-06-24,265.3,Paid,12
CUST0001418,2024-07-24,241.47,Paid,4
CUST0001418,2024-08-23,171.46,Unpaid,6
CUST0001418,2024-09-22,211.29,Paid Late,5
CUST0001418,2024-10-22,190.51,Paid,7
CUST0001418,2024-11-21,226.47,Paid,1
CUST0001419,2023-01-01,329.09,Paid,2
CUST0001419,2023-01-31,353.34,Paid,17
CUST0001419,2023-03-02,424.04,Paid,0
CUST0001419,2023-04-01,461.04,Paid,4
CUST0001419,2023-05-01,449.99,Paid,5
CUST0001419,2023-05-31,385.2,Disputed,6
CUST0001419,2023-06-30,343.71,Unpaid,6
CUST0001419,2023-07-30,246.45,Unpaid,0
CUST0001419,2023-08-29,240.77,Paid,1
CUST0001419,2023-09-28,241.96,Paid Late,0
CUST0001419,2023-10-28,240.83,Paid,10
CUST0001419,2023-11-27,287.99,Unpaid,0
CUST0001419,2023-12-27,324.87,Paid,0
CUST0001419,2024-01-26,417.31,Paid,0
CUST0001419,2024-02-25,419.0,Paid Late,14
CUST0001419,2024-03-26,419.13,Unpaid,0
CUST0001419,2024-04-25,427.47,Paid,3
CUST0001419,2024-05-25,386.16,Paid,1
CUST0001419,2024-06-24,356.24,Paid,4
CUST0001419,2024-07-24,263.71,Paid,10
CUST0001419,2024-08-23,240.81,Paid,4
CUST0001419,2024-09-22,204.52,Paid Late,0
CUST0001419,2024-10-22,236.99,Paid,2
CUST0001419,2024-11-21,296.3,Paid,20
CUST0001420,2023-01-01,172.58,Paid,10
CUST0001420,2023-01-31,228.85,Paid Late,2
CUST0001420,2023-03-02,234.2,Paid Late,2
CUST0001420,2023-04-01,254.14,Paid Late,0
CUST0001420,2023-05-01,231.56,Unpaid,3
CUST0001420,2023-05-31,255.15,Paid,1
CUST0001420,2023-06-30,169.38,Paid Late,0
CUST0001420,2023-07-30,190.59,Paid,0
CUST0001420,2023-08-29,174.42,Paid,4
CUST0001420,2023-09-28,153.44,Paid,7
CUST0001420,2023-10-28,133.8,Paid Late,4
CUST0001420,2023-11-27,196.16,Disputed,5
CUST0001420,2023-12-27,189.56,Paid,0
CUST0001420,2024-01-26,222.46,Paid Late,3
CUST0001420,2024-02-25,241.48,Paid Late,1
CUST0001420,2024-03-26,252.5,Paid,0
CUST0001420,2024-04-25,254.23,Paid,1
CUST0001420,2024-05-25,211.72,Paid Late,8
CUST0001420,2024-06-24,214.05,Paid,2
CUST0001420,2024-07-24,172.33,Paid,0
CUST0001420,2024-08-23,129.0,Paid,2
CUST0001420,2024-09-22,179.75,Paid,3
CUST0001420,2024-10-22,144.57,Paid,9
CUST0001420,2024-11-21,174.8,Paid,4
CUST0001421,2023-01-01,297.41,Paid,1
CUST0001421,2023-01-31,317.43,Paid,1
CUST0001421,2023-03-02,357.42,Unpaid,6
CUST0001421,2023-04-01,383.99,Unpaid,5
CUST0001421,2023-05-01,324.85,Paid,0
CUST0001421,2023-05-31,323.42,Paid,4
CUST0001421,2023-06-30,306.87,Paid,21
CUST0001421,2023-07-30,226.31,Paid,0
CUST0001421,2023-08-29,223.62,Paid,0
CUST0001421,2023-09-28,212.78,Paid,2
CUST0001421,2023-10-28,214.5,Paid,1
CUST0001421,2023-11-27,267.84,Paid,3
CUST0001421,2023-12-27,292.8,Paid,0
CUST0001421,2024-01-26,347.23,Disputed,0
CUST0001421,2024-02-25,376.57,Paid,5
CUST0001421,2024-03-26,378.52,Unpaid,5
CUST0001421,2024-04-25,380.49,Paid,2
CUST0001421,2024-05-25,317.79,Paid,0
CUST0001421,2024-06-24,285.11,Paid Late,6
CUST0001421,2024-07-24,232.19,Unpaid,1
CUST0001421,2024-08-23,197.89,Paid,4
CUST0001421,2024-09-22,193.99,Paid,8
CUST0001421,2024-10-22,164.15,Paid Late,4
CUST0001421,2024-11-21,238.66,Paid,2
CUST0001422,2023-01-01,154.32,Disputed,6
CUST0001422,2023-01-31,183.8,Unpaid,5
CUST0001422,2023-03-02,220.21,Paid,0
CUST0001422,2023-04-01,227.84,Paid,13
CUST0001422,2023-05-01,186.44,Paid,8
CUST0001422,2023-05-31,172.48,Paid Late,13
CUST0001422,2023-06-30,136.68,Paid,3
CUST0001422,2023-07-30,114.69,Paid,6
CUST0001422,2023-08-29,117.56,Paid,0
CUST0001422,2023-09-28,114.28,Paid,3
CUST0001422,2023-10-28,134.65,Paid,3
CUST0001422,2023-11-27,127.45,Paid,2
CUST0001422,2023-12-27,158.71,Paid,0
CUST0001422,2024-01-26,155.52,Disputed,0
CUST0001422,2024-02-25,230.06,Paid Late,2
CUST0001422,2024-03-26,180.91,Paid,47
CUST0001422,2024-04-25,220.22,Paid,2
CUST0001422,2024-05-25,188.1,Paid,0
CUST0001422,2024-06-24,149.92,Disputed,10
CUST0001422,2024-07-24,118.72,Paid,3
CUST0001422,2024-08-23,132.66,Paid Late,15
CUST0001422,2024-09-22,113.97,Paid,10
CUST0001422,2024-10-22,137.73,Paid,4
CUST0001422,2024-11-21,154.14,Paid,3
CUST0001423,2023-01-01,56.12,Paid Late,13
CUST0001423,2023-01-31,57.6,Paid,7
CUST0001423,2023-03-02,127.68,Paid,19
CUST0001423,2023-04-01,116.24,Paid,2
CUST0001423,2023-05-01,41.91,Paid,16
CUST0001423,2023-05-31,89.74,Paid,7
CUST0001423,2023-06-30,52.46,Paid,1
CUST0001423,2023-07-30,63.58,Unpaid,4
CUST0001423,2023-08-29,46.47,Paid,12
CUST0001423,2023-09-28,55.61,Paid Late,11
CUST0001423,2023-10-28,53.15,Paid,1
CUST0001423,2023-11-27,56.23,Paid,2
CUST0001423,2023-12-27,88.59,Paid,3
CUST0001423,2024-01-26,83.32,Paid,1
CUST0001423,2024-02-25,113.25,Paid,8
CUST0001423,2024-03-26,56.75,Paid,9
CUST0001423,2024-04-25,95.94,Paid,3
CUST0001423,2024-05-25,56.62,Paid Late,3
CUST0001423,2024-06-24,66.27,Paid,10
CUST0001423,2024-07-24,54.48,Unpaid,4
CUST0001423,2024-08-23,48.08,Paid,7
CUST0001423,2024-09-22,15.48,Paid,6
CUST0001423,2024-10-22,10.0,Paid Late,3
CUST0001423,2024-11-21,83.82,Unpaid,8
CUST0001424,2023-01-01,78.65,Paid Late,30
CUST0001424,2023-01-31,96.02,Paid,5
CUST0001424,2023-03-02,116.99,Paid,4
CUST0001424,2023-04-01,116.0,Paid Late,0
CUST0001424,2023-05-01,141.38,Paid,7
CUST0001424,2023-05-31,94.51,Paid,3
CUST0001424,2023-06-30,47.69,Paid Late,0
CUST0001424,2023-07-30,46.4,Paid,3
CUST0001424,2023-08-29,43.53,Disputed,1
CUST0001424,2023-09-28,106.54,Disputed,5
CUST0001424,2023-10-28,65.62,Unpaid,1
CUST0001424,2023-11-27,91.31,Paid,1
CUST0001424,2023-12-27,127.64,Unpaid,3
CUST0001424,2024-01-26,77.36,Paid,2
CUST0001424,2024-02-25,70.95,Paid,13
CUST0001424,2024-03-26,139.58,Paid,6
CUST0001424,2024-04-25,122.68,Unpaid,5
CUST0001424,2024-05-25,103.48,Paid,0
CUST0001424,2024-06-24,107.87,Paid,7
CUST0001424,2024-07-24,130.54,Paid Late,8
CUST0001424,2024-08-23,57.03,Paid,8
CUST0001424,2024-09-22,52.82,Paid,12
CUST0001424,2024-10-22,37.53,Paid,2
CUST0001424,2024-11-21,103.51,Paid,5
CUST0001425,2023-01-01,287.09,Paid,5
CUST0001425,2023-01-31,313.15,Paid,0
CUST0001425,2023-03-02,364.14,Paid,2
CUST0001425,2023-04-01,396.91,Paid,0
CUST0001425,2023-05-01,363.31,Paid,3
CUST0001425,2023-05-31,358.34,Unpaid,1
CUST0001425,2023-06-30,299.76,Paid Late,0
CUST0001425,2023-07-30,217.89,Disputed,0
CUST0001425,2023-08-29,220.99,Paid,7
CUST0001425,2023-09-28,194.53,Paid,3
CUST0001425,2023-10-28,226.46,Paid Late,9
CUST0001425,2023-11-27,261.81,Unpaid,3
CUST0001425,2023-12-27,270.8,Paid,5
CUST0001425,2024-01-26,379.2,Paid,0
CUST0001425,2024-02-25,359.63,Paid Late,2
CUST0001425,2024-03-26,366.65,Unpaid,2
CUST0001425,2024-04-25,364.61,Paid,1
CUST0001425,2024-05-25,323.66,Unpaid,2
CUST0001425,2024-06-24,283.09,Paid,12
CUST0001425,2024-07-24,229.69,Paid,3
CUST0001425,2024-08-23,189.8,Disputed,1
CUST0001425,2024-09-22,243.74,Paid,0
CUST0001425,2024-10-22,211.48,Paid Late,4
CUST0001425,2024-11-21,272.88,Paid,4
CUST0001426,2023-01-01,249.2,Paid,3
CUST0001426,2023-01-31,283.34,Paid,3
CUST0001426,2023-03-02,271.9,Paid,20
CUST0001426,2023-04-01,267.52,Paid,2
CUST0001426,2023-05-01,310.53,Paid,14
CUST0001426,2023-05-31,265.41,Paid,0
CUST0001426,2023-06-30,260.84,Paid,8
CUST0001426,2023-07-30,207.29,Paid,6
CUST0001426,2023-08-29,164.96,Paid,0
CUST0001426,2023-09-28,173.98,Paid Late,0
CUST0001426,2023-10-28,200.27,Unpaid,4
CUST0001426,2023-11-27,223.9,Paid Late,1
CUST0001426,2023-12-27,227.99,Paid,4
CUST0001426,2024-01-26,302.65,Paid,3
CUST0001426,2024-02-25,330.84,Paid,1
CUST0001426,2024-03-26,308.89,Paid,0
CUST0001426,2024-04-25,296.91,Paid,3
CUST0001426,2024-05-25,238.94,Paid,0
CUST0001426,2024-06-24,222.05,Paid Late,11
CUST0001426,2024-07-24,228.96,Paid,6
CUST0001426,2024-08-23,177.75,Paid Late,1
CUST0001426,2024-09-22,199.95,Paid,17
CUST0001426,2024-10-22,178.21,Paid,3
CUST0001426,2024-11-21,223.93,Paid,0
CUST0001427,2023-01-01,201.84,Paid Late,16
CUST0001427,2023-01-31,183.92,Paid Late,25
CUST0001427,2023-03-02,255.94,Paid,11
CUST0001427,2023-04-01,270.54,Paid,0
CUST0001427,2023-05-01,274.77,Paid,0
CUST0001427,2023-05-31,239.26,Paid,6
CUST0001427,2023-06-30,233.99,Disputed,0
CUST0001427,2023-07-30,187.13,Unpaid,3
CUST0001427,2023-08-29,149.16,Paid,9
CUST0001427,2023-09-28,146.02,Paid,14
CUST0001427,2023-10-28,165.89,Paid,2
