customer_id,reading_date,consumption_kwh,meter_type,reading_type
CUST0000907,2023-09-28,1192.5,Smart,Actual
CUST0000907,2023-10-28,1156.65,Smart,Actual
CUST0000907,2023-11-27,1099.83,Smart,Actual
CUST0000907,2023-12-27,847.87,Digital,Actual
CUST0000907,2024-01-26,855.86,Smart,Actual
CUST0000907,2024-02-25,607.46,Analog,Actual
CUST0000907,2024-03-26,528.6,Smart,Actual
CUST0000907,2024-04-25,742.97,Digital,Actual
CUST0000907,2024-05-25,585.71,Analog,Actual
CUST0000907,2024-06-24,996.4,Smart,Actual
CUST0000907,2024-07-24,1171.1,Smart,Actual
CUST0000907,2024-08-23,1161.24,Smart,Actual
CUST0000907,2024-09-22,1212.22,Smart,Actual
CUST0000907,2024-10-22,1318.26,Analog,Estimated
CUST0000907,2024-11-21,995.72,Digital,Actual
CUST0000908,2023-01-01,1629.89,Digital,Actual
CUST0000908,2023-01-31,1145.26,Smart,Actual
CUST0000908,2023-03-02,931.45,Smart,Actual
CUST0000908,2023-04-01,801.84,Smart,Actual
CUST0000908,2023-05-01,833.96,Smart,Actual
CUST0000908,2023-05-31,1215.09,Digital,Estimated
CUST0000908,2023-06-30,1673.44,Smart,Actual
CUST0000908,2023-07-30,1902.91,Smart,Actual
CUST0000908,2023-08-29,1955.87,Smart,Actual
CUST0000908,2023-09-28,2226.57,Analog,Actual
CUST0000908,2023-10-28,2089.92,Smart,Actual
CUST0000908,2023-11-27,1504.87,Smart,Actual
CUST0000908,2023-12-27,1536.04,Digital,Actual
CUST0000908,2024-01-26,1363.75,Smart,Actual
CUST0000908,2024-02-25,1020.91,Smart,Estimated
CUST0000908,2024-03-26,765.06,Digital,Estimated
CUST0000908,2024-04-25,944.08,Digital,Actual
CUST0000908,2024-05-25,1110.32,Digital,Actual
CUST0000908,2024-06-24,1237.46,Smart,Actual
CUST0000908,2024-07-24,1664.22,Smart,Actual
CUST0000908,2024-08-23,1596.0,Digital,Actual
CUST0000908,2024-09-22,2074.51,Smart,Actual
CUST0000908,2024-10-22,1888.24,Digital,Estimated
CUST0000908,2024-11-21,1607.67,Analog,Actual
CUST0000909,2023-01-01,603.03,Digital,Actual
CUST0000909,2023-01-31,542.24,Smart,Actual
CUST0000909,2023-03-02,511.71,Analog,Estimated
CUST0000909,2023-04-01,375.42,Digital,Actual
CUST0000909,2023-05-01,355.17,Analog,Actual
CUST0000909,2023-05-31,542.81,Analog,Actual
CUST0000909,2023-06-30,659.76,Smart,Actual
CUST0000909,2023-07-30,746.32,Analog,Actual
CUST0000909,2023-08-29,845.58,Smart,Actual
CUST0000909,2023-09-28,758.31,Analog,Actual
CUST0000909,2023-10-28,859.17,Smart,Actual
CUST0000909,2023-11-27,578.86,Digital,Actual
CUST0000909,2023-12-27,711.49,Analog,Actual
CUST0000909,2024-01-26,580.93,Digital,Actual
CUST0000909,2024-02-25,439.42,Smart,Actual
CUST0000909,2024-03-26,394.53,Smart,Estimated
CUST0000909,2024-04-25,359.55,Digital,Actual
CUST0000909,2024-05-25,551.46,Analog,Actual
CUST0000909,2024-06-24,566.17,Digital,Actual
CUST0000909,2024-07-24,703.97,Digital,Actual
CUST0000909,2024-08-23,912.83,Smart,Actual
CUST0000909,2024-09-22,770.63,Smart,Actual
CUST0000909,2024-10-22,902.59,Digital,Actual
CUST0000909,2024-11-21,685.17,Smart,Actual
CUST0000910,2023-01-01,625.39,Analog,Actual
CUST0000910,2023-01-31,510.99,Smart,Actual
CUST0000910,2023-03-02,485.59,Smart,Actual
CUST0000910,2023-04-01,417.41,Digital,Actual
CUST0000910,2023-05-01,448.87,Smart,Actual
CUST0000910,2023-05-31,608.59,Smart,Actual
CUST0000910,2023-06-30,729.45,Smart,Estimated
CUST0000910,2023-07-30,839.3,Digital,Actual
CUST0000910,2023-08-29,927.78,Smart,Actual
CUST0000910,2023-09-28,964.09,Smart,Actual
CUST0000910,2023-10-28,962.25,Analog,Actual
CUST0000910,2023-11-27,882.71,Digital,Estimated
CUST0000910,2023-12-27,651.1,Analog,Actual
CUST0000910,2024-01-26,398.53,Digital,Actual
CUST0000910,2024-02-25,353.5,Digital,Actual
CUST0000910,2024-03-26,533.06,Smart,Actual
CUST0000910,2024-04-25,521.44,Digital,Actual
CUST0000910,2024-05-25,553.45,Smart,Actual
CUST0000910,2024-06-24,823.26,Analog,Actual
CUST0000910,2024-07-24,729.72,Digital,Actual
CUST0000910,2024-08-23,946.35,Digital,Estimated
CUST0000910,2024-09-22,1040.19,Smart,Actual
CUST0000910,2024-10-22,995.11,Digital,Actual
CUST0000910,2024-11-21,789.53,Smart,Actual
CUST0000911,2023-01-01,1956.27,Smart,Actual
CUST0000911,2023-01-31,1983.43,Smart,Estimated
CUST0000911,2023-03-02,1047.12,Analog,Actual
CUST0000911,2023-04-01,865.16,Analog,Estimated
CUST0000911,2023-05-01,1254.91,Smart,Actual
CUST0000911,2023-05-31,1290.54,Analog,Actual
CUST0000911,2023-06-30,1628.04,Digital,Actual
CUST0000911,2023-07-30,1884.2,Digital,Estimated
CUST0000911,2023-08-29,2427.35,Digital,Actual
CUST0000911,2023-09-28,2362.07,Smart,Estimated
CUST0000911,2023-10-28,2500.5,Smart,Actual
CUST0000911,2023-11-27,1891.37,Smart,Actual
CUST0000911,2023-12-27,1575.16,Analog,Actual
CUST0000911,2024-01-26,1636.95,Smart,Actual
CUST0000911,2024-02-25,1155.75,Analog,Actual
CUST0000911,2024-03-26,777.18,Digital,Actual
CUST0000911,2024-04-25,1293.99,Smart,Actual
CUST0000911,2024-05-25,1784.76,Smart,Actual
CUST0000911,2024-06-24,1543.12,Smart,Estimated
CUST0000911,2024-07-24,1999.37,Smart,Actual
CUST0000911,2024-08-23,2449.68,Smart,Actual
CUST0000911,2024-09-22,2602.14,Analog,Actual
CUST0000911,2024-10-22,2445.71,Digital,Actual
CUST0000911,2024-11-21,2125.17,Smart,Actual
CUST0000912,2023-01-01,459.19,Analog,Actual
CUST0000912,2023-01-31,447.03,Smart,Actual
CUST0000912,2023-03-02,389.59,Smart,Actual
CUST0000912,2023-04-01,271.07,Digital,Actual
CUST0000912,2023-05-01,350.44,Smart,Actual
CUST0000912,2023-05-31,423.77,Smart,Estimated
CUST0000912,2023-06-30,526.21,Smart,Estimated
CUST0000912,2023-07-30,608.14,Analog,Estimated
CUST0000912,2023-08-29,723.38,Smart,Actual
CUST0000912,2023-09-28,672.63,Smart,Actual
CUST0000912,2023-10-28,788.73,Digital,Estimated
CUST0000912,2023-11-27,621.66,Digital,Actual
CUST0000912,2023-12-27,464.16,Smart,Actual
CUST0000912,2024-01-26,460.2,Digital,Estimated
CUST0000912,2024-02-25,395.56,Smart,Actual
CUST0000912,2024-03-26,299.6,Smart,Actual
CUST0000912,2024-04-25,370.69,Smart,Actual
CUST0000912,2024-05-25,457.62,Smart,Actual
CUST0000912,2024-06-24,553.24,Smart,Actual
CUST0000912,2024-07-24,644.67,Digital,Actual
CUST0000912,2024-08-23,779.18,Smart,Actual
CUST0000912,2024-09-22,869.6,Smart,Actual
CUST0000912,2024-10-22,813.35,Analog,Actual
CUST0000912,2024-11-21,636.93,Smart,Actual
CUST0000913,2023-01-01,1465.31,Analog,Actual
CUST0000913,2023-01-31,1548.61,Smart,Estimated
CUST0000913,2023-03-02,1009.62,Smart,Actual
CUST0000913,2023-04-01,1025.72,Digital,Actual
CUST0000913,2023-05-01,1186.85,Smart,Actual
CUST0000913,2023-05-31,1264.42,Smart,Estimated
CUST0000913,2023-06-30,1664.32,Smart,Actual
CUST0000913,2023-07-30,1996.92,Smart,Actual
CUST0000913,2023-08-29,2094.53,Digital,Actual
CUST0000913,2023-09-28,2439.85,Smart,Actual
CUST0000913,2023-10-28,2392.5,Digital,Actual
CUST0000913,2023-11-27,1777.33,Smart,Actual
CUST0000913,2023-12-27,1693.45,Smart,Actual
CUST0000913,2024-01-26,1630.93,Smart,Actual
CUST0000913,2024-02-25,950.95,Digital,Estimated
CUST0000913,2024-03-26,1039.37,Smart,Actual
CUST0000913,2024-04-25,1227.85,Smart,Actual
CUST0000913,2024-05-25,1268.31,Smart,Actual
CUST0000913,2024-06-24,1590.95,Digital,Actual
CUST0000913,2024-07-24,2118.56,Smart,Actual
CUST0000913,2024-08-23,2509.69,Analog,Actual
CUST0000913,2024-09-22,2424.41,Smart,Actual
CUST0000913,2024-10-22,2623.84,Smart,Actual
CUST0000913,2024-11-21,2074.05,Smart,Actual
CUST0000914,2023-01-01,862.18,Smart,Actual
CUST0000914,2023-01-31,587.03,Smart,Actual
CUST0000914,2023-03-02,557.46,Smart,Actual
CUST0000914,2023-04-01,329.49,Smart,Estimated
CUST0000914,2023-05-01,512.32,Smart,Actual
CUST0000914,2023-05-31,620.76,Analog,Actual
CUST0000914,2023-06-30,762.98,Smart,Actual
CUST0000914,2023-07-30,893.55,Analog,Actual
CUST0000914,2023-08-29,1073.24,Analog,Actual
CUST0000914,2023-09-28,1161.27,Analog,Actual
CUST0000914,2023-10-28,1149.78,Smart,Actual
CUST0000914,2023-11-27,914.26,Digital,Actual
CUST0000914,2023-12-27,701.46,Analog,Estimated
CUST0000914,2024-01-26,572.09,Smart,Actual
CUST0000914,2024-02-25,388.52,Smart,Actual
CUST0000914,2024-03-26,507.33,Digital,Actual
CUST0000914,2024-04-25,580.05,Analog,Actual
CUST0000914,2024-05-25,605.59,Smart,Actual
CUST0000914,2024-06-24,769.96,Analog,Actual
CUST0000914,2024-07-24,918.89,Smart,Actual
CUST0000914,2024-08-23,979.62,Smart,Actual
CUST0000914,2024-09-22,1230.86,Digital,Estimated
CUST0000914,2024-10-22,995.42,Smart,Actual
CUST0000914,2024-11-21,923.92,Analog,Actual
CUST0000915,2023-01-01,361.48,Smart,Actual
CUST0000915,2023-01-31,286.03,Smart,Actual
CUST0000915,2023-03-02,223.87,Smart,Actual
CUST0000915,2023-04-01,180.75,Smart,Actual
CUST0000915,2023-05-01,230.79,Digital,Actual
CUST0000915,2023-05-31,258.47,Analog,Actual
CUST0000915,2023-06-30,335.32,Analog,Actual
CUST0000915,2023-07-30,331.08,Smart,Actual
CUST0000915,2023-08-29,417.3,Digital,Actual
CUST0000915,2023-09-28,491.89,Smart,Actual
CUST0000915,2023-10-28,434.54,Smart,Actual
CUST0000915,2023-11-27,346.88,Digital,Actual
CUST0000915,2023-12-27,383.81,Smart,Actual
CUST0000915,2024-01-26,230.84,Digital,Actual
CUST0000915,2024-02-25,171.11,Analog,Actual
CUST0000915,2024-03-26,194.38,Digital,Actual
CUST0000915,2024-04-25,228.57,Smart,Actual
CUST0000915,2024-05-25,321.68,Smart,Actual
CUST0000915,2024-06-24,340.96,Smart,Actual
CUST0000915,2024-07-24,420.14,Smart,Actual
CUST0000915,2024-08-23,414.61,Smart,Actual
CUST0000915,2024-09-22,451.61,Analog,Actual
CUST0000915,2024-10-22,403.91,Analog,Actual
CUST0000915,2024-11-21,331.78,Analog,Actual
CUST0000916,2023-01-01,443.96,Digital,Actual
CUST0000916,2023-01-31,361.16,Smart,Actual
CUST0000916,2023-03-02,302.57,Smart,Actual
CUST0000916,2023-04-01,227.54,Analog,Actual
CUST0000916,2023-05-01,293.82,Smart,Estimated
CUST0000916,2023-05-31,394.76,Analog,Actual
CUST0000916,2023-06-30,437.39,Analog,Estimated
CUST0000916,2023-07-30,523.02,Smart,Actual
CUST0000916,2023-08-29,602.35,Analog,Actual
CUST0000916,2023-09-28,779.46,Analog,Actual
CUST0000916,2023-10-28,568.95,Analog,Actual
CUST0000916,2023-11-27,645.47,Smart,Actual
CUST0000916,2023-12-27,467.7,Analog,Actual
CUST0000916,2024-01-26,386.5,Digital,Actual
CUST0000916,2024-02-25,277.62,Analog,Actual
CUST0000916,2024-03-26,289.11,Smart,Estimated
CUST0000916,2024-04-25,339.56,Smart,Actual
CUST0000916,2024-05-25,326.68,Digital,Actual
CUST0000916,2024-06-24,502.61,Smart,Actual
CUST0000916,2024-07-24,641.38,Digital,Actual
CUST0000916,2024-08-23,564.98,Analog,Actual
CUST0000916,2024-09-22,675.66,Digital,Actual
CUST0000916,2024-10-22,712.98,Digital,Actual
CUST0000916,2024-11-21,590.95,Smart,Actual
CUST0000917,2023-01-01,1204.32,Smart,Actual
CUST0000917,2023-01-31,982.37,Analog,Actual
CUST0000917,2023-03-02,1009.5,Analog,Actual
CUST0000917,2023-04-01,585.35,Smart,Actual
CUST0000917,2023-05-01,918.18,Analog,Actual
CUST0000917,2023-05-31,1164.83,Analog,Actual
CUST0000917,2023-06-30,1440.92,Smart,Actual
CUST0000917,2023-07-30,1467.35,Digital,Actual
CUST0000917,2023-08-29,1782.72,Smart,Estimated
CUST0000917,2023-09-28,1592.34,Smart,Actual
CUST0000917,2023-10-28,1938.35,Digital,Actual
CUST0000917,2023-11-27,1775.77,Smart,Actual
CUST0000917,2023-12-27,1410.89,Analog,Actual
CUST0000917,2024-01-26,1065.67,Digital,Actual
CUST0000917,2024-02-25,1069.09,Analog,Actual
CUST0000917,2024-03-26,828.38,Digital,Actual
CUST0000917,2024-04-25,905.97,Smart,Actual
CUST0000917,2024-05-25,1276.14,Analog,Actual
CUST0000917,2024-06-24,1396.62,Smart,Actual
CUST0000917,2024-07-24,1715.11,Digital,Actual
CUST0000917,2024-08-23,1811.91,Digital,Actual
CUST0000917,2024-09-22,1852.78,Smart,Actual
CUST0000917,2024-10-22,1855.5,Analog,Actual
CUST0000917,2024-11-21,1619.97,Smart,Actual
CUST0000918,2023-01-01,1987.6,Smart,Actual
CUST0000918,2023-01-31,1561.22,Analog,Actual
CUST0000918,2023-03-02,875.25,Digital,Actual
CUST0000918,2023-04-01,1401.14,Digital,Actual
CUST0000918,2023-05-01,1232.28,Analog,Actual
CUST0000918,2023-05-31,1525.39,Digital,Actual
CUST0000918,2023-06-30,1861.98,Analog,Actual
CUST0000918,2023-07-30,2237.19,Digital,Actual
CUST0000918,2023-08-29,2294.46,Smart,Actual
CUST0000918,2023-09-28,2819.68,Analog,Actual
CUST0000918,2023-10-28,2835.19,Smart,Actual
CUST0000918,2023-11-27,2140.3,Analog,Actual
CUST0000918,2023-12-27,1818.68,Smart,Actual
CUST0000918,2024-01-26,1337.17,Digital,Actual
CUST0000918,2024-02-25,1243.87,Smart,Actual
CUST0000918,2024-03-26,1404.19,Analog,Actual
CUST0000918,2024-04-25,1279.27,Smart,Actual
CUST0000918,2024-05-25,1631.4,Digital,Actual
CUST0000918,2024-06-24,1756.63,Smart,Actual
CUST0000918,2024-07-24,2689.5,Digital,Actual
CUST0000918,2024-08-23,2567.12,Smart,Actual
CUST0000918,2024-09-22,2606.78,Smart,Actual
CUST0000918,2024-10-22,2459.95,Digital,Actual
CUST0000918,2024-11-21,2448.0,Analog,Actual
CUST0000919,2023-01-01,1085.95,Smart,Actual
CUST0000919,2023-01-31,1108.16,Digital,Actual
CUST0000919,2023-03-02,924.95,Digital,Actual
CUST0000919,2023-04-01,912.0,Smart,Actual
CUST0000919,2023-05-01,1045.14,Smart,Estimated
CUST0000919,2023-05-31,1202.01,Digital,Actual
CUST0000919,2023-06-30,1424.79,Digital,Actual
CUST0000919,2023-07-30,1722.79,Smart,Actual
CUST0000919,2023-08-29,1769.77,Smart,Estimated
CUST0000919,2023-09-28,2073.61,Smart,Estimated
CUST0000919,2023-10-28,1961.89,Smart,Actual
CUST0000919,2023-11-27,1637.55,Analog,Actual
CUST0000919,2023-12-27,1498.89,Digital,Estimated
CUST0000919,2024-01-26,1128.45,Smart,Actual
CUST0000919,2024-02-25,803.2,Digital,Actual
CUST0000919,2024-03-26,739.2,Smart,Estimated
CUST0000919,2024-04-25,917.46,Digital,Actual
CUST0000919,2024-05-25,1140.75,Digital,Actual
CUST0000919,2024-06-24,1560.64,Smart,Actual
CUST0000919,2024-07-24,1431.01,Analog,Estimated
CUST0000919,2024-08-23,1977.54,Digital,Actual
CUST0000919,2024-09-22,1899.72,Smart,Actual
CUST0000919,2024-10-22,1997.75,Digital,Actual
CUST0000919,2024-11-21,1726.46,Analog,Actual
CUST0000920,2023-01-01,1599.01,Digital,Actual
CUST0000920,2023-01-31,1622.13,Digital,Actual
CUST0000920,2023-03-02,1400.2,Digital,Actual
CUST0000920,2023-04-01,1425.79,Smart,Actual
CUST0000920,2023-05-01,1196.82,Digital,Estimated
CUST0000920,2023-05-31,1728.6,Smart,Estimated
CUST0000920,2023-06-30,1855.82,Analog,Actual
CUST0000920,2023-07-30,2359.4,Smart,Estimated
CUST0000920,2023-08-29,2618.33,Smart,Actual
CUST0000920,2023-09-28,2278.63,Smart,Estimated
CUST0000920,2023-10-28,2322.14,Digital,Actual
CUST0000920,2023-11-27,2165.37,Digital,Actual
CUST0000920,2023-12-27,1925.4,Smart,Actual
CUST0000920,2024-01-26,1541.58,Digital,Actual
CUST0000920,2024-02-25,1024.36,Smart,Actual
CUST0000920,2024-03-26,1045.06,Smart,Actual
CUST0000920,2024-04-25,1406.52,Smart,Actual
CUST0000920,2024-05-25,1397.98,Digital,Actual
CUST0000920,2024-06-24,1915.69,Digital,Actual
CUST0000920,2024-07-24,2520.68,Analog,Actual
CUST0000920,2024-08-23,2494.59,Analog,Actual
CUST0000920,2024-09-22,2783.12,Smart,Actual
CUST0000920,2024-10-22,2817.82,Analog,Actual
CUST0000920,2024-11-21,2322.01,Analog,Actual
CUST0000921,2023-01-01,436.9,Smart,Estimated
CUST0000921,2023-01-31,374.04,Digital,Estimated
CUST0000921,2023-03-02,174.79,Smart,Actual
CUST0000921,2023-04-01,376.5,Smart,Actual
CUST0000921,2023-05-01,328.11,Smart,Estimated
CUST0000921,2023-05-31,431.65,Smart,Actual
CUST0000921,2023-06-30,536.8,Smart,Actual
CUST0000921,2023-07-30,502.25,Smart,Actual
CUST0000921,2023-08-29,684.71,Smart,Actual
CUST0000921,2023-09-28,683.65,Smart,Actual
CUST0000921,2023-10-28,619.53,Analog,Actual
CUST0000921,2023-11-27,603.48,Digital,Actual
CUST0000921,2023-12-27,510.21,Smart,Actual
CUST0000921,2024-01-26,426.59,Analog,Actual
CUST0000921,2024-02-25,270.52,Smart,Actual
CUST0000921,2024-03-26,204.07,Smart,Estimated
CUST0000921,2024-04-25,228.22,Smart,Estimated
CUST0000921,2024-05-25,378.4,Digital,Actual
CUST0000921,2024-06-24,492.81,Digital,Estimated
CUST0000921,2024-07-24,523.59,Digital,Actual
CUST0000921,2024-08-23,709.88,Smart,Actual
CUST0000921,2024-09-22,659.9,Smart,Actual
CUST0000921,2024-10-22,735.62,Smart,Actual
CUST0000921,2024-11-21,591.72,Smart,Actual
CUST0000922,2023-01-01,801.84,Smart,Actual
CUST0000922,2023-01-31,516.97,Smart,Actual
CUST0000922,2023-03-02,413.72,Smart,Actual
CUST0000922,2023-04-01,601.99,Smart,Actual
CUST0000922,2023-05-01,442.66,Analog,Actual
CUST0000922,2023-05-31,596.87,Analog,Actual
CUST0000922,2023-06-30,731.17,Digital,Estimated
CUST0000922,2023-07-30,1051.18,Smart,Actual
CUST0000922,2023-08-29,1032.17,Digital,Actual
CUST0000922,2023-09-28,1186.08,Analog,Actual
CUST0000922,2023-10-28,1135.32,Analog,Actual
CUST0000922,2023-11-27,886.15,Digital,Actual
CUST0000922,2023-12-27,843.46,Digital,Actual
CUST0000922,2024-01-26,462.05,Smart,Actual
CUST0000922,2024-02-25,453.92,Analog,Actual
CUST0000922,2024-03-26,518.35,Smart,Estimated
CUST0000922,2024-04-25,483.98,Digital,Actual
CUST0000922,2024-05-25,549.46,Analog,Estimated
CUST0000922,2024-06-24,687.84,Smart,Actual
CUST0000922,2024-07-24,912.44,Smart,Actual
CUST0000922,2024-08-23,1068.69,Smart,Actual
CUST0000922,2024-09-22,1053.76,Smart,Actual
CUST0000922,2024-10-22,1032.22,Analog,Actual
CUST0000922,2024-11-21,870.65,Smart,Actual
CUST0000923,2023-01-01,2001.85,Smart,Actual
CUST0000923,2023-01-31,1590.38,Digital,Actual
CUST0000923,2023-03-02,1590.0,Digital,Actual
CUST0000923,2023-04-01,1201.3,Smart,Actual
CUST0000923,2023-05-01,1203.68,Smart,Actual
CUST0000923,2023-05-31,1635.74,Digital,Actual
CUST0000923,2023-06-30,1813.48,Smart,Actual
CUST0000923,2023-07-30,2138.49,Digital,Actual
CUST0000923,2023-08-29,2594.54,Digital,Actual
CUST0000923,2023-09-28,2594.42,Analog,Actual
CUST0000923,2023-10-28,2251.69,Smart,Actual
CUST0000923,2023-11-27,2401.92,Digital,Actual
CUST0000923,2023-12-27,1685.6,Smart,Actual
CUST0000923,2024-01-26,1358.15,Smart,Actual
CUST0000923,2024-02-25,1383.48,Smart,Actual
CUST0000923,2024-03-26,1175.42,Analog,Actual
CUST0000923,2024-04-25,1371.56,Smart,Actual
CUST0000923,2024-05-25,1762.71,Smart,Actual
CUST0000923,2024-06-24,1756.28,Smart,Actual
CUST0000923,2024-07-24,2383.24,Smart,Estimated
CUST0000923,2024-08-23,2456.44,Digital,Actual
CUST0000923,2024-09-22,2728.46,Analog,Actual
CUST0000923,2024-10-22,2837.88,Digital,Actual
CUST0000923,2024-11-21,2135.14,Digital,Actual
CUST0000924,2023-01-01,262.28,Smart,Actual
CUST0000924,2023-01-31,257.69,Smart,Estimated
CUST0000924,2023-03-02,217.88,Digital,Actual
CUST0000924,2023-04-01,187.43,Smart,Actual
CUST0000924,2023-05-01,184.03,Digital,Estimated
CUST0000924,2023-05-31,239.03,Smart,Actual
CUST0000924,2023-06-30,259.5,Analog,Actual
CUST0000924,2023-07-30,400.01,Smart,Actual
CUST0000924,2023-08-29,432.41,Analog,Actual
CUST0000924,2023-09-28,462.83,Smart,Actual
CUST0000924,2023-10-28,379.94,Smart,Actual
CUST0000924,2023-11-27,371.84,Smart,Actual
CUST0000924,2023-12-27,332.64,Smart,Actual
CUST0000924,2024-01-26,229.65,Smart,Actual
CUST0000924,2024-02-25,200.39,Digital,Estimated
CUST0000924,2024-03-26,206.3,Smart,Actual
CUST0000924,2024-04-25,163.19,Smart,Actual
CUST0000924,2024-05-25,272.51,Analog,Actual
CUST0000924,2024-06-24,297.18,Digital,Actual
CUST0000924,2024-07-24,334.8,Smart,Actual
CUST0000924,2024-08-23,442.21,Smart,Actual
CUST0000924,2024-09-22,482.96,Smart,Actual
CUST0000924,2024-10-22,404.36,Smart,Actual
CUST0000924,2024-11-21,328.85,Smart,Actual
CUST0000925,2023-01-01,1550.05,Smart,Actual
CUST0000925,2023-01-31,968.25,Smart,Estimated
CUST0000925,2023-03-02,1140.95,Digital,Actual
CUST0000925,2023-04-01,760.5,Digital,Actual
CUST0000925,2023-05-01,1006.72,Digital,Actual
CUST0000925,2023-05-31,1387.65,Smart,Actual
CUST0000925,2023-06-30,1487.19,Smart,Actual
CUST0000925,2023-07-30,1791.65,Smart,Estimated
CUST0000925,2023-08-29,1952.34,Smart,Actual
CUST0000925,2023-09-28,2270.84,Digital,Actual
CUST0000925,2023-10-28,1971.92,Digital,Actual
CUST0000925,2023-11-27,1596.89,Smart,Actual
CUST0000925,2023-12-27,1476.89,Smart,Estimated
CUST0000925,2024-01-26,1288.42,Digital,Actual
CUST0000925,2024-02-25,954.32,Smart,Actual
CUST0000925,2024-03-26,613.85,Analog,Actual
CUST0000925,2024-04-25,989.44,Analog,Actual
CUST0000925,2024-05-25,903.64,Analog,Actual
CUST0000925,2024-06-24,1417.72,Digital,Actual
CUST0000925,2024-07-24,1426.47,Digital,Actual
CUST0000925,2024-08-23,1958.47,Smart,Actual
CUST0000925,2024-09-22,2161.57,Analog,Actual
CUST0000925,2024-10-22,1746.4,Smart,Estimated
CUST0000925,2024-11-21,1758.7,Digital,Estimated
CUST0000926,2023-01-01,1927.54,Analog,Actual
CUST0000926,2023-01-31,1775.44,Smart,Actual
CUST0000926,2023-03-02,1539.76,Smart,Actual
CUST0000926,2023-04-01,1151.31,Digital,Estimated
CUST0000926,2023-05-01,1576.85,Smart,Actual
CUST0000926,2023-05-31,1651.63,Digital,Actual
CUST0000926,2023-06-30,1959.69,Smart,Actual
CUST0000926,2023-07-30,2463.92,Smart,Actual
CUST0000926,2023-08-29,2650.24,Smart,Actual
CUST0000926,2023-09-28,2681.92,Smart,Actual
CUST0000926,2023-10-28,2792.05,Analog,Estimated
CUST0000926,2023-11-27,2217.56,Analog,Actual
CUST0000926,2023-12-27,2004.17,Digital,Estimated
CUST0000926,2024-01-26,1661.37,Smart,Actual
CUST0000926,2024-02-25,1187.11,Smart,Actual
CUST0000926,2024-03-26,1001.5,Smart,Actual
CUST0000926,2024-04-25,1223.07,Smart,Estimated
CUST0000926,2024-05-25,1987.68,Smart,Actual
CUST0000926,2024-06-24,1836.66,Analog,Actual
CUST0000926,2024-07-24,2093.82,Digital,Estimated
CUST0000926,2024-08-23,2640.65,Smart,Estimated
CUST0000926,2024-09-22,2353.06,Digital,Actual
CUST0000926,2024-10-22,2578.89,Digital,Actual
CUST0000926,2024-11-21,2462.75,Digital,Actual
CUST0000927,2023-01-01,1154.18,Analog,Actual
CUST0000927,2023-01-31,1286.74,Analog,Actual
CUST0000927,2023-03-02,773.99,Smart,Actual
CUST0000927,2023-04-01,796.97,Smart,Actual
CUST0000927,2023-05-01,972.15,Smart,Actual
CUST0000927,2023-05-31,986.03,Smart,Actual
CUST0000927,2023-06-30,1340.15,Smart,Actual
CUST0000927,2023-07-30,1583.1,Analog,Actual
CUST0000927,2023-08-29,1605.35,Smart,Actual
CUST0000927,2023-09-28,1567.35,Digital,Actual
CUST0000927,2023-10-28,1455.19,Analog,Actual
CUST0000927,2023-11-27,1538.27,Analog,Estimated
CUST0000927,2023-12-27,1046.66,Digital,Estimated
CUST0000927,2024-01-26,864.53,Smart,Actual
CUST0000927,2024-02-25,858.59,Smart,Estimated
CUST0000927,2024-03-26,725.76,Smart,Actual
CUST0000927,2024-04-25,723.88,Digital,Actual
CUST0000927,2024-05-25,850.3,Smart,Actual
CUST0000927,2024-06-24,1318.82,Digital,Actual
CUST0000927,2024-07-24,1458.34,Smart,Actual
CUST0000927,2024-08-23,1635.73,Analog,Actual
CUST0000927,2024-09-22,1868.32,Smart,Actual
CUST0000927,2024-10-22,1692.19,Smart,Estimated
CUST0000927,2024-11-21,1514.61,Digital,Actual
CUST0000928,2023-01-01,202.95,Digital,Actual
CUST0000928,2023-01-31,187.43,Digital,Actual
CUST0000928,2023-03-02,151.37,Analog,Estimated
CUST0000928,2023-04-01,137.89,Smart,Estimated
CUST0000928,2023-05-01,119.95,Analog,Actual
CUST0000928,2023-05-31,177.64,Analog,Estimated
CUST0000928,2023-06-30,214.82,Smart,Actual
CUST0000928,2023-07-30,261.95,Analog,Estimated
CUST0000928,2023-08-29,307.51,Smart,Actual
CUST0000928,2023-09-28,344.26,Analog,Actual
CUST0000928,2023-10-28,292.2,Smart,Actual
CUST0000928,2023-11-27,293.89,Digital,Actual
CUST0000928,2023-12-27,245.89,Smart,Estimated
CUST0000928,2024-01-26,155.39,Smart,Actual
CUST0000928,2024-02-25,106.45,Smart,Estimated
CUST0000928,2024-03-26,132.17,Smart,Actual
CUST0000928,2024-04-25,130.04,Analog,Actual
CUST0000928,2024-05-25,228.84,Smart,Estimated
CUST0000928,2024-06-24,254.15,Digital,Actual
CUST0000928,2024-07-24,266.95,Smart,Actual
CUST0000928,2024-08-23,300.73,Smart,Actual
CUST0000928,2024-09-22,319.29,Smart,Actual
CUST0000928,2024-10-22,310.48,Analog,Actual
CUST0000928,2024-11-21,238.28,Analog,Actual
CUST0000929,2023-01-01,1046.23,Digital,Actual
CUST0000929,2023-01-31,881.24,Smart,Actual
CUST0000929,2023-03-02,823.4,Smart,Actual
CUST0000929,2023-04-01,638.53,Smart,Actual
CUST0000929,2023-05-01,748.58,Smart,Actual
