customer_id,census_median_income,neighborhood_crime_index,area_avg_property_value,distance_to_service_center_miles,num_competitors_in_area,area_satisfaction_index,renewable_energy_adoption_pct,avg_outages_per_year_area
CUST0001296,48688.0,8.07,237188.0,31.9,0,2.36,7.8,1
CUST0001297,117223.0,7.32,197306.0,49.8,0,4.54,39.6,4
CUST0001298,119887.0,3.69,485759.0,19.5,0,3.18,35.4,2
CUST0001299,72037.0,7.01,199963.0,30.3,3,3.28,39.8,3
CUST0001300,55678.0,2.84,348434.0,36.2,0,4.32,8.5,5
CUST0001301,39989.0,2.68,216803.0,22.8,4,4.19,0.0,3
CUST0001302,55454.0,9.81,310748.0,4.6,0,2.21,36.9,4
CUST0001303,53100.0,9.49,587723.0,15.4,0,3.58,26.1,2
CUST0001304,106434.0,6.06,210594.0,40.9,1,2.51,24.1,3
CUST0001305,81156.0,9.09,478219.0,16.7,1,2.22,0.4,6
CUST0001306,81995.0,8.68,133087.0,22.2,0,3.05,31.6,5
CUST0001307,71400.0,2.91,594420.0,17.8,3,2.91,33.3,2
CUST0001308,86067.0,9.77,444833.0,4.3,1,3.24,4.2,3
CUST0001309,91609.0,1.52,558226.0,37.7,0,3.74,33.7,2
CUST0001310,85389.0,6.63,495429.0,40.3,1,2.14,25.3,4
CUST0001311,41669.0,9.5,529593.0,42.3,1,3.86,33.6,6
CUST0001312,116329.0,2.84,134335.0,10.9,0,3.29,38.3,2
CUST0001313,47731.0,5.0,380219.0,11.3,1,5.0,35.0,4
CUST0001314,79249.0,1.04,508608.0,6.9,2,4.47,14.8,3
CUST0001315,108822.0,5.01,437920.0,37.7,4,2.7,40.0,3
CUST0001316,47403.0,1.32,593497.0,24.9,1,4.52,31.2,4
CUST0001317,73635.0,8.18,213276.0,5.1,1,2.03,22.9,3
CUST0001318,75438.0,2.54,107756.0,14.4,2,4.48,21.0,4
CUST0001319,73675.0,7.11,143126.0,44.6,3,3.56,36.2,5
CUST0001320,50467.0,1.73,140012.0,10.7,0,4.75,18.1,1
CUST0001321,107431.0,7.78,513257.0,4.0,3,3.33,27.5,3
CUST0001322,76462.0,8.67,304600.0,13.8,3,2.9,29.2,4
CUST0001323,78887.0,6.37,303048.0,34.9,0,3.12,4.7,6
CUST0001324,112060.0,3.24,160027.0,4.4,1,2.75,25.2,1
CUST0001325,52526.0,9.26,582172.0,0.7,1,4.25,1.6,3
CUST0001326,98544.0,5.67,172447.0,12.7,3,4.11,15.5,3
CUST0001327,94678.0,2.6,257795.0,22.1,0,3.44,28.4,5
CUST0001328,77685.0,5.15,121951.0,38.4,1,3.95,16.9,2
CUST0001329,30192.0,3.52,538044.0,18.4,1,2.92,22.1,1
CUST0001330,33313.0,1.52,272600.0,27.1,2,4.54,9.6,2
CUST0001331,95518.0,6.41,362603.0,45.3,0,3.07,6.4,2
CUST0001332,71666.0,7.88,437347.0,38.2,0,3.25,0.7,3
CUST0001333,114786.0,2.72,524268.0,46.5,1,2.66,38.9,4
CUST0001334,74529.0,3.33,198923.0,3.1,2,3.75,10.4,4
CUST0001335,70706.0,1.41,309932.0,45.4,3,4.31,27.4,4
CUST0001336,102413.0,6.09,430477.0,35.9,3,3.87,13.1,2
CUST0001337,43380.0,4.06,197257.0,5.3,2,3.13,21.7,3
CUST0001338,72595.0,2.13,331051.0,23.0,0,2.02,32.5,2
CUST0001339,61130.0,5.9,123481.0,46.8,1,4.77,20.9,3
CUST0001340,100190.0,3.44,353578.0,2.6,3,3.57,26.9,3
CUST0001341,72253.0,2.93,463425.0,46.8,3,4.09,20.4,3
CUST0001342,71158.0,4.86,238798.0,18.6,4,3.21,3.8,5
CUST0001343,65182.0,5.78,242763.0,28.7,4,4.92,25.2,4
CUST0001344,77259.0,7.12,121521.0,47.8,3,2.64,18.4,2
CUST0001345,61692.0,2.92,309194.0,26.9,2,3.85,32.0,3
CUST0001346,74969.0,2.76,390952.0,37.7,3,3.54,8.9,3
CUST0001347,74174.0,1.12,536515.0,18.9,1,2.54,20.4,2
CUST0001348,117151.0,7.9,243650.0,3.3,0,4.33,32.8,4
CUST0001349,54101.0,5.91,275210.0,39.0,1,2.72,31.4,1
CUST0001350,72018.0,9.72,350754.0,17.9,1,4.08,37.3,4
CUST0001351,92093.0,1.23,348985.0,28.5,0,3.59,37.0,2
CUST0001352,93147.0,4.37,408697.0,45.9,1,2.77,15.2,1
CUST0001353,76117.0,8.62,149607.0,33.2,2,4.12,3.6,2
CUST0001354,99621.0,4.58,586157.0,19.4,1,2.49,9.8,5
CUST0001355,93192.0,1.31,360691.0,20.0,1,2.75,0.6,2
CUST0001356,60536.0,2.56,405223.0,18.4,0,3.15,39.1,3
CUST0001357,74572.0,7.71,517417.0,8.8,1,2.03,19.0,3
CUST0001358,50808.0,8.52,571581.0,26.6,0,4.9,8.4,4
CUST0001359,102127.0,9.19,117755.0,13.5,2,3.6,28.5,3
CUST0001360,106903.0,4.99,262650.0,20.9,1,3.23,4.3,1
CUST0001361,36455.0,6.71,582936.0,12.7,2,4.82,9.9,5
CUST0001362,32314.0,9.04,378974.0,20.1,1,2.49,12.4,2
CUST0001363,94179.0,6.5,524428.0,9.6,1,2.68,13.7,3
CUST0001364,89140.0,7.71,110314.0,31.9,4,4.35,1.9,2
CUST0001365,86997.0,5.39,456945.0,40.2,4,3.67,32.5,2
CUST0001366,97948.0,8.0,240859.0,48.6,1,4.82,32.7,4
CUST0001367,85692.0,2.48,391170.0,7.3,1,4.36,31.9,1
CUST0001368,114060.0,7.22,187885.0,4.0,0,3.45,18.4,2
CUST0001369,109328.0,5.7,230550.0,40.3,0,2.16,18.4,2
CUST0001370,86408.0,6.57,527068.0,36.0,1,4.44,5.7,4
CUST0001371,102422.0,7.27,143383.0,37.4,3,4.34,38.6,7
CUST0001372,117083.0,1.14,282056.0,14.4,0,2.85,20.9,3
CUST0001373,57787.0,9.82,187576.0,6.7,2,2.35,37.8,4
CUST0001374,69493.0,9.11,426025.0,14.6,0,2.31,17.8,1
CUST0001375,95081.0,6.34,503565.0,32.0,3,3.55,6.4,3
CUST0001376,86377.0,6.89,311910.0,12.8,2,3.06,16.6,3
CUST0001377,68882.0,8.58,577673.0,15.0,0,3.01,9.4,3
CUST0001378,79381.0,1.65,150230.0,31.0,1,3.34,3.6,6
CUST0001379,83746.0,5.3,418395.0,33.0,1,4.53,16.4,4
CUST0001380,109794.0,5.61,123168.0,10.5,0,4.58,3.7,7
CUST0001381,82887.0,4.88,556257.0,35.9,0,3.14,26.7,2
CUST0001382,71359.0,7.72,180332.0,41.4,3,2.75,35.5,6
CUST0001383,94264.0,2.84,511202.0,6.9,1,3.07,28.3,2
CUST0001384,82636.0,9.25,244868.0,17.4,1,3.16,1.8,5
CUST0001385,106455.0,7.85,391876.0,33.5,2,2.7,7.4,2
CUST0001386,60862.0,6.83,464865.0,32.8,2,3.45,19.1,1
CUST0001387,64928.0,7.23,349419.0,27.8,1,2.2,16.9,2
CUST0001388,89721.0,9.62,214589.0,14.5,0,2.12,30.7,2
CUST0001389,49611.0,8.83,419956.0,29.5,4,2.17,32.1,2
CUST0001390,34654.0,6.54,540791.0,25.2,1,4.47,24.3,2
CUST0001391,70026.0,7.45,530730.0,24.7,3,3.42,27.4,6
CUST0001392,73484.0,1.05,594752.0,26.8,2,2.09,14.4,2
CUST0001393,117360.0,1.35,114744.0,46.2,1,4.94,8.6,5
CUST0001394,47694.0,6.3,501429.0,5.2,1,2.87,35.2,2
CUST0001395,89961.0,7.68,200981.0,40.8,1,2.52,35.9,9
CUST0001396,65927.0,3.48,485017.0,37.4,3,3.14,36.1,3
CUST0001397,118405.0,4.3,187471.0,28.9,1,3.23,0.1,4
CUST0001398,104395.0,7.87,561241.0,25.1,2,3.4,15.1,4
CUST0001399,63218.0,5.45,479330.0,46.4,3,3.48,25.3,2
CUST0001400,113216.0,8.57,317321.0,9.9,2,3.79,17.3,3
CUST0001401,54903.0,9.82,442660.0,12.9,1,2.99,33.4,3
CUST0001402,52925.0,6.42,156159.0,30.1,0,2.33,25.3,3
CUST0001403,69341.0,6.7,582064.0,2.8,1,2.92,7.3,1
CUST0001404,85823.0,6.69,96213.0,7.1,2,2.79,19.2,1
CUST0001405,76577.0,9.41,370469.0,20.5,1,4.02,22.4,6
CUST0001406,31035.0,1.38,360748.0,16.9,4,2.62,16.4,3
CUST0001407,116439.0,9.45,378293.0,15.4,0,3.12,15.5,0
CUST0001408,115276.0,6.03,250221.0,4.7,2,3.35,4.1,2
CUST0001409,54588.0,5.31,422758.0,1.1,0,4.1,22.0,4
CUST0001410,44097.0,8.11,501355.0,40.2,0,3.48,5.5,0
CUST0001411,64088.0,5.13,193966.0,46.6,1,3.99,16.1,4
CUST0001412,115298.0,8.56,268540.0,6.7,1,4.3,4.1,2
CUST0001413,115507.0,1.93,115632.0,48.7,4,2.03,13.8,5
CUST0001414,45746.0,6.68,424272.0,39.3,1,2.37,5.3,7
CUST0001415,114079.0,9.54,565231.0,35.7,3,4.15,37.7,3
CUST0001416,62343.0,7.13,412662.0,30.2,2,3.41,8.2,3
CUST0001417,50679.0,4.72,330856.0,0.8,2,4.54,13.4,4
CUST0001418,106156.0,6.79,319153.0,4.0,3,4.2,5.0,3
CUST0001419,98764.0,4.11,288324.0,11.4,1,3.69,37.6,5
CUST0001420,102713.0,6.19,174306.0,40.6,0,2.97,8.3,4
CUST0001421,87261.0,4.17,159099.0,7.9,2,2.03,19.2,3
CUST0001422,46576.0,2.98,169089.0,4.8,2,2.77,24.8,4
CUST0001423,117382.0,8.2,194916.0,5.6,2,2.11,23.7,2
CUST0001424,118255.0,7.34,379117.0,46.6,0,2.03,6.5,5
CUST0001425,83661.0,1.15,589217.0,45.8,0,4.59,33.1,3
CUST0001426,71978.0,2.63,250590.0,27.1,1,2.77,27.3,6
CUST0001427,65128.0,6.9,476130.0,33.2,2,4.65,26.1,5
CUST0001428,70908.0,3.9,348785.0,13.1,0,3.95,22.0,1
CUST0001429,32555.0,6.45,154942.0,1.3,2,4.62,24.1,0
CUST0001430,34060.0,4.35,282008.0,37.3,1,4.21,28.8,5
CUST0001431,54617.0,5.67,372967.0,24.5,1,3.62,7.0,3
CUST0001432,45235.0,7.23,359480.0,28.9,2,4.59,6.7,2
CUST0001433,61176.0,2.53,333581.0,26.3,2,2.97,7.4,2
CUST0001434,74482.0,3.79,354847.0,44.0,0,2.77,19.5,3
CUST0001435,102855.0,2.78,187616.0,13.2,0,3.05,1.7,3
CUST0001436,91415.0,9.29,275519.0,45.3,1,3.61,19.1,2
CUST0001437,42648.0,2.81,311872.0,49.4,0,4.67,24.3,1
CUST0001438,97521.0,6.64,361890.0,13.1,0,2.03,16.5,1
CUST0001439,50353.0,4.81,314704.0,9.9,2,4.3,7.8,3
CUST0001440,47170.0,7.05,138069.0,15.3,3,2.43,24.6,3
CUST0001441,95486.0,8.98,109223.0,6.5,2,4.05,14.0,4
CUST0001442,44409.0,4.48,587389.0,1.4,3,2.56,34.6,4
CUST0001443,107714.0,8.48,280516.0,11.6,0,4.45,34.8,9
CUST0001444,110136.0,7.13,587801.0,23.3,1,4.97,21.8,0
CUST0001445,97645.0,4.92,89904.0,41.6,1,4.57,14.6,5
CUST0001446,111551.0,2.4,529178.0,20.2,2,2.78,28.5,5
CUST0001447,51038.0,1.19,168893.0,7.4,1,4.93,9.9,3
CUST0001448,89222.0,4.0,177269.0,40.7,2,2.45,15.0,3
CUST0001449,91332.0,7.65,226002.0,2.8,0,2.24,38.8,2
CUST0001450,51401.0,8.97,91357.0,33.8,1,4.82,19.4,4
CUST0001451,30010.0,5.0,212937.0,30.4,0,3.35,31.2,6
CUST0001452,56137.0,2.16,402393.0,1.7,0,4.48,2.8,1
CUST0001453,55584.0,1.53,585508.0,46.2,2,2.61,30.6,1
CUST0001454,60610.0,6.43,250401.0,37.8,0,3.42,30.7,5
CUST0001455,79312.0,6.69,578531.0,34.9,1,4.19,32.0,4
CUST0001456,111542.0,9.23,433219.0,40.5,1,3.8,36.1,2
CUST0001457,30875.0,1.78,543181.0,22.5,4,3.62,18.2,3
CUST0001458,64000.0,7.45,575544.0,39.0,0,4.59,1.1,0
CUST0001459,35539.0,2.08,414038.0,2.7,3,3.8,0.7,2
CUST0001460,37793.0,7.98,89082.0,5.8,1,4.83,30.5,2
CUST0001461,115613.0,1.31,109533.0,1.2,0,3.52,1.9,5
CUST0001462,115940.0,8.73,271537.0,36.8,0,3.03,6.7,4
CUST0001463,31688.0,5.7,133711.0,24.6,2,4.73,14.1,2
CUST0001464,73604.0,6.17,251048.0,48.9,1,4.69,28.3,4
CUST0001465,75657.0,3.98,143311.0,41.5,1,3.64,35.1,4
CUST0001466,80644.0,9.84,578628.0,44.1,0,2.28,37.6,2
CUST0001467,97111.0,8.34,265132.0,32.5,3,2.34,39.3,4
CUST0001468,104211.0,6.22,578393.0,48.5,0,2.17,8.9,2
CUST0001469,91549.0,5.98,142254.0,2.3,4,2.74,6.9,3
CUST0001470,38691.0,8.88,335533.0,3.5,0,4.49,0.6,4
CUST0001471,47397.0,1.1,510197.0,42.2,3,3.39,20.7,2
CUST0001472,113755.0,5.81,382041.0,35.2,4,2.43,35.9,6
CUST0001473,104706.0,4.23,108101.0,8.4,1,2.24,31.0,1
CUST0001474,35256.0,4.33,342554.0,35.9,3,4.52,37.3,2
CUST0001475,39803.0,5.21,132712.0,5.0,1,2.6,34.9,6
CUST0001476,69071.0,4.3,486781.0,36.6,0,4.36,1.7,1
CUST0001477,97035.0,6.96,85146.0,48.1,0,3.27,7.0,3
CUST0001478,77024.0,9.05,81207.0,38.0,1,2.25,13.9,7
CUST0001479,110360.0,5.06,472174.0,45.5,3,4.87,31.2,6
CUST0001480,104359.0,3.56,467204.0,23.3,0,4.02,5.9,3
CUST0001481,85715.0,9.78,452968.0,21.7,3,3.06,35.7,3
CUST0001482,71943.0,7.1,381124.0,49.3,2,2.46,3.9,5
CUST0001483,64415.0,6.33,368636.0,14.8,0,4.38,29.2,3
CUST0001484,70450.0,2.28,181982.0,27.0,3,4.57,12.7,1
CUST0001485,44526.0,7.37,135462.0,20.7,3,3.09,16.8,4
CUST0001486,76005.0,1.5,102613.0,45.8,4,4.6,7.4,3
CUST0001487,40306.0,8.03,418574.0,20.9,3,2.33,24.8,4
CUST0001488,61486.0,2.22,177094.0,21.3,0,2.63,10.1,2
CUST0001489,64906.0,8.12,282138.0,24.7,3,4.57,19.5,2
CUST0001490,39302.0,7.18,148237.0,26.3,2,3.56,19.3,5
CUST0001491,114394.0,2.56,597660.0,17.0,2,3.36,35.0,3
CUST0001492,76726.0,5.77,135474.0,46.2,3,3.63,13.4,3
CUST0001493,78273.0,9.91,471898.0,27.0,4,3.23,26.4,3
CUST0001494,48883.0,4.98,132271.0,20.0,1,4.03,25.6,7
CUST0001495,86897.0,1.67,132766.0,37.4,2,3.52,11.0,6
CUST0001496,35575.0,4.07,229486.0,7.7,0,4.62,26.5,7
CUST0001497,99888.0,5.28,432975.0,25.8,0,3.31,39.5,5
CUST0001498,113343.0,8.24,407981.0,26.9,1,3.47,36.9,3
CUST0001499,72651.0,8.64,130121.0,32.7,3,4.89,16.9,0
CUST0001500,96699.0,2.48,251275.0,43.5,2,3.81,3.4,2
CUST0001501,73203.0,6.12,97919.0,8.5,0,4.91,34.7,4
CUST0001502,107771.0,4.58,559254.0,41.8,3,3.79,36.4,0
CUST0001503,84148.0,2.78,567914.0,37.9,0,4.57,13.6,1
CUST0001504,70376.0,8.16,559935.0,25.2,1,4.68,1.6,2
CUST0001505,105482.0,2.89,93336.0,15.3,0,4.74,24.1,3
CUST0001506,76022.0,4.6,181522.0,24.6,4,4.4,22.8,6
CUST0001507,36153.0,2.67,441544.0,46.5,1,2.39,9.7,3
CUST0001508,111736.0,9.54,215079.0,44.7,3,3.58,15.3,5
CUST0001509,93108.0,7.2,398384.0,40.8,2,2.07,20.0,4
CUST0001510,35906.0,2.29,472740.0,46.2,1,2.13,17.9,3
CUST0001511,87842.0,8.29,550396.0,16.1,1,4.99,9.9,2
CUST0001512,74798.0,2.62,241530.0,34.4,0,2.71,0.3,4
CUST0001513,59719.0,1.12,186203.0,31.4,1,2.8,34.0,3
CUST0001514,41648.0,8.86,189081.0,30.4,1,4.45,26.5,5
CUST0001515,88276.0,3.15,201564.0,5.8,2,2.57,29.3,5
CUST0001516,101947.0,4.84,584148.0,13.4,1,3.78,38.5,4
CUST0001517,50116.0,1.23,336753.0,18.4,1,2.78,39.9,1
CUST0001518,118317.0,3.64,145323.0,20.9,1,3.22,4.0,6
CUST0001519,90173.0,2.69,369565.0,32.0,1,3.93,39.6,2
CUST0001520,112344.0,6.48,90334.0,20.8,0,4.41,32.1,6
CUST0001521,49105.0,9.47,307729.0,26.0,1,3.25,29.5,0
CUST0001522,104181.0,8.36,95734.0,6.5,1,2.05,3.1,1
CUST0001523,77563.0,1.44,555901.0,17.3,3,2.01,29.9,2
CUST0001524,33467.0,2.49,428925.0,27.9,0,2.98,0.6,4
CUST0001525,95517.0,1.95,217763.0,45.7,1,2.74,0.2,6
CUST0001526,34409.0,6.89,418868.0,43.4,1,2.66,34.2,3
CUST0001527,101228.0,5.17,146094.0,23.1,0,2.12,23.0,2
CUST0001528,98137.0,5.14,196907.0,25.0,0,3.53,12.2,4
CUST0001529,99439.0,9.81,493652.0,39.3,1,4.19,5.7,4
CUST0001530,31907.0,5.36,229667.0,42.8,2,3.8,13.4,5
CUST0001531,89191.0,3.49,520633.0,16.7,0,2.6,23.0,3
CUST0001532,101520.0,2.46,442073.0,15.7,3,2.7,11.5,1
CUST0001533,35698.0,3.08,169206.0,16.3,2,3.75,36.7,5
CUST0001534,42740.0,9.54,93475.0,46.4,1,3.1,9.3,1
CUST0001535,101783.0,1.71,557871.0,19.7,0,3.24,20.9,3
CUST0001536,42298.0,7.63,167599.0,34.8,0,4.8,1.2,2
CUST0001537,31773.0,9.02,488914.0,10.5,2,2.25,16.8,3
CUST0001538,33633.0,9.88,593281.0,14.4,2,4.8,27.2,2
CUST0001539,95267.0,7.8,179778.0,31.6,4,3.6,10.7,6
CUST0001540,74526.0,9.47,137741.0,33.9,2,4.79,32.4,4
CUST0001541,36401.0,7.21,361503.0,8.1,1,3.92,31.9,1
CUST0001542,85385.0,5.97,268667.0,47.0,1,3.53,21.7,3
CUST0001543,112826.0,8.16,472298.0,30.8,1,2.48,3.1,2
CUST0001544,41729.0,8.55,586408.0,12.9,4,2.98,13.2,4
CUST0001545,69322.0,3.28,356935.0,30.4,3,2.33,17.5,4
CUST0001546,117152.0,6.49,490336.0,9.4,0,2.61,37.1,4
CUST0001547,56221.0,6.61,221296.0,46.0,2,3.27,1.2,4
CUST0001548,116282.0,5.58,539924.0,18.1,2,3.36,7.6,1
CUST0001549,101375.0,1.86,579430.0,10.1,1,4.64,22.9,2
CUST0001550,72819.0,9.8,325408.0,8.2,1,4.45,14.5,2
CUST0001551,41230.0,6.06,382001.0,23.1,2,4.51,33.8,1
CUST0001552,119775.0,4.36,494921.0,21.5,0,2.05,29.1,3
CUST0001553,72821.0,7.11,154109.0,26.7,3,4.04,0.9,5
CUST0001554,43934.0,8.05,186886.0,35.9,4,3.82,9.5,1
CUST0001555,79622.0,9.87,370462.0,9.4,3,2.66,30.3,2
CUST0001556,72941.0,6.25,418395.0,10.5,0,2.5,34.5,5
CUST0001557,81657.0,4.85,501242.0,21.8,3,3.49,17.8,1
CUST0001558,113284.0,9.57,370835.0,39.0,0,3.01,14.2,2
CUST0001559,71432.0,9.0,456520.0,19.4,1,3.6,25.4,3
CUST0001560,52019.0,5.06,383234.0,28.4,2,3.02,16.0,4
CUST0001561,112588.0,5.41,265915.0,24.0,0,3.6,13.9,1
CUST0001562,78733.0,5.83,357009.0,2.1,2,4.34,10.0,2
CUST0001563,118080.0,6.63,496388.0,1.3,3,3.34,37.1,3
CUST0001564,34843.0,1.82,498640.0,38.0,2,4.3,27.8,5
CUST0001565,41943.0,7.21,400817.0,34.1,3,4.76,18.2,5
CUST0001566,68127.0,1.16,481193.0,5.2,1,4.76,6.3,3
CUST0001567,95453.0,3.11,86958.0,40.4,3,2.16,1.4,3
CUST0001568,52012.0,6.19,430898.0,25.2,0,3.3,39.5,3
CUST0001569,60283.0,7.34,586968.0,41.1,2,4.79,34.7,4
CUST0001570,96242.0,9.78,323492.0,39.4,2,3.14,16.5,4
CUST0001571,32042.0,1.72,81400.0,13.5,1,4.76,1.9,0
CUST0001572,99178.0,5.41,389292.0,8.0,4,2.73,10.2,5
CUST0001573,117306.0,2.18,275307.0,5.3,1,4.79,24.8,1
CUST0001574,105548.0,8.99,512635.0,13.4,2,2.67,21.3,1
CUST0001575,58808.0,3.35,310265.0,15.4,3,3.32,29.2,3
CUST0001576,110441.0,6.78,107172.0,34.9,0,4.54,33.2,1
CUST0001577,98615.0,8.28,194138.0,31.2,3,2.03,34.6,1
CUST0001578,89137.0,7.55,393884.0,48.5,1,4.45,35.8,1
CUST0001579,82596.0,8.89,411333.0,46.9,3,3.37,4.4,3
CUST0001580,53251.0,4.42,136702.0,25.8,2,4.46,13.5,3
CUST0001581,62681.0,8.26,358057.0,1.0,3,3.31,10.8,2
CUST0001582,97808.0,4.27,458270.0,36.3,0,4.67,26.5,4
CUST0001583,51615.0,7.91,570054.0,46.3,1,3.19,37.4,3
CUST0001584,72186.0,1.35,371740.0,26.9,3,4.61,9.5,4
CUST0001585,102149.0,2.76,447283.0,24.5,0,2.77,3.9,4
CUST0001586,61402.0,9.7,110512.0,7.8,3,4.16,36.8,7
CUST0001587,66396.0,8.99,310999.0,37.5,1,2.3,15.0,5
CUST0001588,35707.0,1.46,288987.0,37.9,0,4.06,13.0,2
CUST0001589,76885.0,5.6,224109.0,25.7,0,3.4,22.2,5
CUST0001590,113302.0,4.59,430735.0,42.1,0,3.57,29.3,3
CUST0001591,57105.0,9.19,440721.0,47.6,3,2.53,39.8,3
CUST0001592,45451.0,2.2,435040.0,21.6,3,4.51,18.7,3
CUST0001593,101479.0,4.29,483727.0,2.2,2,3.09,33.6,2
CUST0001594,90139.0,1.51,526861.0,43.7,1,2.75,31.4,0
CUST0001595,78024.0,2.1,479569.0,4.4,0,3.54,17.8,2
CUST0001596,84687.0,2.2,574583.0,4.6,2,2.12,12.1,3
CUST0001597,110300.0,2.73,162873.0,9.7,0,2.55,3.6,3
CUST0001598,109648.0,3.88,139547.0,20.8,2,3.6,39.3,6
CUST0001599,69793.0,9.2,146523.0,47.3,2,2.87,15.9,1
CUST0001600,113512.0,7.39,368865.0,6.2,3,4.46,7.2,4
CUST0001601,37135.0,9.3,296512.0,24.6,2,3.52,12.6,7
CUST0001602,58855.0,3.49,365193.0,21.6,0,4.73,6.2,2
CUST0001603,86837.0,1.58,191790.0,32.3,0,2.37,25.9,2
CUST0001604,106575.0,7.48,92293.0,22.9,3,3.02,14.4,3
CUST0001605,93851.0,8.0,255258.0,28.6,0,2.07,25.4,2
CUST0001606,109540.0,8.18,319639.0,13.2,1,4.79,36.7,1
CUST0001607,63490.0,1.75,288668.0,45.2,0,2.52,15.3,6
CUST0001608,72710.0,1.55,515520.0,16.7,0,4.59,12.8,2
CUST0001609,90342.0,7.4,486339.0,49.6,2,3.78,18.6,1
CUST0001610,101916.0,2.13,207680.0,43.3,1,3.3,2.3,2
CUST0001611,37879.0,3.16,276070.0,9.9,1,3.47,7.4,4
CUST0001612,100525.0,8.76,342079.0,31.3,3,4.87,36.2,3
CUST0001613,63162.0,2.36,533183.0,25.2,1,3.68,10.8,3
CUST0001614,96098.0,7.26,275476.0,14.9,0,3.77,6.5,2
CUST0001615,98675.0,2.59,242631.0,39.3,0,4.9,14.1,3
CUST0001616,91927.0,7.33,229956.0,29.0,3,3.73,25.2,3
CUST0001617,92727.0,2.63,515742.0,21.9,2,3.96,13.4,5
CUST0001618,34647.0,8.4,416377.0,24.8,1,2.85,27.5,4
CUST0001619,94277.0,6.37,579334.0,45.7,0,2.26,21.2,5
CUST0001620,111364.0,3.25,589858.0,22.5,1,2.92,32.3,3
CUST0001621,63671.0,2.86,530305.0,45.6,2,3.25,37.2,2
CUST0001622,113832.0,4.84,365078.0,31.7,1,3.0,12.2,1
CUST0001623,103526.0,8.98,361470.0,33.0,0,2.37,26.8,4
CUST0001624,33184.0,4.42,564668.0,25.4,1,4.29,15.6,0
CUST0001625,76450.0,6.62,345387.0,43.0,0,4.61,5.6,1
CUST0001626,116701.0,9.31,589065.0,45.5,1,2.48,16.8,3
CUST0001627,62573.0,6.94,101528.0,13.9,1,3.06,36.2,0
CUST0001628,70689.0,1.14,581336.0,14.8,0,3.43,3.5,3
CUST0001629,91948.0,1.97,580294.0,9.0,2,2.55,5.3,3
CUST0001630,35871.0,3.0,394707.0,26.8,0,4.69,39.5,3
CUST0001631,84973.0,9.16,397969.0,18.1,2,3.06,34.7,3
CUST0001632,43302.0,2.74,254418.0,33.3,0,2.66,31.4,3
CUST0001633,93963.0,9.57,95522.0,16.1,0,4.19,29.1,2
CUST0001634,62271.0,6.73,532839.0,7.1,0,4.32,23.5,2
CUST0001635,38989.0,3.35,477553.0,24.1,0,2.01,36.6,2
CUST0001636,105040.0,6.65,478742.0,36.1,3,2.59,34.3,0
CUST0001637,108707.0,7.58,518916.0,34.3,0,4.8,20.8,3
CUST0001638,95825.0,5.65,442748.0,34.5,1,3.77,3.3,3
CUST0001639,85002.0,6.74,453468.0,25.8,0,2.49,4.3,3
CUST0001640,108608.0,2.97,429173.0,38.6,2,4.46,37.0,1
CUST0001641,65441.0,5.49,480878.0,29.6,0,3.09,6.3,3
CUST0001642,31948.0,2.3,318734.0,9.6,0,3.68,18.7,3
CUST0001643,119902.0,8.16,105318.0,7.5,2,2.7,5.3,2
CUST0001644,101233.0,9.72,555529.0,16.7,2,4.49,22.3,5
CUST0001645,82817.0,5.91,414612.0,0.8,1,2.11,5.5,5
CUST0001646,43062.0,5.75,392951.0,34.0,1,3.93,14.6,2
CUST0001647,95632.0,3.93,511421.0,45.5,2,4.66,39.8,4
CUST0001648,65168.0,1.91,215502.0,14.6,0,4.92,25.1,1
CUST0001649,57695.0,2.11,210654.0,22.9,2,2.14,34.6,2
CUST0001650,70427.0,3.99,456722.0,14.4,2,2.06,34.7,9
CUST0001651,41372.0,7.42,150536.0,9.7,2,4.38,2.6,2
CUST0001652,84038.0,5.68,285212.0,43.2,4,2.24,21.9,4
CUST0001653,112988.0,1.65,137996.0,14.7,3,4.97,24.6,4
CUST0001654,54921.0,3.39,222163.0,10.8,2,4.7,9.6,1
CUST0001655,31481.0,6.74,463827.0,16.3,0,2.94,7.8,1
CUST0001656,87530.0,9.98,233799.0,35.3,2,3.5,12.0,2
CUST0001657,56317.0,9.5,377357.0,20.8,1,3.09,1.7,2
CUST0001658,85698.0,2.63,297652.0,1.7,3,2.03,34.0,5
CUST0001659,108852.0,1.45,167389.0,26.8,0,2.41,15.8,6
CUST0001660,101745.0,6.35,295313.0,40.8,1,3.25,23.1,1
CUST0001661,32698.0,8.3,299267.0,2.5,1,3.23,19.7,4
CUST0001662,68398.0,7.7,355544.0,13.2,2,4.81,33.9,2
CUST0001663,31606.0,1.74,86027.0,5.7,3,3.79,27.4,5
CUST0001664,118110.0,1.06,175601.0,15.1,1,3.29,6.9,1
CUST0001665,72562.0,2.89,81915.0,14.1,1,4.17,36.0,2
CUST0001666,32289.0,2.94,423181.0,25.4,1,3.49,19.8,2
CUST0001667,92099.0,4.72,126161.0,29.4,0,4.62,14.3,4
CUST0001668,55389.0,4.7,254943.0,15.3,2,4.95,24.4,5
CUST0001669,107653.0,8.57,339025.0,6.6,0,2.29,5.7,3
CUST0001670,117871.0,8.89,489498.0,3.9,3,3.74,5.7,4
