customer_id,payment_date,payment_amount,payment_method,payment_status
CUST0000940,2024-05-25,108.77,Auto-Debit,Completed
CUST0000940,2024-07-06,281.97,Online,Completed
CUST0000940,2024-08-03,351.94,Credit Card,Completed
CUST0000940,2024-09-04,340.22,Auto-Debit,Completed
CUST0000940,2024-09-26,128.16,Credit Card,Pending
CUST0000940,2024-11-03,349.6,Auto-Debit,Completed
CUST0000940,2024-12-04,340.8,Auto-Debit,Completed
CUST0000941,2023-01-04,142.21,Bank Transfer,Completed
CUST0000941,2023-02-13,175.83,Bank Transfer,Completed
CUST0000941,2023-03-03,90.85,Credit Card,Completed
CUST0000941,2023-04-06,241.03,Credit Card,Completed
CUST0000941,2023-05-11,319.9,Bank Transfer,Completed
CUST0000941,2023-06-13,319.55,Bank Transfer,Completed
CUST0000941,2023-07-07,62.68,Check,Completed
CUST0000941,2023-08-03,398.26,Bank Transfer,Completed
CUST0000941,2023-09-06,293.14,Auto-Debit,Completed
CUST0000941,2023-10-01,354.63,Check,Completed
CUST0000941,2023-11-06,94.03,Online,Completed
CUST0000941,2023-12-08,343.97,Cash,Completed
CUST0000941,2024-01-05,292.36,Bank Transfer,Completed
CUST0000941,2024-01-28,78.1,Auto-Debit,Completed
CUST0000941,2024-02-28,196.51,Credit Card,Completed
CUST0000941,2024-03-29,257.99,Credit Card,Completed
CUST0000941,2024-05-05,351.21,Check,Completed
CUST0000941,2024-05-27,187.23,Credit Card,Completed
CUST0000941,2024-07-06,111.35,Check,Completed
CUST0000941,2024-07-27,70.87,Bank Transfer,Completed
CUST0000941,2024-10-24,316.67,Online,Completed
CUST0000941,2024-11-21,126.12,Credit Card,Completed
CUST0000942,2023-01-15,188.47,Bank Transfer,Completed
CUST0000942,2023-02-14,106.67,Credit Card,Completed
CUST0000942,2023-03-12,93.54,Bank Transfer,Completed
CUST0000942,2023-04-06,305.14,Credit Card,Completed
CUST0000942,2023-05-03,178.28,Auto-Debit,Completed
CUST0000942,2023-06-11,311.63,Auto-Debit,Reversed
CUST0000942,2023-07-02,142.61,Bank Transfer,Completed
CUST0000942,2023-08-05,380.0,Online,Completed
CUST0000942,2023-09-10,147.95,Online,Completed
CUST0000942,2023-09-30,98.1,Credit Card,Completed
CUST0000942,2023-11-03,148.05,Check,Completed
CUST0000942,2023-12-02,53.2,Credit Card,Completed
CUST0000942,2023-12-29,52.2,Auto-Debit,Completed
CUST0000942,2024-01-29,255.8,Credit Card,Completed
CUST0000942,2024-03-03,389.51,Auto-Debit,Pending
CUST0000942,2024-04-07,201.59,Check,Completed
CUST0000942,2024-05-08,169.99,Bank Transfer,Completed
CUST0000942,2024-06-01,133.13,Bank Transfer,Completed
CUST0000942,2024-06-29,149.69,Credit Card,Completed
CUST0000942,2024-07-25,393.88,Bank Transfer,Completed
CUST0000942,2024-08-31,344.5,Credit Card,Completed
CUST0000942,2024-09-24,354.01,Credit Card,Completed
CUST0000942,2024-10-24,310.21,Check,Completed
CUST0000942,2024-11-23,96.42,Credit Card,Completed
CUST0000943,2023-02-12,255.22,Online,Completed
CUST0000943,2023-03-15,207.46,Auto-Debit,Completed
CUST0000943,2023-04-09,287.07,Credit Card,Completed
CUST0000943,2023-05-12,309.44,Bank Transfer,Completed
CUST0000943,2023-06-13,357.76,Online,Completed
CUST0000943,2023-07-10,191.13,Cash,Completed
CUST0000943,2023-08-13,109.0,Bank Transfer,Completed
CUST0000943,2023-09-03,365.13,Auto-Debit,Completed
CUST0000943,2023-10-01,270.58,Credit Card,Completed
CUST0000943,2023-10-30,188.78,Online,Completed
CUST0000943,2023-12-07,236.77,Bank Transfer,Completed
CUST0000943,2023-12-29,99.42,Check,Completed
CUST0000943,2024-02-05,159.89,Auto-Debit,Completed
CUST0000943,2024-03-09,357.6,Online,Completed
CUST0000943,2024-03-28,376.16,Credit Card,Completed
CUST0000943,2024-04-29,81.27,Auto-Debit,Completed
CUST0000943,2024-06-02,347.37,Credit Card,Completed
CUST0000943,2024-07-07,239.92,Online,Completed
CUST0000943,2024-08-02,396.66,Auto-Debit,Completed
CUST0000943,2024-08-26,127.27,Bank Transfer,Completed
CUST0000943,2024-09-23,56.86,Auto-Debit,Completed
CUST0000943,2024-10-25,298.63,Credit Card,Completed
CUST0000943,2024-12-01,109.61,Auto-Debit,Reversed
CUST0000944,2023-01-01,274.11,Check,Completed
CUST0000944,2023-02-02,188.29,Credit Card,Completed
CUST0000944,2023-03-08,346.95,Auto-Debit,Completed
CUST0000944,2023-04-06,229.98,Bank Transfer,Completed
CUST0000944,2023-05-14,369.71,Check,Completed
CUST0000944,2023-06-09,109.66,Credit Card,Completed
CUST0000944,2023-07-11,367.05,Bank Transfer,Completed
CUST0000944,2023-08-12,282.75,Online,Completed
CUST0000944,2023-08-31,299.38,Credit Card,Completed
CUST0000944,2023-10-10,196.11,Auto-Debit,Completed
CUST0000944,2023-11-02,335.58,Auto-Debit,Completed
CUST0000944,2023-11-27,357.33,Credit Card,Completed
CUST0000944,2023-12-28,181.97,Bank Transfer,Completed
CUST0000944,2024-01-30,96.92,Auto-Debit,Completed
CUST0000944,2024-03-01,204.41,Credit Card,Completed
CUST0000944,2024-04-06,198.82,Auto-Debit,Completed
CUST0000944,2024-04-29,231.97,Check,Completed
CUST0000944,2024-06-04,180.18,Auto-Debit,Completed
CUST0000944,2024-07-26,242.85,Bank Transfer,Completed
CUST0000944,2024-08-26,154.81,Check,Completed
CUST0000944,2024-10-01,261.41,Bank Transfer,Completed
CUST0000944,2024-10-30,247.88,Credit Card,Completed
CUST0000944,2024-12-01,286.79,Cash,Completed
CUST0000945,2023-01-06,56.06,Online,Completed
CUST0000945,2023-02-08,193.07,Credit Card,Completed
CUST0000945,2023-03-15,164.27,Online,Completed
CUST0000945,2023-04-03,133.47,Auto-Debit,Completed
CUST0000945,2023-05-12,78.95,Online,Completed
CUST0000945,2023-06-01,113.93,Auto-Debit,Completed
CUST0000945,2023-08-06,350.81,Auto-Debit,Completed
CUST0000945,2023-08-31,268.06,Check,Completed
CUST0000945,2023-10-11,249.31,Online,Completed
CUST0000945,2023-11-05,40.63,Credit Card,Completed
CUST0000945,2023-11-29,283.11,Auto-Debit,Pending
CUST0000945,2024-01-01,360.73,Online,Completed
CUST0000945,2024-02-06,115.61,Online,Completed
CUST0000945,2024-03-03,76.42,Bank Transfer,Completed
CUST0000945,2024-04-09,233.97,Credit Card,Completed
CUST0000945,2024-05-06,130.26,Credit Card,Completed
CUST0000945,2024-06-06,262.94,Online,Completed
CUST0000945,2024-06-28,172.01,Check,Completed
CUST0000945,2024-07-30,292.33,Auto-Debit,Completed
CUST0000945,2024-08-29,234.08,Credit Card,Completed
CUST0000945,2024-10-04,310.8,Bank Transfer,Completed
CUST0000945,2024-10-22,134.8,Credit Card,Completed
CUST0000945,2024-12-03,85.49,Auto-Debit,Pending
CUST0000946,2023-01-06,247.9,Bank Transfer,Completed
CUST0000946,2023-02-03,61.08,Bank Transfer,Completed
CUST0000946,2023-03-15,56.16,Cash,Completed
CUST0000946,2023-04-05,204.8,Online,Completed
CUST0000946,2023-05-09,52.2,Auto-Debit,Completed
CUST0000946,2023-06-14,143.0,Bank Transfer,Completed
CUST0000946,2023-07-12,46.04,Bank Transfer,Completed
CUST0000946,2023-08-04,378.48,Bank Transfer,Completed
CUST0000946,2023-09-06,398.48,Auto-Debit,Completed
CUST0000946,2023-09-29,230.33,Credit Card,Completed
CUST0000946,2023-11-08,142.82,Bank Transfer,Completed
CUST0000946,2023-11-27,115.5,Online,Completed
CUST0000946,2023-12-29,178.76,Check,Completed
CUST0000946,2024-02-03,335.39,Credit Card,Completed
CUST0000946,2024-03-09,315.59,Cash,Completed
CUST0000946,2024-04-08,194.75,Credit Card,Completed
CUST0000946,2024-04-25,67.68,Credit Card,Pending
CUST0000946,2024-06-07,314.2,Credit Card,Completed
CUST0000946,2024-06-29,245.39,Auto-Debit,Completed
CUST0000946,2024-07-31,87.11,Auto-Debit,Completed
CUST0000946,2024-09-06,254.61,Auto-Debit,Completed
CUST0000946,2024-09-28,313.2,Check,Completed
CUST0000946,2024-10-22,238.23,Online,Completed
CUST0000946,2024-12-04,71.57,Bank Transfer,Completed
CUST0000947,2023-01-01,341.63,Bank Transfer,Completed
CUST0000947,2023-02-03,361.52,Credit Card,Completed
CUST0000947,2023-03-02,397.35,Auto-Debit,Completed
CUST0000947,2023-04-04,170.96,Auto-Debit,Completed
CUST0000947,2023-05-14,150.2,Check,Completed
CUST0000947,2023-06-08,391.34,Bank Transfer,Completed
CUST0000947,2023-07-14,269.5,Auto-Debit,Completed
CUST0000947,2023-08-07,66.98,Auto-Debit,Completed
CUST0000947,2023-09-05,166.41,Bank Transfer,Completed
CUST0000947,2023-09-30,54.24,Online,Completed
CUST0000947,2023-11-29,317.65,Credit Card,Completed
CUST0000947,2024-01-03,229.22,Online,Completed
CUST0000947,2024-02-05,139.15,Auto-Debit,Reversed
CUST0000947,2024-03-01,217.04,Auto-Debit,Completed
CUST0000947,2024-05-06,216.61,Credit Card,Completed
CUST0000947,2024-05-27,350.72,Bank Transfer,Pending
CUST0000947,2024-06-29,309.13,Auto-Debit,Completed
CUST0000947,2024-07-27,80.74,Check,Completed
CUST0000947,2024-09-04,206.99,Bank Transfer,Reversed
CUST0000947,2024-09-24,230.88,Credit Card,Completed
CUST0000947,2024-10-22,392.19,Credit Card,Completed
CUST0000947,2024-11-26,69.16,Auto-Debit,Completed
CUST0000948,2023-01-10,194.32,Online,Completed
CUST0000948,2023-02-13,165.4,Credit Card,Completed
CUST0000948,2023-03-14,194.58,Online,Completed
CUST0000948,2023-04-07,299.31,Auto-Debit,Completed
CUST0000948,2023-05-03,88.41,Auto-Debit,Completed
CUST0000948,2023-06-06,309.71,Credit Card,Completed
CUST0000948,2023-07-12,194.1,Auto-Debit,Completed
CUST0000948,2023-08-05,170.05,Credit Card,Completed
CUST0000948,2023-09-10,44.37,Online,Completed
CUST0000948,2023-10-12,150.68,Online,Completed
CUST0000948,2023-11-07,110.86,Online,Completed
CUST0000948,2023-12-09,121.15,Credit Card,Completed
CUST0000948,2024-01-05,302.94,Auto-Debit,Completed
CUST0000948,2024-02-02,96.19,Auto-Debit,Completed
CUST0000948,2024-03-10,42.7,Auto-Debit,Completed
CUST0000948,2024-03-31,132.37,Auto-Debit,Completed
CUST0000948,2024-05-02,187.44,Online,Completed
CUST0000948,2024-07-06,44.51,Online,Completed
CUST0000948,2024-07-24,364.44,Online,Completed
CUST0000948,2024-10-02,190.34,Bank Transfer,Pending
CUST0000948,2024-10-29,211.76,Bank Transfer,Completed
CUST0000949,2023-01-02,169.73,Bank Transfer,Completed
CUST0000949,2023-02-07,398.53,Auto-Debit,Completed
CUST0000949,2023-03-02,186.05,Check,Completed
CUST0000949,2023-05-05,53.11,Credit Card,Completed
CUST0000949,2023-06-10,234.24,Auto-Debit,Completed
CUST0000949,2023-07-13,139.14,Online,Completed
CUST0000949,2023-09-10,97.48,Auto-Debit,Completed
CUST0000949,2023-10-01,139.0,Auto-Debit,Completed
CUST0000949,2023-11-08,239.84,Bank Transfer,Completed
CUST0000949,2024-01-09,283.68,Auto-Debit,Completed
CUST0000949,2024-01-31,358.24,Bank Transfer,Completed
CUST0000949,2024-03-07,270.67,Credit Card,Completed
CUST0000949,2024-03-28,53.2,Auto-Debit,Completed
CUST0000949,2024-05-07,117.72,Bank Transfer,Completed
CUST0000949,2024-06-29,194.9,Online,Completed
CUST0000949,2024-07-29,145.12,Auto-Debit,Completed
CUST0000949,2024-08-30,339.54,Auto-Debit,Completed
CUST0000949,2024-09-26,132.39,Auto-Debit,Completed
CUST0000949,2024-11-01,306.58,Bank Transfer,Completed
CUST0000949,2024-12-02,64.47,Credit Card,Completed
CUST0000950,2023-01-12,115.41,Credit Card,Completed
CUST0000950,2023-02-02,374.88,Check,Completed
CUST0000950,2023-03-09,256.33,Credit Card,Completed
CUST0000950,2023-04-10,342.57,Check,Completed
CUST0000950,2023-05-11,304.89,Check,Completed
CUST0000950,2023-06-06,295.51,Bank Transfer,Completed
CUST0000950,2023-07-08,194.0,Credit Card,Completed
CUST0000950,2023-08-02,126.0,Bank Transfer,Completed
CUST0000950,2023-09-06,287.85,Credit Card,Completed
CUST0000950,2023-09-30,328.86,Auto-Debit,Completed
CUST0000950,2023-10-31,319.79,Credit Card,Completed
CUST0000950,2023-12-06,247.58,Auto-Debit,Completed
CUST0000950,2023-12-29,330.71,Online,Completed
CUST0000950,2024-01-26,332.68,Check,Completed
CUST0000950,2024-03-04,318.29,Credit Card,Pending
CUST0000950,2024-04-08,114.0,Bank Transfer,Completed
CUST0000950,2024-05-01,154.41,Bank Transfer,Completed
CUST0000950,2024-05-29,359.77,Online,Completed
CUST0000950,2024-06-26,64.87,Auto-Debit,Completed
CUST0000950,2024-07-27,97.27,Online,Completed
CUST0000950,2024-09-02,384.8,Auto-Debit,Completed
CUST0000950,2024-09-30,43.93,Credit Card,Completed
CUST0000950,2024-11-02,375.87,Cash,Completed
CUST0000950,2024-11-28,340.75,Online,Completed
CUST0000951,2023-01-04,146.0,Check,Completed
CUST0000951,2023-02-07,161.28,Bank Transfer,Completed
CUST0000951,2023-03-11,354.19,Cash,Completed
CUST0000951,2023-04-10,398.62,Auto-Debit,Completed
CUST0000951,2023-05-14,373.86,Online,Completed
CUST0000951,2023-06-04,353.75,Credit Card,Completed
CUST0000951,2023-07-10,59.65,Auto-Debit,Completed
CUST0000951,2023-08-04,342.47,Credit Card,Completed
CUST0000951,2023-08-29,72.76,Bank Transfer,Completed
CUST0000951,2023-10-05,80.63,Auto-Debit,Pending
CUST0000951,2023-11-06,232.32,Bank Transfer,Completed
CUST0000951,2023-12-06,365.51,Check,Pending
CUST0000951,2024-01-03,285.52,Credit Card,Completed
CUST0000951,2024-02-09,65.16,Credit Card,Completed
CUST0000951,2024-04-02,328.66,Credit Card,Completed
CUST0000951,2024-05-09,343.17,Credit Card,Completed
CUST0000951,2024-05-27,169.46,Bank Transfer,Completed
CUST0000951,2024-07-07,214.35,Credit Card,Completed
CUST0000951,2024-08-01,161.33,Auto-Debit,Completed
CUST0000951,2024-08-25,66.41,Credit Card,Completed
CUST0000951,2024-09-28,301.52,Bank Transfer,Completed
CUST0000951,2024-10-27,49.03,Credit Card,Completed
CUST0000951,2024-11-22,182.03,Check,Completed
CUST0000952,2023-01-10,297.6,Auto-Debit,Completed
CUST0000952,2023-02-11,140.69,Credit Card,Completed
CUST0000952,2023-03-06,217.33,Online,Completed
CUST0000952,2023-04-05,200.48,Bank Transfer,Completed
CUST0000952,2023-05-15,380.45,Bank Transfer,Completed
CUST0000952,2023-06-13,364.69,Auto-Debit,Completed
CUST0000952,2023-07-13,127.89,Auto-Debit,Completed
CUST0000952,2023-08-12,178.56,Auto-Debit,Completed
CUST0000952,2023-09-01,282.81,Auto-Debit,Completed
CUST0000952,2023-09-29,50.77,Online,Completed
CUST0000952,2023-10-28,392.12,Auto-Debit,Completed
CUST0000952,2023-11-27,63.82,Cash,Completed
CUST0000952,2024-01-08,283.35,Auto-Debit,Completed
CUST0000952,2024-02-09,392.31,Auto-Debit,Reversed
CUST0000952,2024-03-03,72.53,Auto-Debit,Completed
CUST0000952,2024-04-04,262.55,Auto-Debit,Completed
CUST0000952,2024-05-01,319.54,Auto-Debit,Completed
CUST0000952,2024-05-26,53.15,Online,Completed
CUST0000952,2024-07-07,386.39,Bank Transfer,Completed
CUST0000952,2024-08-04,255.7,Auto-Debit,Completed
CUST0000952,2024-09-04,225.89,Check,Completed
CUST0000952,2024-09-30,293.07,Credit Card,Completed
CUST0000952,2024-11-03,399.71,Check,Completed
CUST0000952,2024-12-01,242.94,Auto-Debit,Pending
CUST0000953,2023-01-07,339.44,Auto-Debit,Completed
CUST0000953,2023-02-07,391.3,Online,Completed
CUST0000953,2023-03-04,272.26,Bank Transfer,Completed
CUST0000953,2023-04-03,224.55,Bank Transfer,Completed
CUST0000953,2023-05-15,164.47,Credit Card,Completed
CUST0000953,2023-06-13,198.44,Auto-Debit,Completed
CUST0000953,2023-07-14,184.63,Credit Card,Completed
CUST0000953,2023-08-13,42.52,Auto-Debit,Completed
CUST0000953,2023-09-05,100.74,Auto-Debit,Completed
CUST0000953,2023-09-28,368.58,Auto-Debit,Completed
CUST0000953,2023-11-05,164.09,Check,Completed
CUST0000953,2023-12-07,204.8,Credit Card,Reversed
CUST0000953,2024-02-09,94.6,Check,Completed
CUST0000953,2024-03-04,177.48,Credit Card,Completed
CUST0000953,2024-04-05,122.8,Auto-Debit,Completed
CUST0000953,2024-04-30,339.32,Auto-Debit,Completed
CUST0000953,2024-05-26,57.38,Auto-Debit,Completed
CUST0000953,2024-06-24,211.51,Bank Transfer,Completed
CUST0000953,2024-07-28,192.74,Auto-Debit,Completed
CUST0000953,2024-08-24,52.21,Credit Card,Completed
CUST0000953,2024-09-26,136.6,Online,Completed
CUST0000953,2024-11-05,310.11,Credit Card,Completed
CUST0000953,2024-11-21,144.33,Bank Transfer,Completed
CUST0000954,2023-01-13,211.73,Online,Completed
CUST0000954,2023-02-13,98.23,Auto-Debit,Completed
CUST0000954,2023-03-14,312.58,Online,Completed
CUST0000954,2023-05-01,177.98,Credit Card,Completed
CUST0000954,2023-06-04,91.95,Check,Completed
CUST0000954,2023-07-10,148.29,Online,Completed
CUST0000954,2023-08-10,222.65,Online,Reversed
CUST0000954,2023-09-09,251.71,Credit Card,Completed
CUST0000954,2023-10-07,223.75,Auto-Debit,Reversed
CUST0000954,2023-10-28,83.65,Auto-Debit,Completed
CUST0000954,2023-11-27,368.82,Credit Card,Completed
CUST0000954,2024-01-07,81.73,Auto-Debit,Completed
CUST0000954,2024-02-04,347.42,Auto-Debit,Completed
CUST0000954,2024-03-02,235.9,Auto-Debit,Completed
CUST0000954,2024-03-28,282.3,Credit Card,Completed
CUST0000954,2024-04-27,243.59,Check,Pending
CUST0000954,2024-06-04,209.18,Credit Card,Completed
CUST0000954,2024-07-31,60.33,Online,Completed
CUST0000954,2024-08-24,57.24,Auto-Debit,Completed
CUST0000954,2024-10-25,271.17,Bank Transfer,Completed
CUST0000954,2024-11-25,134.61,Credit Card,Completed
CUST0000955,2023-01-01,252.62,Credit Card,Completed
CUST0000955,2023-02-10,50.12,Check,Completed
CUST0000955,2023-03-13,125.54,Credit Card,Completed
CUST0000955,2023-04-10,329.32,Bank Transfer,Completed
CUST0000955,2023-05-05,139.26,Online,Completed
CUST0000955,2023-06-06,302.05,Auto-Debit,Completed
CUST0000955,2023-07-11,336.17,Online,Completed
CUST0000955,2023-07-30,93.22,Bank Transfer,Completed
CUST0000955,2023-09-05,132.93,Cash,Completed
CUST0000955,2023-10-02,140.23,Bank Transfer,Completed
CUST0000955,2023-11-08,183.45,Online,Completed
CUST0000955,2023-12-11,356.92,Credit Card,Completed
CUST0000955,2024-01-01,210.98,Auto-Debit,Completed
CUST0000955,2024-01-29,341.78,Check,Completed
CUST0000955,2024-03-07,62.46,Bank Transfer,Completed
CUST0000955,2024-04-05,319.91,Cash,Completed
CUST0000955,2024-04-25,297.41,Online,Completed
CUST0000955,2024-06-02,233.67,Online,Completed
CUST0000955,2024-07-05,190.3,Credit Card,Completed
CUST0000955,2024-08-05,140.73,Bank Transfer,Completed
CUST0000955,2024-09-02,272.11,Bank Transfer,Completed
CUST0000955,2024-10-06,345.41,Credit Card,Completed
CUST0000955,2024-10-24,385.96,Online,Completed
CUST0000955,2024-11-24,45.42,Auto-Debit,Completed
CUST0000956,2023-01-01,381.49,Credit Card,Completed
CUST0000956,2023-02-03,280.14,Bank Transfer,Completed
CUST0000956,2023-03-13,197.37,Online,Completed
CUST0000956,2023-04-14,182.97,Bank Transfer,Reversed
CUST0000956,2023-05-06,67.38,Credit Card,Completed
CUST0000956,2023-06-06,239.32,Credit Card,Completed
CUST0000956,2023-07-06,241.05,Check,Completed
CUST0000956,2023-08-30,227.16,Online,Completed
CUST0000956,2023-10-09,102.11,Credit Card,Completed
CUST0000956,2023-11-02,343.99,Online,Completed
CUST0000956,2023-12-06,357.6,Bank Transfer,Completed
CUST0000956,2023-12-30,277.4,Credit Card,Completed
CUST0000956,2024-01-31,251.22,Online,Completed
CUST0000956,2024-03-05,53.57,Auto-Debit,Completed
CUST0000956,2024-05-08,166.55,Credit Card,Completed
CUST0000956,2024-05-30,353.17,Bank Transfer,Completed
CUST0000956,2024-07-07,223.75,Auto-Debit,Completed
CUST0000956,2024-07-27,367.18,Check,Completed
CUST0000956,2024-08-28,176.54,Check,Completed
CUST0000956,2024-09-22,43.2,Credit Card,Completed
CUST0000956,2024-11-01,141.29,Auto-Debit,Pending
CUST0000956,2024-11-30,74.03,Check,Completed
CUST0000957,2023-01-11,116.64,Cash,Completed
CUST0000957,2023-02-04,180.0,Auto-Debit,Completed
CUST0000957,2023-03-07,304.48,Online,Completed
CUST0000957,2023-04-01,352.65,Bank Transfer,Completed
CUST0000957,2023-05-01,154.43,Check,Completed
CUST0000957,2023-06-09,248.17,Bank Transfer,Pending
CUST0000957,2023-07-09,226.3,Credit Card,Completed
CUST0000957,2023-08-05,42.18,Credit Card,Completed
CUST0000957,2023-09-07,41.08,Credit Card,Completed
CUST0000957,2023-09-30,362.99,Credit Card,Completed
CUST0000957,2023-11-09,298.26,Auto-Debit,Completed
CUST0000957,2023-11-28,248.66,Auto-Debit,Completed
CUST0000957,2024-01-04,44.28,Online,Completed
CUST0000957,2024-02-09,242.77,Online,Completed
CUST0000957,2024-03-07,286.01,Auto-Debit,Completed
CUST0000957,2024-04-08,121.91,Check,Reversed
CUST0000957,2024-04-28,212.98,Bank Transfer,Completed
CUST0000957,2024-06-01,161.53,Online,Completed
CUST0000957,2024-07-02,193.68,Auto-Debit,Pending
CUST0000957,2024-08-04,290.34,Credit Card,Completed
CUST0000957,2024-08-24,331.51,Online,Reversed
CUST0000957,2024-09-22,160.14,Auto-Debit,Completed
CUST0000957,2024-11-01,220.8,Auto-Debit,Completed
CUST0000957,2024-12-05,372.51,Online,Completed
CUST0000958,2023-01-06,175.66,Online,Completed
CUST0000958,2023-02-10,111.38,Bank Transfer,Completed
CUST0000958,2023-03-11,280.04,Credit Card,Completed
CUST0000958,2023-04-10,351.53,Credit Card,Completed
CUST0000958,2023-05-07,183.63,Credit Card,Completed
CUST0000958,2023-06-09,265.6,Auto-Debit,Completed
CUST0000958,2023-07-11,191.4,Credit Card,Completed
CUST0000958,2023-08-02,199.53,Credit Card,Completed
CUST0000958,2023-09-30,130.92,Cash,Completed
CUST0000958,2023-11-06,174.2,Auto-Debit,Completed
CUST0000958,2023-12-08,42.59,Credit Card,Completed
CUST0000958,2023-12-29,360.62,Credit Card,Completed
CUST0000958,2024-02-01,153.55,Online,Completed
CUST0000958,2024-02-27,338.56,Bank Transfer,Completed
CUST0000958,2024-03-27,199.26,Bank Transfer,Completed
CUST0000958,2024-05-07,146.75,Credit Card,Completed
CUST0000958,2024-05-29,167.17,Bank Transfer,Completed
CUST0000958,2024-06-24,226.75,Credit Card,Completed
CUST0000958,2024-07-29,224.5,Check,Completed
CUST0000958,2024-09-05,196.61,Cash,Completed
CUST0000958,2024-09-22,136.28,Credit Card,Completed
CUST0000958,2024-12-02,118.66,Bank Transfer,Completed
CUST0000959,2023-01-05,340.37,Online,Completed
CUST0000959,2023-02-09,179.48,Auto-Debit,Completed
CUST0000959,2023-03-08,138.72,Check,Completed
CUST0000959,2023-04-14,335.69,Bank Transfer,Completed
CUST0000959,2023-05-12,396.99,Credit Card,Completed
CUST0000959,2023-06-11,112.4,Check,Completed
CUST0000959,2023-07-03,324.67,Bank Transfer,Completed
CUST0000959,2023-08-08,232.95,Credit Card,Completed
CUST0000959,2023-09-07,106.9,Online,Completed
CUST0000959,2023-10-07,66.1,Auto-Debit,Completed
CUST0000959,2023-11-30,93.53,Credit Card,Completed
CUST0000959,2023-12-29,225.02,Check,Completed
CUST0000959,2024-02-01,127.12,Bank Transfer,Completed
CUST0000959,2024-03-04,382.18,Check,Reversed
CUST0000959,2024-04-04,365.41,Credit Card,Completed
CUST0000959,2024-04-28,187.05,Check,Completed
CUST0000959,2024-05-30,42.26,Bank Transfer,Completed
CUST0000959,2024-06-25,391.64,Online,Completed
CUST0000959,2024-08-31,350.81,Bank Transfer,Completed
CUST0000959,2024-10-04,229.35,Auto-Debit,Completed
CUST0000959,2024-11-02,312.63,Auto-Debit,Completed
CUST0000959,2024-11-24,367.99,Cash,Completed
CUST0000960,2023-01-02,125.04,Check,Completed
CUST0000960,2023-02-14,121.65,Auto-Debit,Completed
CUST0000960,2023-03-11,185.85,Online,Completed
CUST0000960,2023-04-15,311.87,Auto-Debit,Completed
CUST0000960,2023-05-05,342.55,Bank Transfer,Completed
CUST0000960,2023-06-07,327.78,Credit Card,Completed
CUST0000960,2023-07-09,300.04,Credit Card,Completed
CUST0000960,2023-08-03,232.99,Credit Card,Completed
CUST0000960,2023-09-01,244.94,Credit Card,Completed
CUST0000960,2023-10-03,341.99,Auto-Debit,Completed
CUST0000960,2023-10-28,154.93,Online,Completed
CUST0000960,2023-12-01,117.45,Check,Completed
CUST0000960,2024-01-02,41.11,Online,Completed
CUST0000960,2024-01-27,94.98,Credit Card,Completed
CUST0000960,2024-03-08,144.05,Credit Card,Completed
CUST0000960,2024-05-06,78.71,Check,Completed
CUST0000960,2024-06-05,182.44,Auto-Debit,Completed
CUST0000960,2024-07-03,199.98,Cash,Completed
CUST0000960,2024-08-03,282.81,Credit Card,Completed
CUST0000960,2024-09-02,135.45,Bank Transfer,Completed
CUST0000960,2024-10-02,58.15,Bank Transfer,Completed
CUST0000960,2024-12-02,212.27,Auto-Debit,Completed
CUST0000961,2023-01-02,321.08,Check,Completed
CUST0000961,2023-02-14,151.97,Bank Transfer,Completed
CUST0000961,2023-03-03,384.38,Bank Transfer,Completed
CUST0000961,2023-04-14,362.18,Credit Card,Completed
CUST0000961,2023-05-12,57.02,Auto-Debit,Completed
CUST0000961,2023-06-01,170.35,Credit Card,Completed
CUST0000961,2023-07-06,336.39,Cash,Completed
CUST0000961,2023-08-12,336.54,Credit Card,Reversed
CUST0000961,2023-09-01,112.8,Online,Completed
CUST0000961,2023-10-08,186.53,Online,Completed
CUST0000961,2023-11-06,295.34,Auto-Debit,Completed
CUST0000961,2023-12-01,123.14,Auto-Debit,Completed
CUST0000961,2024-01-09,111.52,Auto-Debit,Completed
CUST0000961,2024-01-30,341.47,Credit Card,Completed
CUST0000961,2024-02-27,259.84,Credit Card,Completed
CUST0000961,2024-04-08,338.57,Check,Completed
CUST0000961,2024-05-29,259.0,Auto-Debit,Completed
CUST0000961,2024-07-03,144.34,Auto-Debit,Completed
CUST0000961,2024-07-25,101.77,Online,Completed
CUST0000961,2024-10-01,109.77,Auto-Debit,Completed
CUST0000961,2024-10-24,203.02,Credit Card,Completed
CUST0000961,2024-11-29,154.95,Bank Transfer,Completed
CUST0000962,2023-01-12,124.41,Bank Transfer,Completed
CUST0000962,2023-02-06,158.33,Check,Completed
CUST0000962,2023-03-04,257.16,Auto-Debit,Reversed
CUST0000962,2023-04-05,139.66,Online,Completed
CUST0000962,2023-05-06,334.73,Auto-Debit,Completed
CUST0000962,2023-06-03,283.87,Online,Completed
CUST0000962,2023-07-09,78.18,Auto-Debit,Completed
CUST0000962,2023-08-08,383.5,Bank Transfer,Completed
CUST0000962,2023-09-12,345.29,Bank Transfer,Completed
CUST0000962,2023-09-29,231.82,Auto-Debit,Completed
CUST0000962,2023-11-05,266.36,Auto-Debit,Completed
CUST0000962,2023-12-03,120.84,Credit Card,Completed
CUST0000962,2024-01-08,110.28,Credit Card,Completed
CUST0000962,2024-02-01,261.82,Online,Completed
CUST0000962,2024-03-08,181.26,Auto-Debit,Completed
