customer_id,channel,satisfaction_score
C00358,Web Chat,5
C00358,Web Chat,4
C00359,Email,3
C00359,Web Chat,5
C00359,Phone,4
C00359,Phone,4
C00360,Email,3
C00360,Phone,5
C00360,Web Chat,3
C00361,Email,2
C00361,Email,1
C00361,Web Chat,3
C00361,Phone,2
C00361,Email,2
C00362,Phone,4
C00362,Email,4
C00362,Email,3
C00362,Phone,5
C00363,Phone,3
C00363,Web Chat,5
C00363,Email,5
C00363,Web Chat,5
C00363,Web Chat,5
C00364,Email,4
C00364,Phone,3
C00364,Web Chat,4
C00364,Web Chat,4
C00364,Web Chat,4
C00365,Phone,3
C00365,Email,3
C00365,Email,5
C00365,Phone,3
C00365,Web Chat,3
C00366,Email,5
C00367,Email,4
C00368,Web Chat,4
C00368,Email,3
C00368,Web Chat,3
C00369,Web Chat,3
C00369,Email,5
C00369,Phone,3
C00369,Web Chat,4
C00370,Web Chat,3
C00370,Phone,5
C00371,Email,4
C00371,Phone,4
C00371,Email,5
C00372,Web Chat,5
C00372,Web Chat,4
C00372,Phone,3
C00372,Email,3
C00373,Web Chat,4
C00373,Email,3
C00373,Web Chat,5
C00374,Web Chat,4
C00374,Phone,5
C00375,Web Chat,5
C00375,Web Chat,3
C00375,Web Chat,4
C00376,Web Chat,4
C00376,Phone,5
C00376,Email,5
C00377,Phone,4
C00377,Email,3
C00377,Phone,3
C00377,Web Chat,4
C00377,Web Chat,4
C00378,Phone,1
C00378,Phone,2
C00378,Email,3
C00378,Web Chat,3
C00378,Web Chat,1
C00378,Phone,3
C00379,Web Chat,2
C00379,Email,2
C00379,Phone,2
C00379,Phone,3
C00380,Phone,4
C00380,Phone,4
C00380,Email,3
C00380,Phone,4
C00381,Email,3
C00381,Phone,4
C00381,Email,3
C00381,Phone,4
C00381,Email,3
C00382,Web Chat,3
C00382,Phone,4
C00382,Phone,5
C00383,Phone,3
C00383,Email,3
C00384,Web Chat,3
C00384,Web Chat,4
C00385,Email,5
C00385,Email,4
C00385,Web Chat,4
C00385,Web Chat,5
C00386,Phone,4
C00387,Web Chat,4
C00387,Phone,5
C00387,Email,5
C00387,Web Chat,5
C00388,Email,3
C00388,Web Chat,4
C00388,Phone,5
C00388,Phone,3
C00388,Phone,5
C00389,Phone,4
C00389,Email,4
C00389,Email,5
C00389,Phone,4
C00390,Web Chat,3
C00390,Email,1
C00390,Email,2
C00390,Email,1
C00390,Phone,3
C00391,Email,2
C00391,Web Chat,3
C00391,Email,3
C00391,Phone,2
C00391,Web Chat,2
C00391,Web Chat,1
C00391,Web Chat,1
C00391,Phone,1
C00391,Email,2
C00392,Web Chat,4
C00392,Email,5
C00392,Email,5
C00392,Email,3
C00392,Phone,3
C00393,Phone,5
C00393,Web Chat,4
C00394,Phone,4
C00394,Email,4
C00394,Phone,4
C00394,Web Chat,5
C00395,Web Chat,4
C00395,Web Chat,5
C00395,Web Chat,3
C00395,Email,5
C00395,Phone,5
C00396,Phone,3
C00396,Email,3
C00396,Web Chat,5
C00397,Email,5
C00398,Web Chat,2
C00398,Web Chat,3
C00398,Phone,3
C00398,Web Chat,3
C00398,Phone,1
C00398,Phone,2
C00398,Web Chat,2
C00399,Email,2
C00399,Web Chat,3
C00399,Email,2
C00399,Web Chat,1
C00399,Email,3
C00399,Web Chat,1
C00400,Email,3
C00400,Phone,2
C00400,Web Chat,3
C00400,Email,2
C00400,Email,2
C00400,Web Chat,2
C00400,Phone,2
C00400,Email,3
C00401,Web Chat,4
C00402,Web Chat,1
C00402,Phone,3
C00402,Phone,3
C00402,Email,2
C00403,Phone,3
C00403,Web Chat,3
C00403,Phone,4
C00403,Phone,4
C00404,Phone,5
C00404,Email,4
C00405,Phone,2
C00405,Phone,2
C00405,Email,1
C00405,Web Chat,2
C00406,Phone,4
C00406,Phone,5
C00406,Email,3
C00406,Web Chat,3
C00406,Phone,3
C00407,Web Chat,3
C00407,Web Chat,3
C00408,Email,3
C00408,Web Chat,4
C00409,Web Chat,4
C00410,Phone,1
C00410,Phone,1
C00410,Phone,3
C00410,Phone,1
C00410,Phone,3
C00410,Email,2
C00410,Email,2
C00410,Phone,3
C00410,Email,1
C00411,Web Chat,2
C00411,Email,1
C00411,Email,2
C00411,Web Chat,2
C00411,Phone,2
C00412,Web Chat,3
C00412,Email,5
C00412,Web Chat,4
C00412,Phone,4
C00412,Email,3
C00413,Phone,5
C00413,Web Chat,4
C00414,Web Chat,5
C00414,Web Chat,3
C00414,Email,4
C00414,Phone,5
C00414,Web Chat,4
C00415,Phone,2
C00415,Phone,3
C00415,Email,2
C00415,Email,1
C00416,Web Chat,3
C00417,Phone,1
C00417,Phone,1
C00417,Phone,2
C00417,Email,3
C00417,Web Chat,3
C00417,Phone,3
C00417,Phone,2
C00417,Email,1
C00417,Phone,1
C00418,Email,3
C00418,Web Chat,3
C00418,Web Chat,3
C00418,Web Chat,1
C00418,Web Chat,1
C00418,Web Chat,1
C00418,Web Chat,2
C00418,Phone,1
C00418,Phone,2
C00419,Phone,4
C00419,Email,5
C00419,Web Chat,4
C00419,Phone,3
C00419,Phone,4
C00420,Phone,1
C00420,Web Chat,3
C00420,Web Chat,2
C00420,Email,3
C00420,Email,3
C00420,Phone,1
C00420,Email,1
C00420,Web Chat,1
C00421,Phone,5
C00421,Web Chat,3
C00421,Phone,3
C00422,Web Chat,3
C00422,Web Chat,4
C00422,Phone,3
C00423,Phone,5
C00424,Email,5
C00424,Phone,4
C00425,Phone,5
C00426,Phone,4
C00426,Email,3
C00426,Web Chat,4
C00426,Web Chat,3
C00427,Email,3
C00428,Email,3
C00428,Web Chat,2
C00428,Email,2
C00428,Phone,2
C00429,Phone,5
C00429,Phone,4
C00430,Email,5
C00431,Phone,3
C00431,Phone,5
C00432,Email,4
C00432,Phone,3
C00433,Web Chat,5
C00433,Email,4
C00433,Web Chat,4
C00434,Web Chat,4
C00434,Phone,3
C00434,Email,5
C00434,Web Chat,4
C00434,Phone,4
C00435,Phone,4
C00435,Web Chat,4
C00435,Email,4
C00436,Phone,4
C00437,Phone,3
C00437,Email,2
C00437,Email,1
C00437,Phone,2
C00437,Web Chat,1
C00437,Phone,1
C00437,Email,1
C00437,Phone,1
C00437,Phone,3
C00438,Phone,1
C00438,Web Chat,1
C00438,Phone,2
C00438,Web Chat,1
C00439,Web Chat,5
C00439,Email,4
C00439,Phone,5
C00439,Phone,5
C00439,Email,5
C00440,Email,5
C00440,Web Chat,3
C00440,Phone,5
C00440,Phone,5
C00441,Web Chat,4
C00441,Web Chat,3
C00441,Web Chat,5
C00442,Phone,3
C00442,Email,2
C00442,Phone,2
C00442,Phone,1
C00442,Phone,3
C00442,Web Chat,3
C00442,Email,2
C00442,Web Chat,2
C00443,Email,4
C00443,Email,4
C00443,Phone,3
C00444,Email,1
C00444,Web Chat,1
C00444,Phone,1
C00444,Web Chat,1
C00444,Phone,3
C00444,Email,3
C00444,Email,3
C00444,Web Chat,3
C00444,Email,3
C00445,Email,5
C00445,Email,5
C00446,Email,5
C00447,Email,2
C00447,Phone,3
C00447,Web Chat,1
C00447,Phone,3
C00447,Phone,2
C00447,Web Chat,2
C00448,Phone,4
C00448,Phone,5
C00448,Web Chat,3
C00448,Email,3
C00449,Email,4
C00449,Web Chat,4
C00449,Phone,4
C00450,Web Chat,5
C00451,Email,4
C00451,Phone,3
C00451,Web Chat,3
C00452,Email,3
C00452,Phone,3
C00452,Phone,1
C00452,Web Chat,3
C00452,Phone,1
C00453,Phone,5
C00453,Email,3
C00453,Email,5
C00453,Phone,5
C00453,Phone,4
C00454,Web Chat,4
C00454,Phone,5
C00455,Phone,4
C00455,Email,3
C00456,Phone,3
C00457,Email,3
C00458,Phone,5
C00458,Email,3
C00458,Web Chat,5
C00459,Web Chat,3
C00459,Email,5
C00459,Web Chat,5
C00459,Phone,5
C00460,Email,4
C00460,Phone,4
C00460,Email,4
C00460,Web Chat,5
C00460,Email,5
C00461,Email,5
C00461,Email,5
C00462,Phone,4
C00463,Email,1
C00463,Phone,3
C00463,Web Chat,3
C00463,Email,2
C00463,Web Chat,2
C00463,Email,2
C00464,Phone,4
C00464,Phone,3
C00464,Phone,4
C00465,Web Chat,1
C00465,Email,3
C00465,Email,3
C00465,Email,3
C00465,Web Chat,1
C00466,Phone,5
C00467,Web Chat,4
C00467,Email,3
C00467,Web Chat,5
C00467,Web Chat,4
C00467,Web Chat,3
C00468,Web Chat,4
C00469,Web Chat,4
C00470,Email,3
C00470,Web Chat,5
C00470,Web Chat,4
C00470,Email,4
C00471,Email,3
C00471,Email,3
C00471,Web Chat,2
C00471,Email,3
C00471,Web Chat,3
C00471,Web Chat,2
C00472,Web Chat,5
C00472,Phone,4
C00472,Phone,3
C00472,Phone,4
C00473,Email,4
C00473,Phone,4
C00473,Web Chat,3
C00474,Web Chat,5
C00474,Web Chat,4
C00474,Web Chat,5
C00474,Email,5
C00474,Email,4
C00475,Email,4
C00475,Email,3
C00475,Web Chat,4
C00475,Email,5
C00476,Phone,5
C00476,Email,4
C00476,Email,3
C00476,Web Chat,4
C00476,Email,5
C00477,Phone,2
C00477,Phone,3
C00477,Email,2
C00477,Web Chat,3
C00477,Web Chat,1
C00477,Phone,1
C00477,Email,1
C00478,Phone,3
C00479,Email,2
C00479,Email,2
C00479,Phone,3
C00479,Web Chat,2
C00479,Email,2
C00479,Email,1
C00479,Email,3
C00480,Phone,3
C00481,Email,3
C00481,Email,4
C00482,Phone,5
C00483,Email,3
C00483,Phone,1
C00483,Web Chat,3
C00483,Phone,3
C00483,Phone,2
C00483,Email,3
C00483,Web Chat,3
C00483,Email,3
C00484,Phone,1
C00484,Phone,2
C00484,Phone,2
C00484,Email,2
C00485,Web Chat,4
C00485,Web Chat,3
C00485,Email,5
C00485,Phone,3
C00485,Email,4
C00486,Phone,5
C00487,Web Chat,3
C00487,Web Chat,1
C00487,Email,3
C00487,Phone,1
C00487,Phone,3
C00487,Phone,3
C00487,Web Chat,2
C00487,Email,1
C00488,Email,4
C00488,Web Chat,3
C00488,Web Chat,3
C00488,Phone,5
C00488,Web Chat,3
C00489,Email,4
C00489,Phone,5
C00489,Email,3
C00489,Phone,4
C00489,Web Chat,5
C00490,Phone,1
C00490,Phone,2
C00490,Email,3
C00490,Email,2
C00491,Phone,3
C00491,Phone,1
C00491,Web Chat,3
C00491,Web Chat,3
C00491,Phone,3
C00491,Phone,1
C00491,Email,1
C00491,Web Chat,1
C00491,Phone,3
C00492,Phone,5
C00492,Phone,5
C00493,Phone,4
C00493,Web Chat,4
C00493,Phone,5
C00494,Phone,3
C00494,Phone,3
C00495,Web Chat,2
C00495,Phone,2
C00495,Email,3
C00495,Phone,2
C00495,Web Chat,3
C00495,Email,3
C00495,Email,3
C00495,Email,1
C00495,Phone,1
C00496,Web Chat,5
C00496,Phone,3
C00496,Email,3
C00496,Web Chat,3
C00497,Web Chat,4
C00497,Web Chat,3
C00498,Email,5
C00498,Phone,5
C00498,Phone,5
C00498,Email,4
C00498,Phone,5
C00499,Phone,5
C00499,Web Chat,4
C00499,Web Chat,3
C00500,Email,3
C00500,Email,4
C00500,Web Chat,4
C00500,Phone,3
C00500,Phone,3
C00501,Email,3
C00501,Phone,2
C00501,Web Chat,1
C00501,Phone,3
C00501,Phone,3
C00502,Email,5
C00502,Web Chat,5
C00502,Phone,3
C00502,Email,4
C00502,Phone,5
C00503,Email,4
C00504,Email,4
C00504,Phone,3
C00505,Phone,5
C00505,Web Chat,3
C00505,Web Chat,3
C00506,Web Chat,3
C00506,Phone,3
C00506,Phone,2
C00506,Email,3
C00507,Email,3
C00507,Phone,4
C00507,Web Chat,5
C00507,Web Chat,5
C00507,Web Chat,4
C00508,Email,3
C00508,Email,1
C00508,Web Chat,2
C00508,Phone,1
C00508,Web Chat,2
C00508,Email,3
C00508,Web Chat,3
C00509,Phone,5
C00510,Phone,5
C00510,Phone,4
C00510,Web Chat,5
C00510,Phone,5
C00511,Phone,5
C00511,Phone,4
C00512,Email,5
C00512,Phone,5
C00513,Web Chat,5
C00513,Email,3
C00513,Web Chat,5
C00514,Email,1
C00514,Phone,2
C00514,Email,2
C00514,Phone,3
C00515,Web Chat,4
C00515,Email,3
C00516,Phone,5
C00516,Web Chat,3
C00517,Phone,3
C00517,Web Chat,5
C00518,Email,3
C00519,Email,5
C00519,Email,4
C00519,Web Chat,4
C00519,Email,3
C00520,Email,5
C00520,Email,3
C00520,Web Chat,5
C00521,Web Chat,3
C00521,Phone,4
C00521,Web Chat,3
C00521,Phone,3
C00521,Phone,3
C00522,Phone,5
C00522,Web Chat,4
C00522,Web Chat,4
C00522,Web Chat,4
C00522,Web Chat,4
C00523,Web Chat,3
C00523,Phone,3
C00523,Phone,5
C00523,Email,3
C00524,Phone,5
C00524,Email,5
C00524,Email,5
C00524,Web Chat,4
C00525,Web Chat,4
C00525,Web Chat,5
C00526,Phone,5
C00526,Web Chat,3
C00527,Phone,3
C00527,Email,4
C00527,Web Chat,3
C00527,Web Chat,4
C00528,Phone,5
C00528,Web Chat,5
C00528,Phone,5
C00528,Phone,3
C00528,Phone,3
C00529,Web Chat,3
C00529,Web Chat,4
C00529,Web Chat,4
C00530,Web Chat,2
C00530,Email,1
C00530,Email,2
C00530,Phone,1
C00531,Web Chat,5
C00531,Email,5
C00531,Web Chat,5
C00531,Web Chat,5
C00531,Phone,3
C00532,Email,4
C00533,Email,4
C00533,Web Chat,4
C00533,Email,3
C00533,Email,5
C00533,Email,5
C00534,Email,4
C00534,Web Chat,3
C00534,Web Chat,5
C00534,Email,5
C00534,Web Chat,4
C00535,Phone,1
C00535,Web Chat,3
C00535,Email,1
C00535,Phone,3
C00535,Web Chat,1
C00535,Web Chat,2
C00535,Phone,3
C00536,Email,2
C00536,Web Chat,2
C00536,Email,1
C00536,Web Chat,1
C00536,Web Chat,1
C00536,Phone,2
C00536,Web Chat,1
C00537,Email,4
C00537,Email,5
C00538,Phone,3
C00538,Web Chat,2
C00538,Web Chat,1
C00538,Web Chat,3
C00538,Email,1
C00538,Phone,3
C00538,Email,1
C00538,Phone,2
C00538,Web Chat,3
C00539,Phone,2
C00539,Email,3
C00539,Email,2
C00539,Email,3
C00539,Email,1
C00539,Phone,2
C00540,Phone,5
C00540,Email,3
C00540,Email,5
C00541,Email,5
C00541,Email,3
C00541,Phone,4
C00542,Phone,3
C00543,Email,3
C00543,Email,5
C00543,Phone,5
C00543,Email,4
C00543,Email,4
C00544,Phone,5
C00544,Phone,4
C00544,Email,5
C00544,Web Chat,3
C00544,Web Chat,4
C00545,Phone,4
C00546,Email,3
C00546,Web Chat,5
C00546,Web Chat,5
C00546,Phone,4
C00546,Phone,5
C00547,Email,3
C00547,Phone,3
C00547,Web Chat,3
C00547,Phone,3
C00548,Web Chat,5
C00548,Email,3
C00548,Phone,5
C00548,Email,5
C00549,Web Chat,4
C00549,Email,4
C00550,Web Chat,4
C00550,Web Chat,4
C00551,Phone,4
C00552,Web Chat,5
C00552,Web Chat,4
C00552,Email,4
C00552,Email,3
C00552,Email,4
C00553,Email,1
C00553,Email,1
C00553,Email,1
C00553,Phone,2
C00554,Email,3
C00554,Phone,1
C00554,Web Chat,2
C00554,Email,2
C00554,Web Chat,3
C00554,Phone,1
C00554,Phone,3
C00554,Web Chat,2
C00554,Phone,3
C00555,Email,5
C00555,Phone,4
C00556,Phone,4
C00557,Email,4
C00558,Web Chat,1
C00558,Phone,2
C00558,Phone,3
C00558,Email,1
C00558,Phone,2
C00558,Email,2
C00559,Web Chat,4
C00559,Phone,4
C00559,Email,3
C00559,Phone,4
C00560,Web Chat,3
C00560,Email,4
C00561,Email,5
C00561,Phone,5
C00562,Email,4
C00562,Web Chat,4
C00562,Phone,4
C00563,Email,4
C00563,Web Chat,3
C00563,Email,5
C00564,Email,4
C00565,Email,4
C00566,Email,4
C00566,Web Chat,3
C00566,Phone,5
C00566,Email,5
C00566,Phone,3
C00567,Email,4
C00567,Web Chat,3
C00567,Email,3
C00567,Phone,5
C00568,Phone,1
C00568,Email,1
C00568,Phone,3
C00568,Email,1
C00568,Email,2
C00568,Phone,1
C00568,Phone,2
C00569,Phone,3
C00569,Phone,3
C00570,Web Chat,3
C00570,Phone,4
C00570,Web Chat,4
C00571,Email,4
C00571,Web Chat,4
C00571,Web Chat,4
C00572,Email,4
C00572,Email,4
C00572,Phone,3
C00572,Phone,3
C00572,Phone,3
C00573,Email,4
C00574,Web Chat,4
C00574,Web Chat,3
C00574,Phone,4
C00575,Web Chat,3
C00575,Email,3
C00575,Phone,5
C00576,Phone,4
C00576,Email,4
C00576,Phone,3
C00576,Phone,5
C00577,Web Chat,5
C00577,Email,5
C00577,Email,4
C00577,Phone,4
C00578,Web Chat,3
C00579,Web Chat,2
C00579,Web Chat,3
C00579,Phone,2
C00579,Email,3
C00579,Phone,3
C00579,Phone,3
C00579,Email,3
C00580,Email,4
C00580,Phone,3
C00581,Web Chat,5
C00582,Phone,5
C00582,Phone,3
C00582,Phone,3
C00582,Email,4
C00583,Phone,3
C00583,Email,5
C00583,Email,4
C00583,Web Chat,4
C00584,Phone,4
C00584,Phone,4
C00584,Email,3
C00584,Web Chat,3
C00585,Phone,4
C00585,Web Chat,4
C00586,Phone,4
C00586,Email,4
C00586,Email,3
C00586,Web Chat,4
C00586,Phone,3
C00587,Email,4
C00587,Phone,5
C00587,Email,5
C00588,Phone,1
C00588,Phone,3
C00588,Email,3
C00588,Phone,1
C00589,Phone,5
C00590,Phone,3
C00590,Phone,3
C00590,Web Chat,5
C00590,Phone,3
C00590,Web Chat,5
C00591,Phone,4
C00591,Email,4
C00592,Web Chat,3
C00593,Email,3
C00593,Phone,3
C00593,Phone,4
C00594,Phone,4
C00594,Phone,4
C00595,Email,4
C00595,Phone,5
C00596,Web Chat,2
C00596,Web Chat,2
C00596,Phone,2
C00596,Phone,1
C00596,Web Chat,2
C00596,Phone,3
C00596,Web Chat,1
C00596,Phone,3
C00597,Phone,5
C00598,Email,3
C00599,Web Chat,3
C00600,Phone,5
C00600,Email,4
C00600,Web Chat,5
C00600,Email,5
C00600,Phone,4
C00601,Web Chat,5
C00602,Phone,4
C00603,Phone,3
C00603,Phone,4
C00603,Web Chat,3
C00604,Phone,3
C00604,Phone,2
C00604,Web Chat,2
C00604,Web Chat,2
C00604,Web Chat,3
C00604,Email,1
C00604,Email,1
C00604,Phone,1
C00605,Email,5
C00605,Phone,3
C00605,Phone,3
C00606,Email,4
C00606,Email,4
C00606,Web Chat,5
C00606,Web Chat,4
C00607,Web Chat,5
C00607,Email,4
C00607,Web Chat,5
C00608,Email,3
C00608,Phone,5
C00608,Web Chat,3
C00608,Web Chat,4
C00608,Email,4
C00609,Email,4
C00609,Web Chat,4
C00609,Email,4
C00610,Phone,1
C00610,Web Chat,3
C00610,Email,2
C00610,Web Chat,3
C00610,Web Chat,2
C00611,Phone,3
C00611,Phone,5
C00611,Phone,4
C00612,Email,4
C00612,Email,3
C00612,Web Chat,5
C00612,Phone,4
C00612,Phone,3
C00613,Web Chat,4
C00613,Phone,3
C00613,Phone,3
C00613,Email,3
C00613,Web Chat,5
C00614,Web Chat,1
C00614,Email,1
C00614,Email,3
C00614,Web Chat,2
C00614,Phone,2
C00615,Email,5
C00615,Email,5
C00615,Email,5
C00615,Email,3
C00616,Email,5
C00616,Web Chat,3
C00616,Email,5
C00617,Phone,4
C00617,Email,3
C00617,Phone,3
C00617,Web Chat,5
C00617,Phone,4
C00618,Web Chat,3
C00618,Email,5
C00618,Email,3
C00619,Phone,3
C00619,Web Chat,3
C00619,Web Chat,3
C00619,Web Chat,3
C00620,Phone,3
C00621,Phone,3
C00621,Web Chat,4
C00621,Email,3
C00621,Email,3
C00622,Email,3
C00622,Email,3
C00622,Web Chat,3
C00622,Email,2
C00622,Email,1
C00622,Phone,1
C00622,Email,2
C00622,Phone,1
C00622,Web Chat,1
C00623,Email,3
C00623,Web Chat,4
C00623,Email,5
C00623,Phone,5
C00623,Phone,4
C00624,Phone,3
C00624,Web Chat,5
C00624,Phone,3
C00624,Web Chat,3
C00625,Phone,3
C00625,Web Chat,5
C00625,Web Chat,3
C00626,Email,2
C00626,Email,2
C00626,Web Chat,1
C00626,Phone,1
C00626,Email,1
C00626,Web Chat,1
C00626,Phone,2
C00626,Web Chat,2
C00626,Web Chat,1
C00627,Phone,3
C00627,Phone,4
C00628,Phone,4
C00628,Phone,5
C00628,Phone,5
C00628,Web Chat,5
C00628,Phone,5
C00629,Email,1
C00629,Email,3
C00629,Web Chat,3
C00629,Web Chat,1
C00629,Web Chat,2
C00629,Email,1
C00629,Phone,2
C00629,Email,1
C00629,Web Chat,1
C00630,Email,4
C00630,Web Chat,5
C00630,Email,4
C00631,Phone,4
C00631,Email,5
C00632,Phone,5
C00632,Phone,5
C00633,Phone,4
C00633,Phone,5
C00633,Web Chat,4
C00634,Email,4
C00635,Phone,4
C00635,Web Chat,3
C00635,Email,3
C00635,Web Chat,3
C00636,Phone,4
C00636,Phone,3
C00636,Phone,4
C00636,Email,4
C00637,Web Chat,4
C00637,Web Chat,4
C00637,Web Chat,4
C00638,Email,3
C00638,Web Chat,5
C00638,Web Chat,5
C00638,Email,5
C00639,Email,4
C00639,Phone,3
C00639,Email,5
C00640,Phone,3
C00640,Phone,1
C00640,Email,3
C00640,Phone,2
C00640,Web Chat,2
C00640,Email,1
C00640,Phone,1
C00640,Phone,2
C00641,Phone,3
C00641,Phone,3
C00641,Web Chat,3
C00641,Phone,5
C00641,Email,4
C00642,Email,4
C00642,Phone,4
C00642,Web Chat,3
C00642,Web Chat,3
C00643,Web Chat,2
C00643,Web Chat,1
C00643,Phone,2
C00643,Phone,3
C00643,Web Chat,1
C00643,Web Chat,3
C00643,Phone,3
C00644,Phone,5
C00644,Phone,5
C00644,Email,3
C00644,Email,4
C00644,Email,4
C00645,Web Chat,4
C00645,Web Chat,5
C00645,Web Chat,5
C00645,Web Chat,4
C00645,Email,4
C00646,Email,5
C00646,Web Chat,4
C00646,Phone,3
C00646,Phone,5
C00647,Email,4
C00647,Web Chat,4
C00647,Web Chat,4
C00648,Email,2
C00648,Phone,1
C00648,Email,3
C00648,Web Chat,2
C00648,Web Chat,1
C00648,Phone,2
C00648,Web Chat,2
C00649,Email,2
C00649,Email,3
C00649,Email,3
C00649,Web Chat,2
C00649,Phone,3
C00649,Email,3
C00649,Phone,3
C00650,Web Chat,3
C00650,Phone,3
C00650,Phone,5
C00650,Phone,4
C00651,Phone,4
C00651,Email,3
C00651,Web Chat,4
C00651,Phone,5
C00651,Email,5
C00652,Email,3
C00653,Phone,3
C00654,Web Chat,3
C00654,Email,3
C00654,Email,3
C00654,Email,3
C00654,Phone,2
C00654,Email,3
C00654,Email,2
C00654,Phone,1
C00654,Email,2
C00655,Phone,4
C00655,Phone,5
C00655,Email,4
C00655,Phone,5
C00656,Email,2
C00656,Email,1
C00656,Email,1
C00656,Phone,2
C00657,Phone,4
C00657,Email,4
C00658,Email,3
C00658,Web Chat,3
C00658,Email,2
C00658,Email,2
C00658,Email,3
C00659,Web Chat,5
C00660,Email,3
C00660,Email,2
C00660,Email,3
C00660,Web Chat,1
C00660,Email,1
C00660,Web Chat,1
C00660,Email,1
C00660,Web Chat,1
C00661,Email,4
C00662,Phone,3
C00663,Phone,4
C00663,Email,4
C00663,Web Chat,4
C00664,Email,3
C00664,Web Chat,5
C00664,Email,3
C00664,Phone,4
C00665,Phone,3
C00665,Email,1
C00665,Email,1
C00665,Web Chat,2
C00665,Phone,2
C00665,Email,3
C00666,Phone,5
C00666,Email,5
C00666,Web Chat,5
C00667,Phone,3
C00667,Web Chat,3
C00667,Email,3
C00667,Email,5
C00668,Email,5
C00668,Web Chat,3
C00668,Email,4
C00669,Phone,5
C00669,Phone,5
C00669,Web Chat,3
C00669,Phone,4
C00670,Email,4
C00670,Phone,5
C00670,Email,3
C00670,Email,5
C00670,Web Chat,3
C00671,Email,3
C00671,Phone,5
C00672,Web Chat,4
C00672,Phone,5
C00672,Web Chat,4
C00673,Email,3
C00673,Web Chat,5
C00673,Phone,3
C00673,Web Chat,4
C00673,Email,5
C00674,Web Chat,3
C00674,Phone,3
C00674,Email,2
C00674,Web Chat,1
C00674,Email,2
C00674,Phone,3
C00674,Phone,2
C00674,Phone,2
C00674,Web Chat,1
C00675,Phone,5
C00676,Email,5
C00676,Email,5
C00676,Web Chat,5
C00676,Email,3
C00676,Phone,5
C00677,Phone,4
C00677,Phone,4
C00678,Phone,3
C00678,Email,4
C00678,Email,5
C00678,Email,5
C00679,Web Chat,2
C00679,Web Chat,2
C00679,Web Chat,3
C00679,Web Chat,3
C00679,Web Chat,1
C00679,Web Chat,2
C00680,Phone,3
C00680,Email,4
C00680,Email,3
C00681,Email,5
C00682,Web Chat,3
C00682,Web Chat,2
C00682,Email,3
C00682,Phone,3
C00682,Email,3
C00683,Phone,3
C00684,Web Chat,3
C00684,Email,5
C00684,Web Chat,3
C00684,Web Chat,5
C00685,Phone,5
C00685,Email,4
C00685,Phone,5
C00685,Phone,4
C00686,Phone,4
C00686,Web Chat,5
C00686,Web Chat,3
C00686,Web Chat,5
C00686,Phone,3
C00687,Phone,1
C00687,Email,1
C00687,Email,3
C00687,Web Chat,1
C00687,Web Chat,1
C00687,Phone,3
C00688,Phone,2
C00688,Phone,1
C00688,Email,2
C00688,Web Chat,1
C00689,Web Chat,4
C00689,Phone,5
C00689,Web Chat,5
C00689,Phone,3
C00689,Web Chat,4
C00690,Web Chat,5
C00690,Web Chat,4
C00690,Email,3
C00690,Email,4
C00691,Phone,4
C00691,Web Chat,5
C00691,Email,3
C00691,Email,4
C00692,Email,5
C00693,Web Chat,4
C00693,Email,3
C00693,Phone,5
C00693,Email,3
C00693,Phone,3
C00694,Email,3
C00694,Web Chat,5
C00694,Phone,4
C00695,Web Chat,3
C00696,Phone,5
C00697,Web Chat,4
C00697,Email,3
C00698,Phone,4
C00698,Phone,4
C00698,Phone,4
C00698,Phone,4
C00699,Phone,5
C00700,Phone,5
C00700,Phone,5
C00700,Phone,5
C00701,Web Chat,5
C00701,Web Chat,4
C00701,Web Chat,5
C00701,Email,5
C00702,Web Chat,1
C00702,Email,1
C00702,Phone,1
C00702,Email,1
C00702,Email,1
C00702,Web Chat,2
C00702,Phone,1
C00702,Phone,1
C00702,Phone,1
C00703,Email,1
C00703,Email,3
C00703,Web Chat,2
C00703,Web Chat,2
C00703,Email,3
C00704,Phone,4
C00704,Web Chat,4
C00704,Phone,4
C00705,Web Chat,4
C00705,Web Chat,5
C00705,Web Chat,3
C00706,Email,4
C00706,Email,4
C00706,Web Chat,4
C00707,Web Chat,4
C00708,Web Chat,4
C00708,Phone,3
C00708,Web Chat,5
C00708,Phone,4
C00709,Email,4
C00709,Phone,3
C00709,Email,5
C00709,Web Chat,3
C00710,Web Chat,2
C00710,Email,1
C00710,Web Chat,1
C00710,Email,2
C00710,Email,3
C00710,Web Chat,3
C00710,Phone,2
C00710,Phone,2
C00710,Web Chat,3
C00711,Email,3
C00712,Email,5
C00712,Email,3
C00712,Web Chat,4
C00712,Web Chat,4
C00712,Phone,5
C00713,Phone,4
C00713,Phone,5
C00713,Phone,3
C00713,Email,5
C00714,Web Chat,4
C00714,Email,5
C00714,Phone,3
C00714,Web Chat,3
C00714,Phone,3
C00715,Email,4
C00715,Phone,4
C00715,Web Chat,4
C00715,Phone,4
C00716,Phone,5
C00716,Phone,4
C00716,Email,5
C00716,Email,3
C00717,Email,3
C00717,Phone,2
C00717,Email,1
C00717,Email,2
C00717,Web Chat,3
C00717,Web Chat,1
C00717,Web Chat,2
C00718,Web Chat,5
C00719,Web Chat,4
C00719,Phone,5
C00720,Web Chat,3
C00720,Phone,4
C00720,Phone,4
C00720,Web Chat,3
C00720,Web Chat,5
