cust_id,contact_date,contact_channel,sat_score,call_duration_mins,issue_resolved
C00225,2023-09-03,Email,3,7,0
C00225,2023-03-15,Phone,5,47,1
C00225,2023-10-19,Web Chat,3,9,1
C00226,2023-01-13,Email,3,9,1
C00226,2024-08-07,Email,5,13,1
C00227,2023-05-18,Web Chat,4,4,1
C00227,2023-02-07,Web Chat,3,6,1
C00227,2023-01-20,Web Chat,1,13,1
C00228,2024-12-18,Email,5,12,0
C00228,2024-09-02,Email,4,13,1
C00228,2023-10-08,Phone,4,58,1
C00229,2024-03-03,Web Chat,4,4,1
C00229,2024-10-09,Web Chat,3,13,1
C00230,2024-03-28,Email,3,19,1
C00230,2024-03-04,Phone,3,23,1
C00230,2023-09-05,Web Chat,4,8,1
C00230,2024-04-18,Web Chat,3,4,1
C00231,2024-07-24,Web Chat,5,16,1
C00231,2023-08-15,Email,3,19,1
C00231,2024-01-22,Phone,4,41,1
C00232,2024-08-09,Web Chat,5,5,1
C00232,2023-02-13,Phone,4,46,1
C00232,2023-08-15,Web Chat,4,11,1
C00233,2023-11-17,Email,3,8,1
C00233,2023-12-27,Web Chat,3,4,1
C00233,2024-01-22,Phone,3,57,1
C00233,2024-01-18,Phone,4,18,1
C00234,2024-07-26,Web Chat,2,10,1
C00234,2023-04-23,Phone,3,39,0
C00234,2024-08-13,Web Chat,3,11,1
C00234,2024-08-05,Email,3,6,1
C00234,2024-10-08,Web Chat,3,5,1
C00235,2023-01-18,Phone,5,33,1
C00235,2023-09-26,Web Chat,5,11,0
C00235,2024-04-19,Phone,2,52,1
C00236,2024-07-25,Phone,2,29,1
C00236,2023-07-09,Web Chat,5,7,1
C00236,2023-12-21,Phone,5,20,1
C00236,2024-06-19,Phone,3,19,1
C00237,2024-10-17,Phone,3,19,0
C00237,2024-04-21,Web Chat,2,13,0
C00237,2024-07-02,Email,2,9,1
C00237,2023-11-20,Web Chat,3,4,1
C00238,2023-02-02,Phone,4,23,1
C00238,2023-05-24,Email,4,13,1
C00238,2023-02-10,Phone,5,16,1
C00238,2023-12-06,Phone,5,55,0
C00239,2024-06-25,Email,4,14,1
C00239,2023-11-17,Web Chat,1,12,1
C00239,2023-10-20,Web Chat,3,9,1
C00239,2024-11-12,Web Chat,3,14,1
C00239,2024-12-13,Email,4,17,1
C00240,2024-07-21,Email,3,19,0
C00240,2024-06-03,Email,5,17,1
C00241,2023-05-26,Web Chat,3,17,1
C00241,2024-12-01,Email,4,13,1
C00242,2024-11-09,Phone,3,35,1
C00242,2023-01-21,Email,2,10,1
C00243,2023-03-28,Phone,4,18,1
C00243,2023-08-18,Phone,5,55,1
C00244,2023-02-06,Email,3,8,0
C00244,2023-06-03,Email,4,12,1
C00244,2023-03-05,Phone,3,45,1
C00245,2024-12-21,Web Chat,3,10,1
C00245,2024-02-14,Email,5,9,1
C00245,2024-07-02,Email,5,4,1
C00246,2024-07-19,Email,4,12,1
C00246,2023-03-26,Phone,3,44,0
C00246,2024-12-20,Phone,4,53,1
C00246,2023-04-14,Email,3,11,1
C00246,2024-05-04,Email,4,11,0
C00247,2024-12-19,Phone,3,26,1
C00247,2023-02-17,Phone,1,55,1
C00247,2024-03-11,Email,3,4,1
C00247,2024-02-07,Web Chat,1,13,1
C00248,2023-10-07,Web Chat,3,17,1
C00248,2024-05-23,Phone,3,45,1
C00248,2024-04-10,Email,4,13,1
C00248,2023-09-09,Email,3,19,1
C00249,2023-06-12,Phone,2,18,1
C00249,2024-08-24,Web Chat,4,9,1
C00249,2023-11-12,Email,5,6,1
C00249,2024-12-16,Phone,5,59,1
C00250,2023-04-22,Web Chat,4,18,1
C00251,2023-06-03,Phone,4,24,1
C00252,2023-10-03,Web Chat,4,5,1
C00252,2023-12-23,Phone,5,40,1
C00252,2024-03-10,Web Chat,2,12,0
C00252,2023-10-11,Email,2,4,1
C00253,2023-11-12,Phone,3,34,1
C00253,2024-02-21,Phone,3,49,1
C00253,2024-02-12,Phone,3,50,1
C00253,2023-12-11,Web Chat,5,5,1
C00254,2023-05-23,Phone,3,38,1
C00254,2023-09-25,Phone,3,28,1
C00254,2024-06-27,Email,4,5,1
C00254,2024-03-05,Email,3,14,1
C00254,2023-04-19,Email,3,3,1
C00254,2024-10-25,Phone,3,45,1
C00254,2024-05-10,Web Chat,4,15,1
C00255,2024-01-02,Web Chat,4,12,0
C00256,2023-01-10,Email,3,7,0
C00256,2024-03-23,Phone,3,54,1
C00257,2023-08-03,Phone,4,46,0
C00257,2024-07-12,Phone,4,52,1
C00257,2024-08-20,Web Chat,5,16,1
C00257,2023-08-07,Web Chat,5,17,1
C00257,2024-06-18,Email,5,15,1
C00257,2023-07-25,Phone,5,24,1
C00257,2024-04-21,Web Chat,5,7,1
C00257,2024-08-13,Phone,4,21,0
C00258,2023-01-21,Email,4,4,1
C00258,2024-08-05,Phone,3,19,0
C00259,2023-06-03,Web Chat,4,19,1
C00259,2023-07-20,Phone,4,44,1
C00260,2024-03-10,Web Chat,5,17,1
C00260,2024-07-08,Email,2,16,1
C00260,2024-03-14,Web Chat,5,10,1
C00260,2024-04-20,Phone,3,36,0
C00261,2024-12-04,Email,5,13,0
C00261,2023-04-16,Web Chat,4,6,1
C00261,2023-07-14,Phone,4,21,1
C00262,2024-02-06,Web Chat,4,10,1
C00262,2023-12-12,Phone,4,57,0
C00262,2024-10-08,Email,4,5,1
C00262,2023-09-01,Phone,3,44,1
C00263,2024-08-01,Web Chat,3,4,1
C00263,2023-05-22,Phone,3,51,1
C00263,2023-02-22,Web Chat,3,16,1
C00264,2024-03-24,Phone,4,25,1
C00264,2024-07-25,Email,2,18,0
C00264,2023-10-22,Email,3,19,1
C00265,2023-03-07,Phone,3,21,1
C00265,2024-11-11,Email,5,14,1
C00265,2023-10-06,Web Chat,2,9,1
C00266,2023-06-27,Phone,2,25,0
C00267,2024-08-06,Web Chat,2,4,1
C00267,2024-09-27,Web Chat,4,7,1
C00267,2023-03-05,Phone,4,31,1
C00267,2023-05-13,Phone,4,29,1
C00267,2023-04-22,Email,2,17,1
C00267,2023-04-11,Phone,3,28,1
C00268,2023-12-23,Web Chat,3,11,1
C00268,2024-10-24,Phone,5,34,1
C00268,2024-12-10,Web Chat,4,9,1
C00269,2023-02-05,Email,5,5,1
C00269,2024-08-23,Email,5,3,0
C00269,2024-08-28,Web Chat,2,13,1
C00269,2024-03-24,Web Chat,5,11,1
C00270,2023-07-20,Email,3,9,1
C00270,2024-12-15,Email,3,19,1
C00270,2023-02-10,Phone,3,47,1
C00270,2024-03-21,Web Chat,2,12,0
C00271,2023-04-15,Web Chat,4,19,1
C00271,2023-08-24,Phone,4,59,1
C00271,2023-09-18,Email,5,19,0
C00271,2023-01-26,Phone,4,18,1
C00271,2023-06-21,Email,3,3,0
C00272,2023-08-24,Phone,3,25,1
C00272,2024-01-17,Phone,3,57,1
C00273,2024-06-14,Email,3,16,0
C00273,2024-02-10,Phone,4,22,1
C00273,2024-02-12,Email,3,19,1
C00273,2023-04-09,Phone,5,25,1
C00274,2023-09-15,Email,3,4,1
C00275,2024-02-23,Phone,5,38,1
C00275,2024-06-19,Email,5,5,0
C00276,2024-04-07,Web Chat,3,11,1
C00276,2023-06-08,Web Chat,5,12,0
C00277,2024-11-15,Web Chat,3,17,1
C00277,2024-08-07,Phone,4,56,0
C00277,2023-01-20,Web Chat,3,5,0
C00277,2023-10-02,Phone,2,26,1
C00277,2023-05-21,Web Chat,4,8,0
C00277,2023-05-07,Web Chat,3,17,1
C00278,2024-02-13,Email,3,16,1
C00278,2023-11-07,Web Chat,3,13,1
C00278,2024-01-26,Web Chat,5,18,1
C00278,2023-08-07,Web Chat,4,14,1
C00279,2024-10-10,Web Chat,3,15,1
C00280,2024-02-19,Web Chat,3,14,1
C00280,2023-08-19,Web Chat,4,5,1
C00280,2023-04-05,Email,5,4,1
C00281,2023-06-28,Web Chat,4,11,1
C00282,2023-03-20,Web Chat,2,3,1
C00282,2024-04-02,Phone,2,19,0
C00282,2023-04-02,Email,2,17,1
C00283,2023-02-17,Email,1,9,1
C00283,2024-12-18,Phone,4,53,1
C00283,2024-05-05,Email,3,19,0
C00283,2024-02-11,Phone,2,46,1
C00284,2024-10-08,Email,4,16,1
C00284,2024-05-09,Web Chat,3,7,1
C00284,2024-07-15,Email,5,12,1
C00284,2023-12-01,Email,4,4,1
C00284,2024-02-26,Email,2,4,1
C00285,2023-11-27,Email,3,11,1
C00285,2024-08-06,Phone,5,36,0
C00285,2024-05-22,Email,2,15,1
C00286,2023-06-23,Phone,3,57,1
C00286,2023-01-12,Email,4,19,1
C00287,2023-02-02,Phone,3,37,0
C00287,2023-01-26,Email,5,3,0
C00287,2023-04-27,Web Chat,3,18,1
C00288,2023-02-20,Email,3,17,1
C00288,2024-10-26,Web Chat,3,11,1
C00288,2024-03-15,Email,4,15,1
C00288,2023-05-15,Email,4,5,1
C00288,2024-11-04,Email,4,8,1
C00288,2023-06-17,Email,5,3,1
C00289,2024-04-05,Web Chat,5,5,1
C00290,2024-07-05,Web Chat,1,16,1
C00290,2023-11-27,Phone,5,16,0
C00290,2024-07-05,Web Chat,1,6,1
C00291,2023-11-13,Phone,2,53,0
C00291,2024-02-05,Phone,5,45,0
C00291,2024-03-18,Phone,1,49,1
C00292,2023-11-21,Email,4,18,1
C00293,2023-08-11,Web Chat,4,14,1
C00293,2024-06-12,Web Chat,5,16,1
C00294,2024-05-07,Web Chat,4,7,1
C00294,2024-07-16,Web Chat,2,4,0
C00294,2023-08-27,Phone,4,23,1
C00295,2023-08-23,Web Chat,4,14,1
C00295,2024-06-24,Email,4,16,0
C00295,2023-10-08,Web Chat,5,10,0
C00296,2023-02-14,Phone,4,22,1
C00296,2023-02-26,Web Chat,4,4,1
C00296,2024-11-16,Phone,4,34,1
C00296,2023-10-06,Phone,4,29,0
C00297,2023-11-24,Email,3,15,1
C00297,2024-11-20,Email,4,14,1
C00297,2024-12-10,Phone,3,16,1
C00297,2024-02-18,Email,1,8,1
C00298,2023-04-04,Web Chat,3,7,1
C00298,2023-03-27,Phone,4,58,1
C00298,2024-10-03,Web Chat,5,4,1
C00299,2023-06-15,Email,5,4,1
C00299,2024-04-05,Web Chat,5,4,1
C00300,2023-07-26,Web Chat,2,4,1
C00300,2023-03-06,Web Chat,2,5,1
C00300,2023-06-16,Phone,1,28,0
C00301,2024-02-07,Web Chat,4,11,1
C00301,2023-11-08,Email,3,6,1
C00301,2024-04-01,Web Chat,4,3,1
C00302,2024-09-24,Web Chat,4,6,1
C00302,2023-02-14,Phone,2,32,1
C00302,2023-11-11,Phone,5,43,1
C00303,2023-09-13,Phone,1,59,1
C00303,2023-07-05,Email,2,12,1
C00303,2023-06-18,Phone,2,38,1
C00303,2024-08-18,Phone,3,25,1
C00304,2024-07-28,Web Chat,5,9,1
C00304,2023-12-01,Email,4,19,1
C00304,2024-04-08,Phone,3,16,1
C00305,2023-05-02,Web Chat,3,17,1
C00305,2023-09-13,Phone,4,32,1
C00305,2023-05-04,Email,3,5,1
C00306,2024-09-12,Phone,3,45,1
C00306,2023-04-21,Web Chat,1,13,1
C00306,2023-07-23,Web Chat,2,11,1
C00307,2023-01-18,Web Chat,3,3,1
C00307,2024-01-12,Phone,5,44,1
C00307,2023-09-01,Phone,2,42,1
C00307,2023-07-05,Email,4,12,0
C00308,2023-07-13,Phone,5,19,1
C00308,2023-04-05,Web Chat,3,11,0
C00309,2024-10-21,Phone,3,53,0
C00309,2024-09-25,Email,2,9,1
C00309,2023-07-16,Phone,4,50,1
C00309,2023-06-24,Phone,4,55,1
C00310,2024-08-21,Web Chat,4,8,1
C00310,2024-09-21,Email,3,15,0
C00310,2024-06-17,Phone,5,46,1
C00310,2024-08-20,Email,4,4,1
C00310,2024-09-03,Phone,2,51,1
C00310,2024-08-17,Email,3,18,0
C00311,2023-05-11,Email,3,5,0
C00312,2024-07-15,Phone,4,47,1
C00312,2024-09-12,Phone,3,23,0
C00313,2023-05-18,Phone,3,26,1
C00313,2024-11-14,Web Chat,3,13,1
C00314,2023-08-20,Phone,3,54,1
C00314,2024-01-27,Web Chat,2,9,1
C00314,2024-09-16,Web Chat,3,9,1
C00314,2023-04-11,Email,5,10,1
C00314,2023-05-22,Email,3,18,1
C00314,2024-03-20,Web Chat,2,19,1
C00315,2023-07-12,Web Chat,2,14,0
C00315,2023-12-26,Web Chat,2,3,1
C00315,2023-05-20,Web Chat,3,10,1
C00315,2024-12-22,Email,3,17,0
C00315,2024-06-21,Phone,4,21,0
C00316,2023-12-03,Web Chat,5,15,0
C00316,2023-11-28,Web Chat,3,15,0
C00316,2024-03-18,Email,3,11,1
C00317,2024-06-18,Email,3,12,1
C00318,2023-05-28,Web Chat,4,19,1
C00318,2024-11-08,Phone,4,56,1
C00318,2023-07-23,Email,4,18,0
C00318,2023-05-08,Email,3,9,1
C00319,2023-09-12,Email,4,3,1
C00319,2023-07-10,Email,4,16,1
C00320,2024-05-28,Phone,5,51,0
C00320,2024-04-26,Email,2,19,1
C00320,2024-01-02,Email,1,3,1
C00320,2024-10-07,Web Chat,2,12,0
C00321,2024-11-20,Phone,3,34,1
C00321,2023-02-10,Web Chat,3,6,1
C00321,2023-07-22,Web Chat,2,17,1
C00321,2024-01-24,Email,4,17,1
C00322,2023-02-11,Phone,4,51,1
C00323,2023-05-12,Web Chat,4,18,1
C00323,2023-01-20,Email,5,14,1
C00323,2024-01-27,Phone,4,37,1
C00323,2024-12-23,Web Chat,4,17,0
C00324,2023-03-13,Web Chat,5,17,1
C00324,2024-06-13,Phone,5,20,1
C00324,2024-12-07,Phone,3,27,1
C00324,2024-12-20,Web Chat,3,5,1
C00325,2024-11-04,Phone,2,31,1
C00325,2023-06-18,Phone,3,52,1
C00325,2023-05-23,Phone,3,28,1
C00325,2023-06-26,Email,2,3,1
C00325,2023-12-10,Phone,5,20,1
C00325,2023-10-18,Phone,3,44,1
C00325,2024-02-12,Web Chat,2,6,1
C00326,2024-08-07,Email,4,15,1
C00326,2024-03-11,Phone,3,23,1
C00327,2023-07-01,Web Chat,4,14,1
C00327,2024-02-25,Email,5,11,1
C00327,2024-01-07,Web Chat,5,19,0
C00327,2023-11-19,Web Chat,5,4,1
C00327,2024-01-10,Web Chat,5,15,1
C00327,2024-03-05,Email,3,7,1
C00328,2024-04-07,Email,2,4,1
C00328,2024-05-10,Web Chat,4,4,0
C00329,2024-10-14,Email,3,5,1
C00329,2024-07-11,Email,4,13,1
C00330,2024-02-06,Web Chat,2,16,1
C00330,2024-01-08,Email,4,9,0
C00330,2023-06-11,Phone,5,49,1
C00330,2024-09-04,Phone,3,58,1
C00331,2023-06-22,Email,2,7,1
C00331,2023-05-20,Phone,3,26,1
C00331,2024-05-16,Phone,4,28,0
C00331,2024-10-18,Web Chat,2,5,1
C00332,2023-09-02,Email,3,9,1
C00332,2023-09-25,Phone,4,51,0
C00333,2023-01-08,Phone,1,21,1
C00333,2024-06-05,Web Chat,2,7,1
C00333,2023-06-02,Phone,5,22,1
C00333,2023-03-24,Email,3,19,1
C00334,2023-06-05,Email,5,17,1
C00335,2024-09-07,Phone,4,39,1
C00335,2024-07-07,Phone,3,28,0
C00335,2024-03-09,Phone,5,22,1
C00335,2024-06-26,Phone,3,41,0
C00336,2023-07-05,Email,4,14,1
C00336,2023-12-17,Phone,3,28,0
C00336,2023-12-24,Phone,3,30,1
C00337,2023-02-25,Web Chat,2,12,1
C00337,2023-11-13,Phone,4,45,1
C00338,2023-01-12,Phone,3,27,1
C00338,2024-09-15,Email,3,9,1
C00339,2023-08-08,Web Chat,4,3,1
C00339,2024-10-24,Email,5,12,1
C00340,2023-08-27,Email,5,5,0
C00340,2023-11-04,Web Chat,2,6,1
C00340,2024-11-23,Phone,3,47,1
C00341,2024-06-07,Email,5,11,1
C00341,2024-08-16,Web Chat,5,9,1
C00341,2024-11-02,Phone,4,43,1
C00341,2023-04-02,Web Chat,5,7,1
C00341,2024-08-15,Web Chat,4,18,0
C00342,2024-10-24,Phone,4,31,1
C00342,2023-07-20,Phone,3,57,1
C00342,2024-07-14,Web Chat,3,10,1
C00342,2024-06-19,Email,2,7,1
C00342,2023-10-15,Phone,3,50,1
C00343,2023-04-18,Web Chat,3,11,1
C00343,2024-02-23,Phone,2,22,1
C00343,2024-01-14,Phone,3,25,1
C00343,2023-08-27,Email,2,16,1
C00343,2024-06-26,Email,3,6,1
C00344,2024-02-14,Phone,5,58,1
C00345,2023-05-10,Email,3,9,1
C00345,2024-04-07,Email,3,7,1
C00345,2024-10-25,Phone,2,42,1
C00345,2024-05-11,Web Chat,4,10,1
C00346,2023-01-09,Phone,2,35,1
C00346,2023-04-15,Email,4,4,1
C00347,2023-11-07,Email,3,4,1
C00347,2023-04-13,Phone,4,23,0
C00347,2023-12-03,Email,4,17,1
C00347,2023-10-17,Web Chat,3,16,0
C00347,2023-12-01,Phone,3,53,1
C00348,2023-02-05,Phone,3,59,1
C00348,2023-04-27,Phone,5,36,1
C00348,2023-01-06,Web Chat,3,9,0
C00348,2024-03-24,Phone,3,19,1
C00349,2024-12-07,Email,4,15,1
C00349,2023-09-17,Web Chat,2,8,1
C00349,2023-07-07,Web Chat,3,17,0
C00350,2023-07-11,Email,4,11,0
C00350,2024-03-06,Phone,3,51,0
C00350,2023-08-21,Email,3,18,1
C00350,2024-10-13,Phone,4,30,1
C00351,2024-01-28,Phone,5,49,1
C00351,2024-01-01,Web Chat,1,18,1
C00351,2024-01-05,Web Chat,4,11,0
C00351,2023-11-05,Email,3,11,1
C00351,2023-10-12,Web Chat,2,17,1
C00351,2024-07-27,Phone,4,48,1
C00352,2023-07-22,Phone,4,47,1
C00352,2023-06-16,Web Chat,3,8,1
C00352,2023-01-21,Email,4,4,1
C00352,2024-06-22,Phone,5,29,1
C00353,2024-11-25,Phone,2,50,1
C00354,2024-02-16,Web Chat,5,12,1
C00354,2023-06-07,Phone,3,32,1
C00355,2024-10-04,Email,5,8,1
C00355,2024-02-18,Web Chat,2,8,1
C00356,2024-11-21,Web Chat,2,9,1
C00357,2024-01-04,Phone,4,38,1
C00357,2024-06-28,Web Chat,4,14,0
C00358,2023-10-15,Web Chat,2,13,1
C00359,2024-04-02,Phone,5,41,1
C00359,2023-03-07,Web Chat,4,4,1
C00359,2023-08-24,Email,5,13,0
C00360,2024-06-01,Email,2,10,1
C00360,2024-11-26,Phone,2,57,1
C00361,2024-09-26,Phone,2,20,0
C00361,2024-02-07,Phone,2,27,1
C00361,2024-04-10,Web Chat,5,17,1
C00361,2024-10-22,Phone,1,21,1
C00361,2024-09-18,Phone,3,32,1
C00362,2024-08-05,Email,4,6,0
C00362,2024-08-26,Phone,4,51,0
C00362,2023-06-09,Web Chat,5,5,1
C00362,2024-05-18,Phone,5,55,1
C00362,2023-10-11,Email,3,9,1
C00363,2023-11-22,Web Chat,5,17,1
C00363,2024-03-07,Phone,2,27,1
C00363,2024-12-27,Phone,1,40,1
C00363,2023-04-15,Web Chat,4,11,1
C00363,2024-06-16,Phone,2,34,1
C00364,2023-12-14,Web Chat,4,11,1
C00364,2023-02-02,Web Chat,1,3,1
C00365,2023-11-15,Phone,4,45,1
C00366,2023-05-10,Phone,5,32,1
C00367,2023-06-03,Web Chat,3,11,1
C00367,2024-03-07,Email,3,11,0
C00368,2024-02-17,Web Chat,2,11,1
C00368,2023-03-23,Web Chat,2,14,1
C00368,2023-02-25,Email,3,16,1
C00369,2023-05-01,Email,4,13,1
C00369,2024-04-28,Web Chat,2,19,1
C00369,2023-11-06,Web Chat,3,18,1
C00370,2024-07-10,Email,3,5,1
C00370,2024-07-06,Email,5,11,1
C00370,2024-03-08,Web Chat,3,16,1
C00370,2024-12-15,Phone,5,24,1
C00371,2024-05-25,Web Chat,5,10,1
C00371,2024-01-20,Email,5,19,1
C00372,2023-06-27,Web Chat,3,8,1
C00372,2024-12-21,Email,4,14,1
C00373,2023-04-14,Email,1,16,0
C00374,2024-01-24,Web Chat,5,17,1
C00374,2023-05-15,Email,5,6,1
C00374,2023-03-16,Email,4,9,0
C00374,2023-03-28,Phone,5,20,1
C00375,2023-05-19,Email,5,4,1
C00375,2024-07-26,Web Chat,5,6,1
C00375,2024-01-27,Email,4,19,0
C00375,2024-07-07,Phone,2,48,1
C00376,2024-12-18,Phone,2,30,1
C00376,2023-12-17,Email,5,5,1
C00376,2024-12-22,Web Chat,3,7,1
C00377,2024-04-20,Web Chat,1,9,1
C00377,2023-02-11,Phone,4,16,0
C00377,2024-10-26,Email,4,16,1
C00378,2023-08-23,Email,3,5,0
C00378,2024-04-21,Phone,4,31,1
C00378,2023-08-21,Email,3,15,1
C00379,2024-10-19,Web Chat,3,6,1
C00379,2024-06-15,Phone,2,42,1
C00379,2023-12-17,Email,3,6,1
C00380,2024-06-02,Email,3,17,1
C00380,2023-02-13,Phone,1,33,0
C00380,2023-03-26,Phone,3,49,1
C00381,2024-07-28,Email,3,3,0
C00381,2024-12-08,Email,4,3,1
C00381,2024-01-21,Web Chat,2,8,1
C00381,2023-12-22,Web Chat,5,14,1
C00381,2023-08-11,Phone,3,27,1
C00382,2024-11-10,Email,3,3,1
C00382,2024-09-01,Phone,2,21,1
C00382,2024-03-15,Web Chat,3,15,1
C00383,2024-11-03,Email,5,6,1
C00383,2024-03-17,Phone,3,59,1
C00383,2024-01-09,Email,2,19,0
C00384,2024-03-12,Email,3,12,1
C00384,2024-08-13,Email,2,7,1
C00384,2023-08-23,Email,2,16,1
C00385,2023-02-08,Web Chat,4,9,1
C00385,2024-05-10,Email,3,10,0
C00386,2024-10-12,Email,5,13,0
C00386,2024-10-10,Email,5,5,1
C00387,2024-09-08,Email,4,19,1
C00387,2023-11-12,Email,5,4,1
C00387,2023-10-10,Email,3,6,1
C00387,2024-06-10,Email,3,5,1
C00388,2023-07-15,Web Chat,5,14,1
C00388,2024-07-25,Email,3,19,1
C00388,2023-11-24,Phone,3,53,1
C00388,2024-12-20,Web Chat,3,6,1
C00388,2024-08-11,Web Chat,5,7,1
C00388,2023-11-02,Phone,2,47,1
C00389,2023-01-24,Phone,4,44,1
C00390,2024-04-06,Phone,3,57,1
C00391,2023-04-10,Web Chat,4,11,1
C00392,2023-10-21,Phone,4,20,1
C00392,2024-01-01,Web Chat,1,17,1
C00392,2023-09-27,Phone,4,51,0
C00393,2024-07-20,Web Chat,5,4,1
C00393,2024-03-25,Web Chat,4,10,1
C00393,2023-04-09,Web Chat,2,3,1
C00394,2024-09-04,Email,3,17,1
C00394,2024-03-18,Email,5,11,1
C00395,2024-09-22,Web Chat,3,7,0
C00395,2023-01-24,Email,3,12,1
C00395,2024-10-11,Email,2,7,0
C00396,2024-04-15,Web Chat,4,16,0
C00396,2024-04-16,Email,5,3,0
C00396,2023-12-01,Phone,5,44,1
C00397,2023-08-04,Email,4,8,0
C00397,2023-09-09,Phone,3,58,1
C00398,2024-04-28,Email,3,18,1
C00399,2023-11-01,Phone,4,18,1
C00399,2023-01-13,Web Chat,5,10,1
C00399,2024-02-26,Web Chat,4,14,1
C00399,2023-11-24,Email,1,13,1
C00399,2023-08-19,Email,4,3,0
C00399,2023-11-04,Web Chat,3,17,1
C00399,2023-04-19,Email,2,15,0
C00399,2024-03-14,Phone,5,17,1
C00400,2023-12-06,Phone,3,23,1
C00400,2024-08-09,Phone,5,40,1
C00400,2024-04-02,Email,3,10,1
C00401,2024-07-08,Web Chat,2,13,1
C00402,2024-07-07,Phone,4,19,0
C00402,2024-10-04,Web Chat,2,12,1
C00403,2024-08-06,Email,5,9,1
C00403,2023-01-20,Web Chat,3,19,1
C00404,2023-03-07,Email,3,19,1
C00404,2024-12-04,Phone,2,46,1
C00404,2024-04-28,Email,3,5,1
C00405,2023-09-26,Phone,4,46,1
C00405,2024-05-09,Web Chat,5,15,1
C00405,2023-08-16,Phone,5,45,1
C00405,2023-10-13,Email,5,10,1
C00406,2023-06-14,Web Chat,1,15,1
C00406,2024-03-28,Web Chat,3,14,1
C00406,2023-08-22,Phone,3,20,0
C00406,2023-02-20,Email,1,5,1
C00406,2023-03-01,Web Chat,3,4,1
C00406,2023-08-02,Web Chat,4,19,1
C00407,2023-04-26,Web Chat,3,9,1
C00407,2023-06-02,Phone,3,33,0
C00408,2023-05-19,Web Chat,3,10,1
C00408,2023-01-12,Email,3,10,1
C00408,2024-01-11,Web Chat,1,5,1
C00409,2024-04-05,Phone,3,56,1
C00409,2023-11-28,Phone,4,24,1
C00409,2023-09-11,Email,3,4,1
C00409,2023-06-03,Email,3,18,1
C00410,2023-10-25,Email,5,8,0
C00410,2024-11-24,Phone,4,37,1
C00410,2023-10-18,Web Chat,3,14,1
C00410,2023-11-05,Phone,3,43,0
C00410,2023-01-14,Email,4,18,1
C00410,2023-03-15,Email,3,8,1
C00411,2024-04-26,Web Chat,3,6,0
C00411,2023-05-04,Web Chat,3,19,1
C00411,2024-05-16,Web Chat,2,7,1
C00411,2024-01-18,Web Chat,1,16,1
C00411,2023-09-28,Web Chat,5,13,1
C00412,2023-06-25,Phone,5,25,1
C00413,2024-09-13,Web Chat,4,18,1
C00413,2024-06-08,Phone,5,18,1
C00413,2024-10-27,Phone,4,39,1
C00413,2024-10-07,Phone,3,26,1
C00414,2023-08-10,Phone,4,21,1
C00414,2024-11-05,Phone,1,51,1
C00414,2024-05-05,Phone,2,28,1
C00415,2024-04-27,Email,4,6,1
C00415,2024-07-16,Phone,3,27,1
C00416,2024-07-16,Email,2,13,1
C00416,2023-08-13,Email,4,19,0
C00417,2023-03-20,Phone,4,24,1
C00417,2024-05-24,Web Chat,4,14,1
C00417,2023-09-19,Phone,4,57,1
C00417,2023-12-19,Phone,5,28,1
C00417,2023-03-17,Email,2,7,1
C00417,2024-12-10,Phone,3,44,1
C00418,2023-03-27,Email,3,16,1
C00418,2023-08-23,Web Chat,2,7,1
C00418,2023-06-18,Email,5,6,1
C00418,2023-06-15,Web Chat,4,11,1
C00418,2024-09-24,Email,5,5,1
C00418,2023-11-02,Email,1,19,0
C00419,2024-11-09,Email,3,13,1
C00419,2024-05-13,Web Chat,4,8,1
C00419,2023-09-17,Phone,2,30,0
C00419,2024-04-10,Email,5,15,1
C00420,2023-11-06,Email,3,10,0
C00420,2023-08-23,Phone,5,18,1
C00421,2023-01-26,Web Chat,4,10,0
C00422,2024-07-14,Phone,4,46,1
C00422,2024-05-17,Phone,2,20,1
C00422,2023-05-08,Phone,3,29,1
C00422,2024-08-05,Email,5,6,1
C00423,2023-06-17,Phone,3,20,0
C00423,2023-10-04,Web Chat,4,12,1
C00423,2023-11-22,Web Chat,5,13,0
C00423,2024-07-03,Email,4,13,1
C00423,2023-03-27,Phone,5,53,1
C00424,2024-03-23,Web Chat,3,11,1
C00424,2024-11-14,Web Chat,3,13,1
C00424,2023-10-12,Web Chat,5,19,1
C00424,2023-10-17,Email,2,7,1
C00425,2023-01-27,Web Chat,4,16,1
C00425,2024-03-11,Email,3,14,0
C00426,2023-04-15,Web Chat,5,11,0
C00426,2023-02-11,Phone,5,38,1
C00426,2023-12-01,Phone,4,30,1
C00427,2024-11-11,Web Chat,2,11,1
C00427,2024-11-02,Phone,3,39,1
C00427,2023-08-26,Email,5,15,1
C00427,2024-08-20,Phone,2,17,1
C00427,2023-03-02,Phone,3,45,1
C00428,2023-05-11,Phone,4,23,1
C00428,2024-03-16,Email,5,8,1
C00428,2023-07-01,Email,4,11,1
C00428,2023-01-26,Email,4,13,1
C00429,2023-01-21,Email,2,12,1
C00429,2023-09-11,Phone,2,39,0
C00429,2023-11-12,Phone,2,24,0
C00430,2024-05-08,Web Chat,3,15,1
C00430,2023-08-08,Web Chat,5,7,0
C00430,2023-03-16,Email,5,19,1
C00431,2024-11-08,Email,5,12,1
C00431,2023-07-22,Web Chat,5,6,0
