customer_id,complaint_date,complaint_category,comment,severity,resolution_time_days,escalated,resolved
C00221,2023-08-28,Billing,I am contacting my lawyer. This is negligent and completely unacceptable.,5,9,1,0
C00221,2024-03-14,Outage,I feel like loyal customers are not being valued the way they should be.,3,7,0,0
C00221,2023-04-22,Outage,I want to switch to paperless billing.,1,2,0,1
C00221,2023-07-02,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,25,0,1
C00222,2024-01-10,Service Quality,I had trouble navigating the new online portal at first.,2,3,0,0
C00222,2024-01-13,Service Quality,I had trouble navigating the new online portal at first.,2,12,1,0
C00222,2023-11-03,Meter Reading,"Everything is fine, just updating my details.",1,7,0,1
C00223,2022-12-07,Meter Reading,The technician did not show up at the agreed time without any notice.,3,16,0,1
C00223,2022-09-08,Service Quality,Quick question about the new tariff letter I received.,1,3,0,1
C00224,2022-01-23,Billing,I have been waiting over a week for someone to call me back.,3,3,1,1
C00224,2024-03-20,Account Management,The website was slow when I tried to log in yesterday.,2,4,0,1
C00225,2024-10-10,Billing,I have been trying to get this resolved for two weeks now.,3,11,1,1
C00225,2024-10-12,Technical,My bill has errors and I have had to call twice about the same issue.,3,11,0,1
C00225,2023-04-06,Outage,The email confirmation for my account change took two days to arrive.,2,8,1,1
C00226,2023-01-22,Outage,I have been waiting over a week for someone to call me back.,3,14,0,0
C00226,2024-02-20,Account Management,I want to switch to paperless billing.,1,9,0,1
C00228,2023-02-11,Account Management,I waited longer than usual for a callback but it came eventually.,2,4,1,0
C00228,2022-05-09,Technical,The rate increase was not communicated clearly and came as a surprise.,3,12,0,0
C00229,2022-12-23,Billing,I had trouble navigating the new online portal at first.,2,11,1,1
C00229,2022-05-12,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,12,0,1
C00230,2024-12-21,Service Quality,I would like to check my current balance please.,1,4,0,1
C00230,2023-12-16,Billing,The technician did not show up at the agreed time without any notice.,3,4,0,0
C00230,2024-06-05,Account Management,The level of service I am receiving is completely unacceptable.,4,24,0,0
C00231,2022-03-09,Account Management,I had trouble navigating the new online portal at first.,2,13,0,0
C00232,2024-04-06,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,9,1,1
C00233,2024-08-12,Account Management,The website was slow when I tried to log in yesterday.,2,12,0,1
C00233,2024-10-25,Billing,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,15,0,0
C00233,2024-06-11,Outage,I am not satisfied with how my previous complaint was handled.,3,9,1,0
C00233,2024-10-10,Technical,The website was slow when I tried to log in yesterday.,2,4,0,1
C00233,2024-03-13,Technical,I would like to know my current contract end date.,1,3,1,1
C00234,2024-08-02,Account Management,I feel like loyal customers are not being valued the way they should be.,3,6,1,1
C00235,2023-01-09,Billing,I have been trying to get this resolved for two weeks now.,3,3,1,1
C00235,2024-06-27,Account Management,My bill was slightly higher than I expected this month.,2,13,0,1
C00235,2023-04-28,Billing,"There was a small discrepancy on my statement, now resolved.",2,8,0,1
C00235,2023-06-18,Account Management,The customer service agent I spoke to was not very helpful.,3,1,0,1
C00236,2022-03-15,Outage,The technician did not show up at the agreed time without any notice.,3,13,0,0
C00237,2022-03-23,Technical,The website was slow when I tried to log in yesterday.,2,12,1,0
C00237,2024-03-18,Billing,Response time was a bit slower than last time I called.,2,12,0,1
C00238,2024-08-12,Billing,I would like to check my current balance please.,1,7,0,1
C00238,2024-04-27,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,6,0,1
C00238,2022-11-21,Technical,The rate increase was not communicated clearly and came as a surprise.,3,15,0,1
C00238,2024-08-04,Technical,Response time was a bit slower than last time I called.,2,9,1,1
C00239,2022-08-08,Billing,I waited longer than usual for a callback but it came eventually.,2,2,0,1
C00240,2024-05-17,Meter Reading,I feel like loyal customers are not being valued the way they should be.,3,10,1,1
C00240,2022-10-03,Meter Reading,I am very unhappy with the service. My complaint from last month is still open.,4,24,1,0
C00240,2022-02-20,Outage,I waited longer than usual for a callback but it came eventually.,2,13,1,0
C00240,2022-01-21,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,11,1,0
C00241,2023-10-27,Account Management,I want to switch to paperless billing.,1,6,1,1
C00242,2023-09-17,Outage,Could you send me a copy of last month's bill?,1,6,0,1
C00243,2024-07-21,Account Management,My meter reading submission didn't go through on the first try.,2,9,1,1
C00243,2024-09-18,Technical,I have been trying to get this resolved for two weeks now.,3,8,0,0
C00245,2023-10-13,Billing,I would like to check my current balance please.,1,8,0,1
C00245,2023-08-15,Billing,The technician did not show up at the agreed time without any notice.,3,7,0,1
C00246,2024-03-17,Account Management,I am going to leave a public review warning everyone about this company.,5,19,1,0
C00246,2024-06-14,Service Quality,"Three technicians, three no-shows. I have lost my patience entirely.",5,13,1,0
C00246,2024-11-16,Service Quality,I need to change my contact phone number on the account.,1,7,0,1
C00246,2024-05-15,Technical,Could you send me a copy of last month's bill?,1,8,0,1
C00246,2024-03-22,Account Management,Just checking when my next meter read is scheduled.,1,9,0,1
C00247,2023-02-15,Technical,I would like to check my current balance please.,1,7,1,1
C00248,2023-12-28,Meter Reading,Nobody in your company seems to take responsibility for anything.,4,20,0,1
C00249,2024-12-02,Account Management,I was treated rudely on my last call and I want this addressed.,4,7,0,0
C00250,2024-02-02,Service Quality,I would like to know my current contract end date.,1,1,0,1
C00250,2024-06-21,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,24,0,0
C00251,2023-04-28,Technical,The rate increase was not communicated clearly and came as a surprise.,3,14,1,1
C00251,2023-12-07,Meter Reading,I was on hold for about 20 minutes which felt long.,2,10,0,1
C00251,2023-06-03,Technical,I was on hold for about 20 minutes which felt long.,2,4,1,1
C00252,2023-12-19,Service Quality,The level of service I am receiving is completely unacceptable.,4,10,0,1
C00252,2022-10-07,Technical,I have been waiting over a week for someone to call me back.,3,14,0,1
C00252,2024-06-03,Outage,The email confirmation for my account change took two days to arrive.,2,10,0,1
C00252,2024-04-23,Technical,My bill has errors and I have had to call twice about the same issue.,3,12,1,1
C00252,2022-04-24,Account Management,I want a full refund and I am cancelling everything today.,5,18,0,0
C00252,2024-07-18,Billing,I was treated rudely on my last call and I want this addressed.,4,3,0,1
C00252,2023-01-07,Billing,I was on hold for about 20 minutes which felt long.,2,10,1,1
C00253,2023-09-15,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,9,1,0
C00253,2023-12-16,Outage,I took a day off work for the technician and nobody came.,4,10,1,0
C00253,2023-04-18,Outage,My meter reading submission didn't go through on the first try.,2,3,0,1
C00254,2022-11-28,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,1,0,1
C00254,2023-04-10,Outage,The technician did not show up at the agreed time without any notice.,3,13,0,1
C00255,2024-03-18,Billing,I would like to check my current balance please.,1,1,0,1
C00255,2024-11-02,Billing,The online chat bot could not help me and I had to call anyway.,3,8,0,0
C00255,2024-06-09,Service Quality,I want to cancel my account. I have had enough of this terrible service.,5,14,1,1
C00256,2024-04-17,Billing,My power has been out for two days and nobody has given me an update.,4,14,0,0
C00256,2024-02-04,Outage,My bill was slightly higher than I expected this month.,2,5,0,1
C00256,2023-08-14,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,15,0,1
C00257,2023-06-24,Outage,The worst customer experience I have ever had in my life.,5,14,0,0
C00257,2024-02-03,Account Management,I need to change my contact phone number on the account.,1,7,0,1
C00258,2024-06-10,Billing,The level of service I am receiving is completely unacceptable.,4,1,1,0
C00258,2023-11-05,Meter Reading,I feel like loyal customers are not being valued the way they should be.,3,18,0,1
C00259,2024-02-12,Technical,The online chat bot could not help me and I had to call anyway.,3,5,0,1
C00260,2024-10-21,Billing,I had trouble navigating the new online portal at first.,2,4,1,1
C00260,2023-11-24,Billing,I have escalated this complaint twice and it is still not resolved.,4,22,1,1
C00262,2023-03-06,Technical,I was on hold for about 20 minutes which felt long.,2,3,0,0
C00262,2023-06-01,Meter Reading,The technician did not show up at the agreed time without any notice.,3,19,0,0
C00262,2024-07-25,Outage,"There was a small discrepancy on my statement, now resolved.",2,11,0,0
C00262,2023-12-16,Account Management,I am going to leave a public review warning everyone about this company.,5,7,0,0
C00263,2023-04-06,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,10,0,1
C00263,2023-11-20,Account Management,The level of service I am receiving is completely unacceptable.,4,18,0,1
C00265,2022-04-17,Billing,The technician arrived a bit late but did a good job.,2,3,0,1
C00265,2024-08-16,Billing,The technician arrived a bit late but did a good job.,2,3,0,1
C00265,2023-11-13,Billing,The customer service agent I spoke to was not very helpful.,3,12,0,0
C00266,2022-02-21,Meter Reading,I have been trying to get this resolved for two weeks now.,3,4,0,1
C00268,2024-02-24,Billing,I was treated rudely on my last call and I want this addressed.,4,2,0,1
C00269,2023-11-11,Account Management,Your company has overcharged me for months and nobody will fix it.,5,12,1,0
C00269,2022-03-10,Billing,The technician did not show up at the agreed time without any notice.,3,18,1,1
C00270,2023-02-20,Account Management,I have been waiting over a week for someone to call me back.,3,10,0,0
C00271,2023-01-28,Account Management,Could you send me a copy of last month's bill?,1,2,0,1
C00272,2024-06-05,Technical,I have been waiting over a week for someone to call me back.,3,10,0,0
C00272,2024-01-07,Service Quality,I want a formal complaint registered. This has gone on too long.,4,23,1,1
C00272,2024-05-01,Meter Reading,"Everything is fine, just updating my details.",1,5,0,0
C00272,2024-09-02,Technical,I have escalated this complaint twice and it is still not resolved.,4,8,0,1
C00272,2024-09-20,Technical,I am considering switching providers if this is not fixed immediately.,4,24,0,0
C00273,2024-05-24,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,19,0,1
C00274,2024-03-27,Billing,I would like to check my current balance please.,1,1,1,1
C00274,2023-01-10,Outage,"There was a small discrepancy on my statement, now resolved.",2,9,1,0
C00275,2023-02-22,Meter Reading,I have escalated this complaint twice and it is still not resolved.,4,8,0,0
C00275,2023-05-01,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,10,0,0
C00276,2024-08-04,Account Management,I would like to know my current contract end date.,1,3,1,1
C00276,2022-05-05,Outage,My bill has errors and I have had to call twice about the same issue.,3,12,0,0
C00276,2023-02-19,Meter Reading,The email confirmation for my account change took two days to arrive.,2,4,0,1
C00277,2022-04-23,Billing,I am considering switching providers if this is not fixed immediately.,4,17,0,1
C00277,2023-07-06,Meter Reading,I have been trying to get this resolved for two weeks now.,3,1,1,0
C00277,2022-04-07,Service Quality,The technician did not show up at the agreed time without any notice.,3,15,0,1
C00278,2023-03-27,Service Quality,The technician did not show up at the agreed time without any notice.,3,14,0,1
C00278,2023-04-26,Meter Reading,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,28,1,0
C00279,2024-05-25,Technical,My bill has errors and I have had to call twice about the same issue.,3,1,0,0
C00279,2024-10-21,Billing,The worst customer experience I have ever had in my life.,5,24,1,0
C00279,2024-02-21,Billing,Calling to update my billing address.,1,1,0,1
C00279,2024-10-22,Billing,The technician arrived a bit late but did a good job.,2,13,1,1
C00280,2024-06-10,Service Quality,Quick question about the new tariff letter I received.,1,9,0,1
C00280,2024-05-05,Technical,Response time was a bit slower than last time I called.,2,5,0,1
C00281,2023-02-11,Billing,Could you send me a copy of last month's bill?,1,2,0,1
C00281,2024-09-23,Account Management,I was on hold for about 20 minutes which felt long.,2,4,0,1
C00281,2022-08-23,Technical,Response time was a bit slower than last time I called.,2,7,0,1
C00282,2022-12-20,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,12,0,1
C00283,2023-05-16,Account Management,The customer service agent I spoke to was not very helpful.,3,14,1,0
C00283,2022-06-17,Service Quality,Can you confirm my direct debit amount?,1,7,0,1
C00283,2023-11-24,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,18,1,1
C00283,2024-10-26,Billing,I am considering switching providers if this is not fixed immediately.,4,14,0,1
C00283,2023-07-05,Account Management,The worst customer experience I have ever had in my life.,5,28,1,0
C00283,2024-05-14,Technical,I want to cancel my account. I have had enough of this terrible service.,5,16,0,0
C00283,2023-10-02,Meter Reading,My power has been out for two days and nobody has given me an update.,4,15,0,1
C00284,2023-01-01,Outage,Calling to update my billing address.,1,5,0,1
C00284,2023-01-13,Outage,My bill has errors and I have had to call twice about the same issue.,3,12,1,0
C00285,2023-09-13,Service Quality,I had trouble navigating the new online portal at first.,2,14,0,1
C00285,2022-04-18,Billing,"There was a small discrepancy on my statement, now resolved.",2,13,0,1
C00285,2022-01-27,Outage,"Everything is fine, just updating my details.",1,6,0,1
C00286,2022-12-20,Service Quality,I am very unhappy with the service. My complaint from last month is still open.,4,18,0,1
C00286,2022-07-01,Service Quality,My power has been out for two days and nobody has given me an update.,4,14,1,0
C00286,2022-07-04,Service Quality,I was treated rudely on my last call and I want this addressed.,4,8,0,1
C00286,2023-02-12,Technical,I was treated rudely on my last call and I want this addressed.,4,23,0,0
C00286,2023-10-09,Service Quality,The email confirmation for my account change took two days to arrive.,2,2,0,1
C00287,2023-08-16,Outage,I would like to know my current contract end date.,1,1,0,1
C00287,2024-01-07,Account Management,I want to switch to paperless billing.,1,8,0,1
C00287,2023-08-25,Technical,Nobody in your company seems to take responsibility for anything.,4,6,1,0
C00290,2022-09-19,Billing,The technician did not show up at the agreed time without any notice.,3,13,1,0
C00290,2024-12-19,Billing,Response time was a bit slower than last time I called.,2,8,0,1
C00292,2024-06-15,Meter Reading,The technician arrived a bit late but did a good job.,2,5,1,1
C00293,2024-04-11,Account Management,Can you confirm my direct debit amount?,1,9,0,1
C00293,2022-09-28,Service Quality,My bill was slightly higher than I expected this month.,2,6,1,0
C00294,2024-04-06,Account Management,Calling to update my billing address.,1,9,0,0
C00294,2022-03-13,Account Management,Response time was a bit slower than last time I called.,2,10,0,1
C00295,2024-02-05,Billing,I had trouble navigating the new online portal at first.,2,5,1,1
C00295,2022-12-28,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,11,0,0
C00295,2024-10-26,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,14,1,1
C00295,2023-07-17,Billing,Quick question about the new tariff letter I received.,1,1,0,1
C00296,2022-08-27,Account Management,I took a day off work for the technician and nobody came.,4,9,0,1
C00296,2024-02-06,Billing,I have escalated this complaint twice and it is still not resolved.,4,1,0,1
C00296,2022-06-18,Technical,I am very unhappy with the service. My complaint from last month is still open.,4,13,0,0
C00297,2022-09-20,Outage,I was on hold for about 20 minutes which felt long.,2,7,0,1
C00298,2022-06-28,Outage,"There was a small discrepancy on my statement, now resolved.",2,14,1,1
C00298,2024-12-02,Meter Reading,This is the third billing error in a row. I am losing patience.,4,16,1,0
C00298,2022-03-06,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,16,0,0
C00298,2023-03-04,Account Management,Could you send me a copy of last month's bill?,1,5,1,1
C00299,2024-11-01,Billing,Response time was a bit slower than last time I called.,2,12,0,1
C00299,2023-02-17,Meter Reading,I am going to leave a public review warning everyone about this company.,5,15,0,1
C00299,2023-05-06,Outage,Calling to update my billing address.,1,8,0,0
C00300,2024-10-15,Technical,Could you send me a copy of last month's bill?,1,1,0,1
C00300,2024-07-11,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,1,0,0
C00300,2024-10-20,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,8,1,1
C00300,2024-02-17,Service Quality,Can you confirm my direct debit amount?,1,2,0,1
C00301,2022-02-27,Service Quality,I have been trying to get this resolved for two weeks now.,3,9,0,1
C00301,2023-12-23,Billing,I want to switch to paperless billing.,1,4,1,1
C00304,2023-12-08,Technical,My power has been out for two days and nobody has given me an update.,4,2,1,1
C00304,2024-07-24,Billing,The online chat bot could not help me and I had to call anyway.,3,5,1,1
C00305,2023-03-25,Billing,I have been without power for five days and your team does not care at all.,5,25,1,0
C00305,2024-05-05,Outage,I waited longer than usual for a callback but it came eventually.,2,10,0,1
C00306,2024-12-23,Service Quality,The email confirmation for my account change took two days to arrive.,2,14,0,1
C00306,2024-08-12,Billing,The level of service I am receiving is completely unacceptable.,4,9,1,0
C00307,2024-06-26,Service Quality,I was on hold for about 20 minutes which felt long.,2,3,0,1
C00307,2022-10-09,Outage,I am not satisfied with how my previous complaint was handled.,3,3,1,0
C00307,2024-03-19,Outage,The rate increase was not communicated clearly and came as a surprise.,3,5,0,0
C00308,2023-06-17,Billing,The rate increase was not communicated clearly and came as a surprise.,3,17,0,1
C00308,2022-11-08,Technical,My bill has errors and I have had to call twice about the same issue.,3,11,0,1
C00309,2024-03-17,Account Management,Your company has overcharged me for months and nobody will fix it.,5,16,0,0
C00309,2024-12-20,Billing,I am going to leave a public review warning everyone about this company.,5,23,1,0
C00310,2024-11-08,Service Quality,I am switching providers immediately. I cannot tolerate this incompetence.,5,24,1,0
C00311,2023-02-02,Billing,Could you send me a copy of last month's bill?,1,1,0,1
C00311,2023-04-07,Service Quality,I am not satisfied with how my previous complaint was handled.,3,1,0,0
C00311,2023-05-11,Meter Reading,I need to change my contact phone number on the account.,1,6,0,1
C00312,2024-10-21,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,2,0,1
C00312,2022-08-05,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,3,1,1
C00312,2024-10-11,Billing,The technician did not show up at the agreed time without any notice.,3,5,0,1
C00312,2022-12-01,Outage,Response time was a bit slower than last time I called.,2,13,0,0
C00312,2024-07-16,Account Management,I feel like loyal customers are not being valued the way they should be.,3,16,1,0
C00313,2023-03-15,Technical,The worst customer experience I have ever had in my life.,5,11,1,1
C00314,2023-01-26,Outage,This is the third billing error in a row. I am losing patience.,4,23,0,1
C00314,2024-04-06,Technical,This is the third billing error in a row. I am losing patience.,4,14,1,0
C00315,2022-07-15,Billing,This is the third billing error in a row. I am losing patience.,4,18,0,0
C00315,2024-01-24,Technical,I want to cancel my account. I have had enough of this terrible service.,5,20,1,0
C00317,2024-05-12,Technical,I waited longer than usual for a callback but it came eventually.,2,12,0,1
C00317,2024-05-25,Service Quality,The customer service agent I spoke to was not very helpful.,3,8,0,0
C00318,2024-03-07,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,2,0,1
C00318,2022-10-09,Service Quality,The online chat bot could not help me and I had to call anyway.,3,18,1,0
C00318,2022-09-18,Billing,I would like to check my current balance please.,1,1,1,1
C00319,2024-11-10,Technical,My bill has errors and I have had to call twice about the same issue.,3,10,0,1
C00319,2024-03-17,Technical,I have been trying to get this resolved for two weeks now.,3,5,0,1
C00320,2024-02-14,Service Quality,The website was slow when I tried to log in yesterday.,2,3,0,0
C00320,2023-08-27,Billing,The website was slow when I tried to log in yesterday.,2,7,0,1
C00321,2022-11-01,Billing,Quick question about the new tariff letter I received.,1,1,1,0
C00322,2023-12-18,Meter Reading,The technician did not show up at the agreed time without any notice.,3,3,0,1
C00323,2023-04-08,Account Management,I need to change my contact phone number on the account.,1,3,0,1
C00323,2023-08-13,Outage,I need to change my contact phone number on the account.,1,1,0,1
C00324,2023-05-25,Outage,Calling to update my billing address.,1,1,0,0
C00324,2022-12-01,Technical,The customer service agent I spoke to was not very helpful.,3,15,1,1
C00324,2024-10-16,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,15,0,1
C00324,2024-04-11,Service Quality,I took a day off work for the technician and nobody came.,4,7,0,1
C00324,2024-04-24,Outage,I had trouble navigating the new online portal at first.,2,8,1,0
C00324,2024-05-16,Billing,I have been without power for five days and your team does not care at all.,5,24,0,0
C00325,2023-06-05,Meter Reading,I would like to know my current contract end date.,1,5,0,1
C00325,2023-03-04,Technical,I would like to know my current contract end date.,1,4,0,1
C00326,2024-05-06,Outage,The rate increase was not communicated clearly and came as a surprise.,3,4,0,0
C00326,2022-01-01,Meter Reading,I need to change my contact phone number on the account.,1,5,0,1
C00326,2023-12-21,Billing,I have been trying to get this resolved for two weeks now.,3,5,1,1
C00327,2022-11-05,Service Quality,This is the third billing error in a row. I am losing patience.,4,8,0,0
C00327,2023-09-28,Technical,I need to change my contact phone number on the account.,1,1,0,1
C00327,2024-03-17,Technical,The customer service agent I spoke to was not very helpful.,3,16,1,1
C00327,2022-06-03,Technical,Nobody in your company seems to take responsibility for anything.,4,21,1,0
C00327,2024-01-09,Billing,Nobody in your company seems to take responsibility for anything.,4,23,0,0
C00327,2022-12-21,Account Management,The customer service agent I spoke to was not very helpful.,3,13,1,1
C00328,2024-02-06,Outage,"There was a small discrepancy on my statement, now resolved.",2,1,0,1
C00328,2024-03-18,Outage,"Everything is fine, just updating my details.",1,8,0,1
C00329,2024-05-17,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,5,0,0
C00330,2024-12-24,Service Quality,"Everything is fine, just updating my details.",1,9,0,1
C00331,2024-08-18,Service Quality,I need to change my contact phone number on the account.,1,7,0,1
C00332,2024-02-01,Billing,I waited longer than usual for a callback but it came eventually.,2,10,0,1
C00332,2022-10-21,Meter Reading,I am contacting my lawyer. This is negligent and completely unacceptable.,5,10,1,1
C00332,2022-05-08,Billing,I am not satisfied with how my previous complaint was handled.,3,19,0,1
C00333,2023-03-22,Billing,The rate increase was not communicated clearly and came as a surprise.,3,12,0,1
C00334,2023-10-21,Meter Reading,I have been trying to get this resolved for two weeks now.,3,13,0,1
C00334,2023-12-02,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,11,0,0
C00336,2022-05-21,Technical,I am not satisfied with how my previous complaint was handled.,3,13,1,1
C00336,2023-06-08,Technical,My bill has errors and I have had to call twice about the same issue.,3,9,0,1
C00337,2023-08-10,Service Quality,The technician arrived a bit late but did a good job.,2,13,0,1
C00337,2022-09-03,Account Management,I feel like loyal customers are not being valued the way they should be.,3,4,0,1
C00337,2023-02-18,Technical,I am very unhappy with the service. My complaint from last month is still open.,4,16,1,0
C00338,2023-04-14,Outage,I would like to know my current contract end date.,1,8,0,1
C00339,2023-09-19,Technical,I am contacting my lawyer. This is negligent and completely unacceptable.,5,8,0,0
C00339,2024-02-22,Technical,The technician did not show up at the agreed time without any notice.,3,19,1,1
C00339,2022-11-27,Service Quality,The online chat bot could not help me and I had to call anyway.,3,2,1,1
C00340,2024-03-22,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,8,0,1
C00341,2023-06-04,Account Management,My bill was slightly higher than I expected this month.,2,12,1,1
C00343,2022-07-18,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,2,1,0
C00343,2023-09-04,Technical,The online chat bot could not help me and I had to call anyway.,3,2,0,1
C00344,2023-10-24,Technical,The online chat bot could not help me and I had to call anyway.,3,1,0,0
C00344,2024-01-28,Meter Reading,Quick question about the new tariff letter I received.,1,1,0,1
C00345,2024-07-16,Technical,Just checking when my next meter read is scheduled.,1,8,0,1
C00347,2024-10-27,Billing,I have been trying to get this resolved for two weeks now.,3,17,0,1
C00347,2024-04-05,Billing,I would like to check my current balance please.,1,6,0,1
C00348,2022-08-12,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,3,0,1
C00350,2024-10-27,Billing,The technician arrived a bit late but did a good job.,2,8,0,0
C00350,2023-08-19,Outage,I was on hold for about 20 minutes which felt long.,2,6,1,1
C00351,2022-03-28,Service Quality,I have been waiting over a week for someone to call me back.,3,9,0,1
C00351,2022-01-25,Technical,The online chat bot could not help me and I had to call anyway.,3,7,1,1
C00351,2022-09-05,Service Quality,The technician did not show up at the agreed time without any notice.,3,1,0,1
C00351,2023-12-23,Service Quality,Could you send me a copy of last month's bill?,1,1,0,1
C00351,2022-02-06,Billing,Calling to update my billing address.,1,3,0,1
C00352,2024-02-19,Meter Reading,Could you send me a copy of last month's bill?,1,6,0,1
C00352,2024-12-13,Billing,I waited longer than usual for a callback but it came eventually.,2,11,1,1
C00352,2024-06-13,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,9,0,0
C00353,2024-07-06,Service Quality,This is the third billing error in a row. I am losing patience.,4,10,0,0
C00353,2023-08-03,Meter Reading,Response time was a bit slower than last time I called.,2,13,0,0
C00354,2023-01-04,Service Quality,This is the third billing error in a row. I am losing patience.,4,11,1,1
C00355,2024-10-26,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,24,0,0
C00355,2022-05-15,Technical,I waited longer than usual for a callback but it came eventually.,2,14,1,0
C00355,2024-12-25,Account Management,Response time was a bit slower than last time I called.,2,8,0,0
C00356,2024-01-27,Account Management,The email confirmation for my account change took two days to arrive.,2,7,0,1
C00356,2024-03-07,Technical,"There was a small discrepancy on my statement, now resolved.",2,10,0,1
C00356,2023-01-01,Account Management,The worst customer experience I have ever had in my life.,5,28,1,0
C00356,2024-02-16,Service Quality,I would like to know my current contract end date.,1,8,0,0
C00356,2024-09-18,Account Management,The technician arrived a bit late but did a good job.,2,10,0,1
C00357,2024-12-05,Technical,My meter reading submission didn't go through on the first try.,2,3,0,1
C00357,2024-11-28,Service Quality,Response time was a bit slower than last time I called.,2,4,0,1
C00357,2024-12-17,Technical,Just checking when my next meter read is scheduled.,1,3,0,1
C00357,2023-07-27,Account Management,Could you send me a copy of last month's bill?,1,4,0,1
C00357,2023-08-23,Account Management,I have been waiting over a week for someone to call me back.,3,6,0,1
C00358,2023-04-15,Outage,The online chat bot could not help me and I had to call anyway.,3,5,1,1
C00359,2024-06-24,Billing,My meter reading submission didn't go through on the first try.,2,3,0,1
C00359,2024-04-17,Meter Reading,Could you send me a copy of last month's bill?,1,5,0,1
C00359,2024-04-11,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,3,0,0
C00361,2024-12-24,Account Management,I am not satisfied with how my previous complaint was handled.,3,3,1,0
C00361,2022-08-14,Billing,My meter reading submission didn't go through on the first try.,2,8,0,0
C00361,2023-04-07,Technical,The email confirmation for my account change took two days to arrive.,2,1,0,1
C00362,2022-03-07,Account Management,"There was a small discrepancy on my statement, now resolved.",2,6,0,1
C00362,2022-01-05,Technical,The website was slow when I tried to log in yesterday.,2,9,0,1
C00362,2022-07-01,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,19,1,0
C00363,2023-12-21,Account Management,Could you send me a copy of last month's bill?,1,4,0,1
C00363,2024-12-15,Account Management,The website was slow when I tried to log in yesterday.,2,7,0,1
C00364,2022-03-18,Outage,"There was a small discrepancy on my statement, now resolved.",2,3,0,1
C00364,2022-03-01,Service Quality,Calling to update my billing address.,1,7,0,0
C00365,2023-09-26,Technical,I want to switch to paperless billing.,1,2,0,1
C00365,2024-02-03,Service Quality,The website was slow when I tried to log in yesterday.,2,10,0,1
C00365,2024-07-10,Billing,Your company has overcharged me for months and nobody will fix it.,5,18,1,0
C00366,2022-08-24,Billing,My bill was slightly higher than I expected this month.,2,8,0,0
C00367,2024-06-27,Outage,Response time was a bit slower than last time I called.,2,11,0,1
C00368,2024-08-22,Technical,The customer service agent I spoke to was not very helpful.,3,11,0,0
C00368,2022-07-26,Outage,I need to change my contact phone number on the account.,1,4,0,1
C00368,2022-01-14,Service Quality,The customer service agent I spoke to was not very helpful.,3,2,0,1
C00369,2024-06-05,Outage,I was on hold for about 20 minutes which felt long.,2,10,0,0
C00369,2024-01-18,Outage,The website was slow when I tried to log in yesterday.,2,14,0,0
C00369,2024-01-01,Account Management,I was treated rudely on my last call and I want this addressed.,4,3,1,1
C00369,2024-05-19,Technical,The technician arrived a bit late but did a good job.,2,14,0,1
C00370,2022-02-10,Billing,Quick question about the new tariff letter I received.,1,3,0,1
C00370,2022-10-22,Service Quality,I have been waiting over a week for someone to call me back.,3,11,1,0
C00370,2024-04-19,Service Quality,Calling to update my billing address.,1,1,0,0
C00371,2022-04-16,Billing,I have escalated this complaint twice and it is still not resolved.,4,21,1,0
C00371,2023-10-08,Service Quality,The website was slow when I tried to log in yesterday.,2,3,1,0
C00371,2023-09-28,Outage,I took a day off work for the technician and nobody came.,4,10,0,0
C00371,2023-12-26,Account Management,I took a day off work for the technician and nobody came.,4,11,1,0
C00371,2024-11-08,Meter Reading,This is the third billing error in a row. I am losing patience.,4,8,0,1
